region,subregion_or_country,type_geo,country_province_or_state,month,day,deaths
ASIA,Eastern Asia,state_province,Hubei,06,12,4512
NORTHERN AMERICA,United States of America,state_province,California,06,12,4934
NORTHERN AMERICA,United States of America,state_province,Connecticut,06,12,4146
NORTHERN AMERICA,United States of America,state_province,Illinois,06,12,6185
NORTHERN AMERICA,United States of America,state_province,Louisiana,06,12,2987
NORTHERN AMERICA,United States of America,state_province,Massachusetts,06,12,7492
NORTHERN AMERICA,United States of America,state_province,Michigan,06,12,5985
NORTHERN AMERICA,United States of America,state_province,New Jersey,06,12,12443
NORTHERN AMERICA,United States of America,state_province,New York,06,12,30580
NORTHERN AMERICA,United States of America,state_province,Pennsylvania,06,12,6113
ASIA,Southern Asia,country,Iran,06,12,8584
ASIA,Western Asia,country,Turkey,06,12,4763
EUROPE,Northern Europe,country,Sweden,06,12,4814
EUROPE,Northern Europe,country,United Kingdom,06,12,41364
EUROPE,Southern Europe,country,Italy,06,12,34167
EUROPE,Southern Europe,country,Spain,06,12,27136
EUROPE,Western Europe,country,Belgium,06,12,9636
EUROPE,Western Europe,country,France,06,12,29349
EUROPE,Western Europe,country,Germany,06,12,8772
EUROPE,Western Europe,country,Netherlands,06,12,6063
EUROPE,Western Europe,country,Switzerland,06,12,1937
LATIN AMERICA & THE CARIBBEAN,South America,country,Brazil,06,12,40919
NORTHERN AMERICA,NA,country,Canada,06,12,8071
NORTHERN AMERICA,NA,country,United States of America,06,12,113820
