Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
Rio Grande do Norte,Brazil,"3,547.108",67.2,NA,120,2.10,2.31,3.59,365,1.51,1.66,2.58,NA,NA,NA,NA,NA,NA,NA
Piaui,Brazil,"3,310.800",13.2,NA,120,2.05,2.25,3.49,365,1.51,1.66,2.57,NA,NA,NA,NA,NA,NA,NA
Colombia,Cntry/Terr,"50,882.884",45.9,5.53,120,1.79,2.07,3.21,365,1.43,1.65,2.57,7.27,71.7,77.7,74.7,-2.95,-2.42,-2.69
Hungary,Cntry/Terr,"9,660.350",106.7,12.53,120,5.61,3.30,5.12,365,2.80,1.65,2.55,15.69,71.2,78.3,74.7,-2.14,-2.09,-2.11
Nayarit,Mexico,"1,255.449",45.1,5.47,120,1.78,2.06,3.20,365,1.41,1.64,2.54,8.21,70.4,75.9,73.1,-2.53,-2.02,-2.28
Eswatini,Cntry/Terr,"1,160.164",67.5,9.42,120,1.22,3.41,5.29,365,0.58,1.61,2.50,9.86,55.2,63.8,59.4,-0.83,-0.98,-0.90
Para,Brazil,"8,701.617",7.0,NA,120,1.99,2.19,3.39,365,1.46,1.60,2.49,NA,NA,NA,NA,NA,NA,NA
Panama,Cntry/Terr,"4,314.768",58.0,5.06,120,1.55,1.77,2.75,365,1.40,1.60,2.48,6.71,72.3,78.9,75.5,-3.33,-2.99,-3.16
Czechia,Cntry/Terr,"10,708.982",138.6,10.50,120,5.01,2.92,4.54,365,2.71,1.58,2.45,13.57,74.3,79.9,77.0,-2.55,-2.17,-2.37
Pernambuco,Brazil,"9,666.777",98.6,NA,120,1.36,1.49,2.31,365,1.43,1.56,2.43,NA,NA,NA,NA,NA,NA,NA
Huanuco,Peru,804.804,21.6,NA,120,1.67,2.24,3.47,365,1.16,1.55,2.41,13.68,66.0,70.4,68.2,-1.56,-1.33,-1.45
New Jersey,U.S.A.,"9,008.043",468.8,8.31,120,2.19,1.34,2.08,365,2.53,1.55,2.41,11.38,74.6,79.8,77.1,-3.07,-2.62,-2.85
Slovakia,Cntry/Terr,"5,459.643",113.5,9.87,120,5.30,3.73,5.80,365,2.13,1.50,2.33,12.40,72.1,79.1,75.5,-2.09,-1.93,-2.01
Bolivia (Plurinational State of),Cntry/Terr,"11,673.029",10.8,6.79,120,0.98,1.32,2.04,365,1.10,1.48,2.30,8.04,66.5,72.6,69.5,-2.37,-2.12,-2.25
Belize,Cntry/Terr,397.621,17.4,4.70,120,0.57,1.04,1.62,365,0.81,1.47,2.28,5.74,69.5,75.9,72.6,-2.32,-1.99,-2.16
Mississippi,U.S.A.,"3,019.798",24.9,10.82,120,2.43,1.67,2.60,365,2.13,1.47,2.28,13.14,70.2,76.4,73.2,-2.08,-1.90,-1.99
New York,U.S.A.,"19,779.540",161.7,7.83,120,2.19,1.33,2.07,365,2.36,1.44,2.23,10.90,75.1,80.5,77.7,-2.98,-2.64,-2.82
Lebanon,Cntry/Terr,"6,825.442",667.2,4.31,120,2.58,3.46,5.37,365,1.06,1.42,2.21,5.71,75.0,79.0,76.9,-2.31,-1.96,-2.14
Mayotte,Cntry/Terr,272.813,727.5,2.69,120,1.28,2.93,4.55,365,0.61,1.39,2.16,3.43,73.8,80.6,77.1,-2.52,-2.43,-2.47
Paraguay,Cntry/Terr,"7,132.530",18.0,5.48,120,1.72,2.69,4.17,365,0.88,1.38,2.13,6.55,70.3,74.8,72.5,-2.03,-1.65,-1.84
Massachusetts,U.S.A.,"6,985.561",344.1,8.57,120,2.25,1.37,2.13,365,2.25,1.37,2.13,11.15,74.7,80.3,77.4,-2.69,-2.35,-2.53
Louisiana,U.S.A.,"4,713.234",41.8,9.78,120,1.86,1.30,2.02,365,1.97,1.37,2.13,11.96,71.5,77.3,74.3,-2.20,-1.93,-2.07
Amazonas (PE),Peru,423.381,10.8,NA,120,1.33,1.76,2.73,365,1.04,1.37,2.13,14.16,65.9,69.9,67.8,-1.27,-1.01,-1.15
Guerrero,Mexico,"3,882.954",61.1,4.86,120,1.27,1.55,2.41,365,1.10,1.35,2.09,8.44,68.4,74.8,71.5,-1.87,-1.57,-1.72
Alagoas,Brazil,"3,375.667",121.2,NA,120,1.54,1.69,2.63,365,1.23,1.35,2.09,NA,NA,NA,NA,NA,NA,NA
Ecuador,Cntry/Terr,"17,643.060",71.0,5.10,120,0.78,1.04,1.61,365,1.00,1.33,2.07,6.26,72.1,77.9,74.9,-2.42,-2.10,-2.26
Argentina,Cntry/Terr,"45,195.777",16.5,7.61,120,1.36,1.29,2.01,365,1.40,1.33,2.06,9.10,71.5,78.2,74.8,-1.89,-1.86,-1.88
Bahia,Brazil,"15,043.792",26.6,NA,120,1.87,2.06,3.19,365,1.21,1.32,2.06,NA,NA,NA,NA,NA,NA,NA
Republic of Moldova,Cntry/Terr,"4,033.963",122.8,11.62,120,2.12,1.99,3.09,365,1.41,1.32,2.05,13.34,66.6,75.0,70.7,-1.15,-1.25,-1.20
Georgia (USA),U.S.A.,"10,628.510",70.9,7.97,120,2.64,2.04,3.17,365,1.69,1.31,2.03,10.13,73.0,78.4,75.6,-2.28,-1.94,-2.11
Arizona,U.S.A.,"7,262.286",24.7,8.23,120,3.54,2.17,3.37,365,2.13,1.31,2.03,10.75,74.3,80.1,77.1,-2.77,-2.43,-2.60
Bulgaria,Cntry/Terr,"6,948.445",64.0,15.38,120,3.85,2.14,3.33,365,2.35,1.31,2.03,17.88,70.2,77.4,73.7,-1.54,-1.40,-1.47
Rhode Island,U.S.A.,"1,070.329",395.5,9.59,120,2.53,1.45,2.25,365,2.23,1.28,1.98,11.97,74.7,79.9,77.3,-2.49,-2.16,-2.33
Texas,U.S.A.,"28,999.321",42.7,7.00,120,2.33,1.92,2.98,365,1.55,1.27,1.98,8.82,74.2,79.4,76.7,-2.42,-2.09,-2.26
Alabama,U.S.A.,"4,944.686",37.6,10.92,120,3.73,2.39,3.71,365,1.97,1.26,1.96,13.33,71.0,76.9,73.9,-1.90,-1.68,-1.80
Armenia,Cntry/Terr,"2,963.234",104.1,9.91,120,1.30,1.19,1.85,365,1.37,1.26,1.95,10.86,70.0,77.2,73.5,-1.50,-1.37,-1.44
Michoacan de Ocampo,Mexico,"4,992.690",85.1,5.55,120,1.73,1.94,3.02,365,1.11,1.25,1.94,8.23,70.5,75.6,73.0,-2.00,-1.54,-1.78
Veracruz de Ignacio de la Llave,Mexico,"8,831.401",122.9,5.90,120,1.09,1.25,1.94,365,1.07,1.22,1.90,8.32,69.7,76.1,72.8,-1.81,-1.54,-1.68
Ayacucho,Peru,688.200,15.7,NA,120,1.50,1.75,2.72,365,1.04,1.21,1.88,15.95,66.0,70.5,68.2,-1.14,-0.95,-1.05
Iran (Islamic Republic of),Cntry/Terr,"83,992.953",51.6,4.88,120,0.58,0.89,1.39,365,0.78,1.19,1.84,5.69,74.0,76.9,75.4,-1.72,-1.18,-1.46
South Dakota,U.S.A.,893.132,4.5,9.19,120,1.61,0.96,1.49,365,1.96,1.17,1.81,11.47,74.4,80.0,77.1,-2.25,-2.04,-2.14
Chile,Cntry/Terr,"19,116.209",25.7,6.12,120,1.53,1.31,2.03,365,1.36,1.16,1.80,7.85,75.6,80.5,78.0,-2.34,-2.02,-2.19
Indiana,U.S.A.,"6,767.587",72.8,9.84,120,2.27,1.49,2.32,365,1.76,1.15,1.79,11.92,72.7,78.3,75.4,-1.90,-1.68,-1.79
Connecticut,U.S.A.,"3,613.794",288.0,8.73,120,1.76,1.01,1.56,365,2.00,1.14,1.77,11.27,75.4,80.9,78.1,-2.34,-2.04,-2.19
District of Columbia,U.S.A.,712.330,"4,477.2",7.15,120,1.36,1.12,1.73,365,1.39,1.14,1.76,9.09,72.8,79.1,75.8,-2.13,-2.11,-2.12
Valle d'Aosta/Vallee d'Aoste,Italy,125.953,38.7,11.70,120,1.84,0.75,1.17,365,2.77,1.13,1.76,15.10,75.8,83.2,79.4,-2.27,-2.09,-2.18
Iraq,Cntry/Terr,"40,222.503",92.6,4.80,120,0.20,0.58,0.90,365,0.38,1.12,1.74,5.16,67.5,71.9,69.6,-1.16,-0.89,-1.03
Nevada,U.S.A.,"3,070.509",10.8,8.22,120,2.32,1.61,2.49,365,1.59,1.10,1.71,10.34,73.9,79.2,76.5,-2.09,-1.81,-1.95
Maranhao,Brazil,"7,156.397",21.7,NA,120,1.16,1.28,1.98,365,1.00,1.10,1.70,NA,NA,NA,NA,NA,NA,NA
North Dakota,U.S.A.,769.967,4.3,8.49,120,0.91,0.56,0.87,365,1.77,1.09,1.69,10.65,75.1,80.3,77.6,-2.28,-1.94,-2.12
Lombardia,Italy,"10,073.686",422.2,9.90,120,2.33,1.01,1.57,365,2.50,1.08,1.68,12.94,78.1,83.9,80.9,-2.44,-2.20,-2.32
Illinois,U.S.A.,"12,887.403",89.5,8.57,120,1.48,0.95,1.48,365,1.68,1.08,1.68,10.75,74.6,79.9,77.2,-2.09,-1.80,-1.95
Cusco,Peru,"1,350.177",18.8,NA,120,1.32,1.71,2.65,365,0.83,1.07,1.66,14.14,65.6,70.0,67.7,-1.02,-0.85,-0.94
Tunisia,Cntry/Terr,"11,818.618",76.1,6.26,120,1.54,1.83,2.83,365,0.90,1.07,1.66,7.28,73.3,77.7,75.4,-1.53,-1.24,-1.39
Arkansas,U.S.A.,"3,049.575",22.6,10.85,120,2.05,1.30,2.02,365,1.68,1.06,1.65,12.85,71.8,77.3,74.5,-1.71,-1.47,-1.59
Oman,Cntry/Terr,"5,106.622",16.5,2.44,120,0.30,0.82,1.28,365,0.39,1.06,1.64,2.89,74.5,78.8,76.6,-1.82,-1.70,-1.76
Apurimac,Peru,453.951,21.7,NA,120,1.89,2.05,3.19,365,0.97,1.06,1.64,17.13,65.8,69.9,67.8,-1.00,-0.83,-0.92
Poland,Cntry/Terr,"37,846.605",123.6,10.09,120,3.10,1.85,2.88,365,1.76,1.05,1.63,12.33,73.3,80.9,77.0,-1.72,-1.73,-1.73
New Mexico,U.S.A.,"2,121.624",6.7,8.94,120,2.27,1.39,2.16,365,1.71,1.05,1.63,11.16,73.2,79.3,76.1,-2.07,-1.86,-1.96
Tennessee,U.S.A.,"6,847.752",64.1,10.44,120,2.35,1.55,2.40,365,1.59,1.05,1.63,12.33,72.1,77.4,74.7,-1.69,-1.44,-1.57
South Carolina,U.S.A.,"5,145.408",66.0,9.84,120,2.48,1.58,2.45,365,1.65,1.05,1.63,11.98,72.6,78.3,75.4,-1.79,-1.56,-1.68
Huancavelica,Peru,387.386,17.5,NA,120,1.69,1.89,2.93,365,0.93,1.04,1.62,17.24,65.8,69.7,67.7,-0.94,-0.76,-0.85
Slovenia,Cntry/Terr,"2,078.932",103.2,9.94,120,2.26,1.17,1.81,365,1.99,1.03,1.59,12.52,76.8,82.4,79.5,-1.94,-1.77,-1.86
Honduras,Cntry/Terr,"9,904.608",88.5,4.44,120,0.65,1.26,1.96,365,0.52,1.01,1.57,5.09,71.4,76.2,73.7,-1.75,-1.49,-1.63
Oklahoma,U.S.A.,"3,989.492",22.4,10.29,120,3.28,2.17,3.37,365,1.52,1.01,1.56,12.16,72.1,77.3,74.6,-1.65,-1.42,-1.54
Pennsylvania,U.S.A.,"12,966.170",111.7,10.59,120,2.40,1.33,2.07,365,1.80,1.00,1.56,12.76,73.7,79.3,76.5,-1.81,-1.60,-1.71
Michigan,U.S.A.,"10,114.528",68.7,9.80,120,1.71,1.04,1.61,365,1.65,1.00,1.55,11.96,73.8,79.0,76.3,-1.81,-1.54,-1.68
United States of America,Cntry/Terr,"331,002.647",36.2,8.69,120,2.11,1.36,2.11,365,1.55,1.00,1.55,10.61,74.5,79.8,77.1,-1.95,-1.69,-1.82
Iowa,U.S.A.,"3,194.037",22.1,9.71,120,1.94,1.13,1.76,365,1.66,0.97,1.50,11.59,75.0,80.1,77.5,-1.86,-1.60,-1.74
California,U.S.A.,"40,011.015",99.0,6.78,120,2.72,1.89,2.94,365,1.38,0.96,1.49,8.62,76.5,81.7,79.0,-2.20,-1.91,-2.06
Kansas,U.S.A.,"2,945.539",13.9,9.29,120,2.28,1.43,2.22,365,1.50,0.94,1.46,11.17,74.5,79.5,77.0,-1.77,-1.51,-1.64
Bahrain,Cntry/Terr,"1,701.583","2,238.9",2.38,120,0.51,1.30,2.01,365,0.37,0.94,1.45,2.83,75.1,77.5,76.3,-1.45,-1.02,-1.24
Cajamarca,Peru,"1,500.006",45.0,NA,120,1.16,1.33,2.07,365,0.79,0.91,1.41,14.93,67.9,72.2,70.0,-0.94,-0.81,-0.87
Libya,Cntry/Terr,"6,871.287",3.9,5.07,120,0.68,1.39,2.17,365,0.44,0.90,1.39,5.64,69.3,75.2,72.2,-1.00,-0.85,-0.93
Croatia,Cntry/Terr,"4,105.268",73.4,13.13,120,2.31,1.21,1.88,365,1.70,0.89,1.38,15.01,74.1,80.5,77.2,-1.34,-1.22,-1.28
Friuli-Venezia Giulia,Italy,"1,218.962",155.1,11.90,120,5.13,1.93,2.99,365,2.33,0.88,1.36,14.53,78.8,84.1,81.4,-2.02,-1.83,-1.93
Ohio,U.S.A.,"11,827.215",111.5,10.61,120,2.63,1.59,2.46,365,1.45,0.87,1.36,12.36,73.1,78.5,75.7,-1.50,-1.30,-1.40
Emilia-Romagna,Italy,"4,468.697",164.5,11.20,120,3.49,1.38,2.14,365,2.21,0.87,1.35,13.77,78.8,84.2,81.4,-2.05,-1.79,-1.93
Delaware,U.S.A.,979.254,193.4,9.54,120,2.17,1.27,1.97,365,1.48,0.87,1.35,11.50,74.2,79.9,77.0,-1.66,-1.46,-1.56
Castilla-La Mancha,Spain,"2,021.012",25.4,9.54,120,2.65,1.18,1.83,365,1.93,0.86,1.34,12.41,79.4,84.6,82.0,-2.02,-1.77,-1.90
Oaxaca,Mexico,"4,386.373",46.8,5.71,120,0.94,1.02,1.58,365,0.79,0.85,1.33,8.40,70.1,75.8,72.8,-1.34,-1.08,-1.21
Maryland,U.S.A.,"6,109.605",241.3,8.25,120,1.41,0.94,1.46,365,1.27,0.85,1.32,9.89,74.7,80.3,77.4,-1.72,-1.53,-1.63
Romania,Cntry/Terr,"19,237.682",83.6,13.03,120,1.93,1.15,1.79,365,1.42,0.85,1.31,14.64,71.6,78.6,75.0,-1.15,-1.04,-1.09
Kentucky,U.S.A.,"4,519.893",43.9,10.82,120,2.61,1.70,2.63,365,1.28,0.84,1.30,12.76,71.7,76.9,74.2,-1.29,-1.10,-1.20
Guatemala,Cntry/Terr,"17,915.567",167.2,4.75,120,0.46,0.91,1.41,365,0.42,0.83,1.29,5.24,70.2,76.2,73.1,-1.39,-1.11,-1.26
Trento (Provincia autonoma di),Italy,541.866,87.3,9.30,120,2.25,0.98,1.52,365,1.90,0.83,1.29,11.65,78.9,84.8,81.8,-2.11,-1.82,-1.97
United Kingdom,Cntry/Terr,"67,886.004",280.6,9.38,120,2.43,1.34,2.09,365,1.49,0.82,1.28,11.00,78.0,81.7,79.8,-1.77,-1.40,-1.59
Bolzano (Provincia autonoma di),Italy,531.191,71.8,8.30,120,2.42,1.17,1.81,365,1.68,0.81,1.26,10.64,78.5,84.8,81.5,-2.00,-1.73,-1.87
Guam,Cntry/Terr,168.783,312.6,5.18,120,0.27,0.28,0.44,365,0.78,0.81,1.25,6.28,75.7,82.2,78.9,-1.35,-1.45,-1.40
Missouri,U.S.A.,"6,200.300",34.7,10.12,120,1.69,1.03,1.60,365,1.32,0.81,1.25,11.75,73.6,78.9,76.2,-1.44,-1.27,-1.36
Madrid (Comunidad de),Spain,"6,611.809",823.6,7.06,120,1.45,0.75,1.17,365,1.52,0.78,1.22,9.37,80.5,85.8,83.1,-2.01,-1.87,-1.94
Georgia,Cntry/Terr,"3,989.175",57.4,12.85,120,1.21,0.92,1.43,365,1.03,0.78,1.21,13.63,68.6,77.4,72.9,-0.82,-0.85,-0.83
Luxembourg,Cntry/Terr,625.976,241.7,7.14,120,1.45,0.98,1.53,365,1.12,0.76,1.18,8.42,78.7,83.0,80.8,-1.65,-1.41,-1.54
Veneto,Italy,"4,914.725",267.2,10.00,120,2.96,1.26,1.96,365,1.77,0.76,1.17,12.22,79.1,84.7,81.8,-1.77,-1.58,-1.68
Montana,U.S.A.,"1,076.137",2.9,9.71,120,1.72,1.00,1.55,365,1.30,0.75,1.17,11.21,75.1,79.8,77.4,-1.53,-1.24,-1.39
Piemonte,Italy,"4,369.052",172.3,12.30,120,2.31,0.88,1.37,365,1.98,0.75,1.17,14.76,78.1,83.9,80.9,-1.66,-1.46,-1.56
Virginia,U.S.A.,"8,614.990",84.0,8.10,120,2.02,1.36,2.11,365,1.11,0.75,1.17,9.69,75.5,80.4,77.9,-1.51,-1.28,-1.40
Kuwait,Cntry/Terr,"4,270.563",239.7,2.67,120,0.44,0.92,1.43,365,0.36,0.74,1.16,3.43,73.9,76.1,75.0,-0.94,-0.59,-0.77
Botswana,Cntry/Terr,"2,351.625",4.1,5.80,120,0.87,2.12,3.29,365,0.30,0.74,1.15,6.24,65.6,71.6,68.5,-0.75,-0.66,-0.71
Belgium,Cntry/Terr,"11,589.616",382.7,9.79,120,1.22,0.64,1.00,365,1.41,0.74,1.15,11.34,77.9,82.7,80.2,-1.56,-1.34,-1.45
Florida,U.S.A.,"21,586.295",154.3,9.70,120,1.89,0.96,1.48,365,1.45,0.73,1.14,11.60,75.4,81.2,78.2,-1.70,-1.53,-1.62
Ireland,Cntry/Terr,"4,937.796",71.7,6.05,120,1.64,1.23,1.91,365,0.97,0.73,1.14,7.37,79.2,82.7,80.9,-1.65,-1.31,-1.48
Aruba,Cntry/Terr,106.766,593.1,8.97,120,1.40,1.14,1.77,365,0.90,0.73,1.14,10.45,72.9,77.9,75.3,-1.01,-0.89,-0.95
Ukraine,Cntry/Terr,"43,733.759",75.5,15.19,120,1.83,1.28,1.99,365,1.04,0.73,1.13,15.99,66.5,76.2,71.2,-0.67,-0.75,-0.71
Colorado,U.S.A.,"5,762.204",21.4,6.79,120,0.78,0.57,0.89,365,0.97,0.72,1.12,8.23,76.3,81.3,78.7,-1.55,-1.31,-1.43
Minnesota,U.S.A.,"5,677.124",27.5,9.96,120,0.99,0.62,0.97,365,1.14,0.72,1.11,9.46,76.9,81.6,79.2,-1.55,-1.32,-1.44
Portugal,Cntry/Terr,"10,196.707",111.3,10.59,120,3.00,1.37,2.13,365,1.57,0.72,1.11,12.81,77.8,83.6,80.6,-1.47,-1.34,-1.41
Cabo Verde,Cntry/Terr,555.988,138.0,5.64,120,0.55,1.02,1.59,365,0.38,0.71,1.11,6.01,68.9,75.7,72.2,-0.79,-0.71,-0.75
North Carolina,U.S.A.,"10,501.123",83.2,9.07,120,1.70,1.13,1.75,365,1.07,0.71,1.10,10.58,74.2,79.4,76.8,-1.32,-1.13,-1.23
West Virginia,U.S.A.,"1,828.890",29.3,12.82,120,2.22,1.21,1.87,365,1.31,0.71,1.10,14.67,71.4,77.0,74.1,-1.11,-0.95,-1.03
Wyoming,U.S.A.,584.633,2.3,8.23,120,1.40,0.91,1.42,365,1.08,0.71,1.10,9.77,75.4,80.1,77.7,-1.47,-1.29,-1.38
Aragon,Spain,"1,315.017",27.6,10.26,120,1.86,0.75,1.16,365,1.75,0.70,1.09,13.30,79.5,85.2,82.3,-1.64,-1.54,-1.59
Lithuania,Cntry/Terr,"2,722.291",43.4,13.56,120,2.75,1.35,2.09,365,1.43,0.70,1.09,15.97,69.5,80.2,74.7,-0.94,-1.21,-1.07
Idaho,U.S.A.,"1,774.655",8.3,8.16,120,1.04,0.70,1.09,365,1.03,0.69,1.07,9.58,76.0,80.3,78.1,-1.41,-1.12,-1.27
Wisconsin,U.S.A.,"5,882.866",41.8,9.09,120,1.19,0.71,1.11,365,1.15,0.69,1.06,10.70,75.8,80.5,78.1,-1.36,-1.16,-1.26
Liguria,Italy,"1,557.702",192.2,14.30,120,2.50,0.83,1.29,365,2.06,0.68,1.06,16.72,78.4,84.1,81.2,-1.54,-1.38,-1.46
Puno,Peru,"1,316.375",18.3,NA,120,0.90,1.01,1.56,365,0.60,0.68,1.05,15.59,65.9,70.1,67.9,-0.69,-0.58,-0.63
"Rioja, La",Spain,315.741,62.6,10.00,120,1.67,0.70,1.08,365,1.61,0.67,1.04,12.54,79.8,85.4,82.5,-1.55,-1.52,-1.54
Ceuta,Spain,83.673,"4,183.6",6.29,120,1.64,1.29,2.00,365,0.84,0.66,1.02,7.74,77.8,81.8,79.8,-1.36,-1.08,-1.22
Italy,Cntry/Terr,"60,461.828",205.6,10.47,120,2.33,1.00,1.55,365,1.53,0.65,1.02,12.44,79.9,84.3,82.1,-1.53,-1.33,-1.43
Nebraska,U.S.A.,"1,952.141",9.8,8.79,120,0.92,0.58,0.90,365,1.03,0.65,1.01,10.08,76.1,80.7,78.4,-1.33,-1.12,-1.22
Azerbaijan,Cntry/Terr,"10,139.175",122.7,6.75,120,0.55,0.81,1.25,365,0.44,0.64,0.99,7.33,69.8,75.0,72.3,-0.74,-0.60,-0.67
Bahamas,Cntry/Terr,393.248,39.3,6.71,120,0.22,0.29,0.45,365,0.48,0.64,0.99,7.58,70.9,75.5,73.1,-0.86,-0.65,-0.76
Israel,Cntry/Terr,"8,655.541",400.0,5.33,120,1.07,0.92,1.42,365,0.74,0.63,0.98,6.20,79.9,83.4,81.6,-1.57,-1.20,-1.39
Castilla y Leon,Spain,"2,401.521",25.5,11.91,120,2.12,0.71,1.10,365,1.88,0.63,0.98,15.14,80.2,85.6,82.8,-1.58,-1.47,-1.53
Costa Rica,Cntry/Terr,"5,094.114",99.8,5.05,120,0.62,0.62,0.95,365,0.63,0.63,0.98,6.04,76.6,81.8,79.1,-1.41,-1.21,-1.32
Albania,Cntry/Terr,"2,877.800",105.0,7.82,120,1.28,0.98,1.52,365,0.82,0.63,0.97,9.28,76.0,79.5,77.7,-1.10,-0.78,-0.94
French Guiana,Cntry/Terr,298.682,3.6,2.92,120,0.30,0.56,0.86,365,0.33,0.62,0.97,3.43,76.2,82.1,79.0,-1.07,-1.10,-1.09
Serbia,Cntry/Terr,"8,737.370",99.9,13.17,120,1.37,0.88,1.37,365,0.95,0.61,0.95,14.17,72.7,78.1,75.3,-0.80,-0.66,-0.73
Melilla,Spain,85.187,"7,098.9",5.78,120,1.64,1.44,2.23,365,0.69,0.61,0.94,7.14,77.5,81.8,79.6,-1.18,-0.96,-1.08
Catalunia,Spain,"7,623.414",237.4,8.41,120,2.14,1.04,1.62,365,1.23,0.60,0.93,10.61,79.6,85.3,82.4,-1.41,-1.32,-1.37
France,Cntry/Terr,"65,273.512",119.2,9.27,120,1.85,0.90,1.40,365,1.23,0.60,0.93,10.86,78.5,84.3,81.3,-1.38,-1.31,-1.35
Sweden,Cntry/Terr,"10,099.270",24.6,9.19,120,1.59,0.83,1.29,365,1.11,0.58,0.90,10.30,79.9,83.6,81.7,-1.33,-1.09,-1.21
Utah,U.S.A.,"3,194.497",15.0,5.81,120,0.88,0.83,1.28,365,0.61,0.57,0.89,6.83,76.4,80.5,78.4,-1.20,-0.92,-1.06
Latvia,Cntry/Terr,"1,886.202",30.3,14.60,120,2.40,1.21,1.88,365,1.12,0.56,0.88,16.23,69.6,79.2,74.3,-0.73,-0.88,-0.80
Austria,Cntry/Terr,"9,006.400",109.3,9.87,120,1.34,0.70,1.09,365,1.07,0.56,0.87,11.04,78.2,83.0,80.5,-1.18,-0.99,-1.09
Abruzzo,Italy,"1,314.662",121.5,11.20,120,2.74,1.10,1.70,365,1.40,0.56,0.87,13.14,78.6,84.6,81.5,-1.31,-1.17,-1.24
Marche,Italy,"1,529.183",162.7,11.20,120,2.71,1.03,1.60,365,1.47,0.56,0.87,13.34,79.8,85.1,82.4,-1.37,-1.20,-1.29
Switzerland,Cntry/Terr,"8,654.618",219.0,8.01,120,1.05,0.55,0.86,365,1.04,0.55,0.86,9.36,80.6,84.6,82.6,-1.37,-1.14,-1.25
Russian Federation,Cntry/Terr,"145,934.460",8.9,12.72,120,1.08,0.80,1.25,365,0.73,0.55,0.85,13.59,66.6,77.2,71.8,-0.56,-0.68,-0.62
Navarra (C. Foral de),Spain,651.019,62.7,8.51,120,0.91,0.42,0.65,365,1.19,0.54,0.84,10.76,80.6,86.0,83.2,-1.32,-1.26,-1.29
Guyana,Cntry/Terr,786.559,4.0,7.42,120,0.51,0.74,1.16,365,0.36,0.54,0.83,7.96,66.1,72.5,69.3,-0.84,-0.70,-0.77
Spain,Cntry/Terr,"46,754.783",93.7,9.02,120,1.77,0.84,1.31,365,1.12,0.53,0.82,10.82,79.7,85.2,82.4,-1.25,-1.16,-1.21
Comoros,Cntry/Terr,869.595,467.3,7.27,120,0.48,1.50,2.32,365,0.17,0.53,0.82,7.28,62.3,66.0,64.1,-0.46,-0.33,-0.40
Pais Vasco,Spain,"2,202.966",304.5,9.89,120,1.65,0.68,1.06,365,1.26,0.52,0.81,12.10,80.0,85.6,82.8,-1.24,-1.20,-1.22
Turkey,Cntry/Terr,"84,339.067",109.6,5.40,120,0.68,0.81,1.27,365,0.43,0.52,0.81,6.09,74.1,79.9,76.9,-0.84,-0.77,-0.80
Kyrgyzstan,Cntry/Terr,"6,524.191",34.0,6.07,120,0.11,0.24,0.37,365,0.24,0.51,0.79,6.10,67.1,75.2,71.1,-0.42,-0.50,-0.46
Puglia,Italy,"4,034.220",206.6,9.60,120,2.54,1.15,1.78,365,1.11,0.50,0.78,11.32,79.1,84.6,81.7,-1.20,-1.03,-1.12
Malta,Cntry/Terr,441.539,"1,379.8",8.24,120,1.34,0.72,1.12,365,0.93,0.50,0.78,9.77,79.7,83.4,81.5,-1.15,-0.95,-1.05
Sao Tome and Principe,Cntry/Terr,219.161,228.3,4.87,120,0.25,0.79,1.23,365,0.16,0.49,0.76,4.83,67.6,72.6,70.0,-0.51,-0.41,-0.46
Suriname,Cntry/Terr,586.634,3.8,7.32,120,0.41,0.58,0.91,365,0.34,0.49,0.75,7.88,68.0,74.7,71.3,-0.56,-0.52,-0.54
Comunitat Valenciana,Spain,"4,976.319",214.0,8.81,120,2.66,1.32,2.05,365,0.98,0.49,0.75,10.68,79.3,84.7,81.9,-1.11,-0.97,-1.04
Uruguay,Cntry/Terr,"3,473.727",19.8,9.47,120,2.09,1.37,2.13,365,0.73,0.48,0.75,10.38,73.5,80.7,77.0,-0.78,-0.94,-0.86
New Hampshire,U.S.A.,"1,372.567",59.1,9.31,120,1.20,0.68,1.06,365,0.85,0.48,0.74,10.88,75.4,81.1,78.2,-0.95,-0.85,-0.90
Toscana,Italy,"3,740.109",295.7,11.60,120,2.02,0.76,1.19,365,1.26,0.48,0.74,13.30,79.9,85.1,82.4,-1.17,-1.02,-1.10
Extremadura,Spain,"1,063.076",25.5,10.56,120,2.07,0.88,1.36,365,1.13,0.48,0.74,12.75,79.1,84.9,81.9,-1.07,-0.98,-1.03
United Arab Emirates,Cntry/Terr,"9,890.400",118.3,1.45,120,0.28,0.86,1.33,365,0.15,0.46,0.71,1.85,76.6,78.9,77.7,-0.82,-0.58,-0.70
Campania,Italy,"5,801.773",424.5,9.20,120,1.85,0.99,1.54,365,0.84,0.45,0.70,10.53,77.4,83.4,80.3,-0.96,-0.83,-0.90
Chiapas,Mexico,"5,412.679",73.8,4.53,120,0.19,0.30,0.47,365,0.28,0.45,0.70,5.80,70.9,76.4,73.6,-0.76,-0.61,-0.69
Molise,Italy,306.556,68.8,12.10,120,2.81,1.07,1.66,365,1.19,0.45,0.70,13.79,79.0,84.9,81.9,-1.05,-0.97,-1.01
