LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,258,1.86,5.66,6.42,279,1.84,5.58,6.32,5.35,1.40,68.4,75.0,71.6,-4.29,-3.64,-3.97
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,254,1.86,4.31,4.89,275,1.95,4.52,5.12,6.20,1.47,69.3,76.1,72.6,-3.61,-3.11,-3.36
PE11,Ica,Peru,954.364,44.7,NA,267,2.50,4.09,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE17,Madre de Dios,Peru,158.084,1.9,NA,267,1.31,3.91,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE07,Callao,Peru,"1,119.096","7,669.8",NA,267,2.36,3.78,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,254,1.74,3.53,4.00,275,1.69,3.43,3.89,6.82,1.27,69.3,75.9,72.5,-2.74,-2.34,-2.55
PE24,Tumbes,Peru,252.031,54.0,NA,267,1.81,3.45,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,251,1.72,3.22,3.65,272,1.81,3.40,3.86,7.20,1.35,69.7,76.3,72.9,-2.72,-2.33,-2.53
MX03,Baja California Sur,Mexico,727.007,9.8,3.82,254,1.39,3.21,3.64,275,1.30,2.99,3.39,5.75,0.97,70.4,77.0,73.6,-2.53,-2.18,-2.36
MX05,Coahuila de Zaragoza,Mexico,"3,150.456",20.7,5.31,257,1.65,3.20,3.62,278,1.88,3.63,4.12,7.03,1.43,69.7,76.3,72.9,-2.98,-2.55,-2.77
PE15,Lima,Peru,"10,693.435",307.0,NA,267,2.09,3.19,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,256,1.81,3.11,3.53,277,1.80,3.10,3.51,7.73,1.36,69.6,76.2,72.8,-2.52,-2.14,-2.33
PE16,Loreto,Peru,981.170,2.7,NA,267,1.39,3.10,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX08,Chihuahua,Mexico,"3,832.828",15.5,7.58,246,1.55,3.05,3.46,267,1.72,3.37,3.82,6.85,1.25,69.7,76.3,72.9,-2.69,-2.31,-2.50
PE18,Moquegua,Peru,197.521,12.6,NA,267,2.03,2.96,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE14,Lambayeque,Peru,"1,340.725",92.6,NA,267,1.92,2.94,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX15,Mexico (State),Mexico,"17,378.187",777.5,4.50,256,1.36,2.91,3.30,277,1.04,2.23,2.53,6.02,0.79,71.1,76.3,73.6,-2.02,-1.55,-1.79
BR53,Distrito Federal,Brazil,"3,049.880",529.4,NA,258,1.88,2.80,3.17,279,1.78,2.65,3.00,NA,NA,NA,NA,NA,NA,NA,NA
MX09,Ciudad de Mexico,Mexico,"10,298.920","6,888.8",6.23,268,1.91,2.78,3.15,289,2.54,3.70,4.19,8.79,2.01,70.3,76.7,73.4,-3.27,-2.77,-3.03
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,268,1.84,2.74,3.11,289,1.79,2.66,3.01,NA,NA,NA,NA,NA,NA,NA,NA
MX04,Campeche,Mexico,945.785,16.4,4.64,248,1.47,2.74,3.11,269,1.44,2.69,3.04,7.09,1.06,69.8,76.0,72.8,-2.16,-1.80,-1.98
MX01,Aguascalientes,Mexico,"1,360.852",242.3,4.37,244,1.32,2.74,3.10,265,1.48,3.06,3.47,6.28,1.07,70.5,76.8,73.5,-2.50,-2.11,-2.31
MX06,Colima,Mexico,749.741,133.2,4.95,239,1.57,2.66,3.02,260,1.63,2.78,3.15,7.43,1.16,70.9,76.2,73.5,-2.29,-1.79,-2.04
PE13,La Libertad,Peru,"1,990.970",78.1,NA,267,1.66,2.66,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.715,2.7,NA,252,1.78,2.64,3.00,273,1.70,2.53,2.87,NA,NA,NA,NA,NA,NA,NA,NA
MX29,Tlaxcala,Mexico,"1,345.008",336.5,4.73,245,1.45,2.59,2.93,266,1.29,2.30,2.61,7.02,0.94,70.5,76.5,73.4,-1.92,-1.58,-1.75
BR51,Mato Grosso,Brazil,"3,524.464",3.9,NA,253,1.71,2.55,2.89,274,1.65,2.45,2.78,NA,NA,NA,NA,NA,NA,NA,NA
BR13,Amazonas (BR),Brazil,"4,192.173",2.7,NA,262,1.66,2.47,2.80,283,1.61,2.40,2.72,NA,NA,NA,NA,NA,NA,NA,NA
PER,Peru,Cntry/Terr,"32,971.846",25.8,5.45,267,1.52,2.46,2.78,288,1.73,2.80,3.17,7.24,1.36,71.7,77.4,74.5,-2.57,-2.23,-2.41
PE22,San Martin,Peru,909.611,17.7,NA,267,1.18,2.45,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE20,Piura,Peru,"2,076.318",58.2,NA,267,1.42,2.44,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX19,Nuevo Leon,Mexico,"5,360.737",83.5,4.97,251,1.30,2.43,2.76,272,1.31,2.45,2.78,6.65,0.97,70.8,77.3,74.0,-2.09,-1.79,-1.94
BR32,Espirito Santo,Brazil,"4,064.780",88.2,NA,254,1.60,2.38,2.70,275,1.63,2.42,2.75,NA,NA,NA,NA,NA,NA,NA,NA
PE02,Ancash,Peru,"1,216.095",33.9,NA,267,1.64,2.30,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE25,Ucayali,Peru,552.917,5.4,NA,267,0.94,2.30,2.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX13,Hidalgo,Mexico,"3,072.136",147.6,4.87,258,1.35,2.26,2.57,279,1.39,2.33,2.64,7.62,1.06,70.3,76.2,73.2,-1.98,-1.61,-1.80
MX28,Tamaulipas,Mexico,"3,689.743",45.9,5.26,251,1.21,2.22,2.51,272,1.23,2.24,2.54,6.97,0.91,70.4,76.8,73.5,-1.86,-1.58,-1.73
US34,New Jersey,U.S.A.,"9,008.043",468.8,8.31,271,2.64,2.22,2.51,292,2.58,2.17,2.46,10.82,2.06,75.1,80.3,77.6,-2.54,-2.14,-2.35
BR23,Ceara,Brazil,"9,236.905",62.0,NA,261,1.48,2.21,2.50,282,1.47,2.19,2.48,NA,NA,NA,NA,NA,NA,NA,NA
MX22,Queretaro,Mexico,"2,094.397",179.0,4.36,256,1.06,2.19,2.49,277,1.31,2.69,3.05,6.29,0.99,70.4,76.7,73.5,-2.31,-1.94,-2.13
BR28,Sergipe,Brazil,"2,325.083",106.0,NA,254,1.46,2.17,2.46,275,1.50,2.24,2.54,NA,NA,NA,NA,NA,NA,NA,NA
MX31,Yucatan,Mexico,"2,269.237",57.4,5.71,250,1.34,2.15,2.44,271,1.43,2.29,2.59,7.96,1.06,69.8,76.3,73.0,-1.84,-1.56,-1.71
BR16,Amapa,Brazil,855.439,6.0,NA,252,1.43,2.13,2.41,273,1.40,2.08,2.36,NA,NA,NA,NA,NA,NA,NA,NA
MEX,Mexico (Country),Cntry/Terr,"128,932.753",66.3,5.97,268,1.19,2.12,2.40,289,1.25,2.23,2.52,7.16,0.99,70.4,76.4,73.3,-1.99,-1.63,-1.82
PE04,Arequipa,Peru,"1,556.127",24.6,NA,267,1.37,2.08,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT02,Valle d'Aosta/Vallee d'Aoste,Italy,125.953,"38,701.3",11.70,276,3.62,2.04,2.31,297,3.72,2.10,2.38,15.20,3.02,75.6,83.0,79.2,-2.45,-2.23,-2.34
