LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,202,2.13,6.83,7.18,279,1.77,5.68,5.97,5.30,1.35,68.5,75.1,71.7,-4.19,-3.51,-3.86
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,198,2.15,4.66,4.89,275,1.70,3.68,3.87,6.83,1.28,69.2,75.9,72.5,-2.79,-2.36,-2.58
PE11,Ica,Peru,954.364,44.7,NA,211,2.98,4.65,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,198,1.88,4.63,4.87,275,1.60,3.93,4.13,5.95,1.20,69.9,76.6,73.1,-3.07,-2.61,-2.85
PE17,Madre de Dios,Peru,158.084,1.9,NA,211,1.56,4.55,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE07,Callao,Peru,"1,119.096","7,669.8",NA,211,2.80,4.25,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE24,Tumbes,Peru,252.031,54.0,NA,211,2.11,3.89,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX09,Ciudad de Mexico,Mexico,"10,298.920","6,888.8",6.23,212,2.39,3.71,3.90,289,2.06,3.20,3.36,8.43,1.62,70.8,77.2,73.9,-2.76,-2.31,-2.54
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,195,1.86,3.71,3.90,272,1.79,3.59,3.77,7.19,1.33,69.7,76.3,72.9,-2.72,-2.30,-2.52
PE16,Loreto,Peru,981.170,2.7,NA,211,1.70,3.62,3.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,200,1.96,3.59,3.78,277,2.00,3.67,3.86,7.88,1.51,69.3,75.9,72.6,-2.79,-2.35,-2.58
PE15,Lima,Peru,"10,693.435",307.0,NA,211,2.45,3.55,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX03,Baja California Sur,Mexico,727.007,9.8,3.82,198,1.43,3.50,3.68,275,1.96,4.79,5.04,6.23,1.47,69.3,76.0,72.6,-3.64,-3.11,-3.38
MX04,Campeche,Mexico,945.785,16.4,4.64,192,1.71,3.41,3.59,269,1.78,3.54,3.73,7.32,1.31,69.3,75.6,72.4,-2.64,-2.18,-2.41
PE18,Moquegua,Peru,197.521,12.6,NA,211,2.41,3.39,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR53,Distrito Federal,Brazil,"3,049.880",529.4,NA,202,2.08,3.31,3.48,279,1.83,2.91,3.06,NA,NA,NA,NA,NA,NA,NA,NA
PE14,Lambayeque,Peru,"1,340.725",92.6,NA,211,2.25,3.28,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.715,2.7,NA,196,2.06,3.28,3.45,273,1.81,2.88,3.03,NA,NA,NA,NA,NA,NA,NA,NA
