LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,244,1.93,6.12,6.58,279,1.69,5.35,5.75,5.24,1.29,68.6,75.2,71.9,-4.00,-3.39,-3.70
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,240,1.80,4.37,4.70,275,1.76,4.25,4.57,6.06,1.32,69.7,76.3,72.9,-3.30,-2.84,-3.08
PE17,Madre de Dios,Peru,158.084,1.9,NA,253,1.38,4.00,4.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE11,Ica,Peru,954.364,44.7,NA,253,2.60,3.97,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,240,1.82,3.88,4.17,275,1.72,3.66,3.93,6.84,1.29,69.2,75.9,72.5,-2.79,-2.38,-2.59
PE07,Callao,Peru,"1,119.096","7,669.8",NA,253,2.44,3.64,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE24,Tumbes,Peru,252.031,54.0,NA,253,1.88,3.40,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX03,Baja California Sur,Mexico,727.007,9.8,3.82,240,1.39,3.35,3.60,275,1.30,3.14,3.38,5.76,0.98,70.3,76.9,73.6,-2.54,-2.19,-2.37
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,242,1.85,3.35,3.60,277,1.89,3.41,3.67,7.80,1.43,69.5,76.1,72.7,-2.64,-2.24,-2.44
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,237,1.70,3.35,3.60,272,1.68,3.31,3.56,7.11,1.25,69.8,76.4,73.0,-2.56,-2.18,-2.37
MX09,Ciudad de Mexico,Mexico,"10,298.920","6,888.8",6.23,254,2.16,3.30,3.55,289,2.46,3.76,4.04,8.73,1.94,70.4,76.8,73.5,-3.19,-2.70,-2.95
MX05,Coahuila de Zaragoza,Mexico,"3,150.456",20.7,5.31,243,1.53,3.10,3.34,278,1.71,3.46,3.72,6.90,1.30,70.0,76.5,73.2,-2.75,-2.34,-2.55
PE15,Lima,Peru,"10,693.435",307.0,NA,253,2.17,3.08,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE16,Loreto,Peru,981.170,2.7,NA,253,1.45,3.05,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR53,Distrito Federal,Brazil,"3,049.880",529.4,NA,244,1.92,3.01,3.23,279,1.74,2.72,2.92,NA,NA,NA,NA,NA,NA,NA,NA
MX04,Campeche,Mexico,945.785,16.4,4.64,234,1.50,2.94,3.16,269,1.29,2.53,2.72,6.98,0.95,70.0,76.2,73.0,-1.96,-1.63,-1.80
MX08,Chihuahua,Mexico,"3,832.828",15.5,7.58,232,1.41,2.91,3.13,267,1.68,3.46,3.72,6.82,1.22,69.7,76.3,73.0,-2.65,-2.26,-2.46
MX06,Colima,Mexico,749.741,133.2,4.95,225,1.62,2.89,3.11,260,1.59,2.85,3.06,7.40,1.13,70.9,76.2,73.5,-2.25,-1.75,-2.01
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,254,1.85,2.89,3.11,289,1.60,2.50,2.69,NA,NA,NA,NA,NA,NA,NA,NA
PE18,Moquegua,Peru,197.521,12.6,NA,253,2.09,2.88,3.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.715,2.7,NA,238,1.81,2.84,3.05,273,1.63,2.56,2.75,NA,NA,NA,NA,NA,NA,NA,NA
PE14,Lambayeque,Peru,"1,340.725",92.6,NA,253,1.98,2.83,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX29,Tlaxcala,Mexico,"1,345.008",336.5,4.73,231,1.51,2.83,3.04,266,1.27,2.39,2.56,7.01,0.92,70.5,76.5,73.5,-1.91,-1.56,-1.74
BR51,Mato Grosso,Brazil,"3,524.464",3.9,NA,239,1.76,2.76,2.97,274,1.62,2.54,2.73,NA,NA,NA,NA,NA,NA,NA,NA
MX01,Aguascalientes,Mexico,"1,360.852",242.3,4.37,230,1.24,2.69,2.89,265,1.56,3.40,3.65,6.34,1.13,70.3,76.7,73.4,-2.64,-2.22,-2.44
BR13,Amazonas (BR),Brazil,"4,192.173",2.7,NA,248,1.71,2.67,2.87,283,1.54,2.41,2.59,NA,NA,NA,NA,NA,NA,NA,NA
PER,Peru,Cntry/Terr,"32,971.846",25.8,5.45,253,1.57,2.66,2.86,288,1.69,2.88,3.09,7.22,1.33,71.8,77.5,74.5,-2.53,-2.20,-2.37
MX15,Mexico (State),Mexico,"17,378.187",777.5,4.50,242,1.16,2.60,2.79,277,0.98,2.20,2.36,5.98,0.74,71.2,76.3,73.7,-1.91,-1.47,-1.70
PE13,La Libertad,Peru,"1,990.970",78.1,NA,253,1.72,2.56,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX19,Nuevo Leon,Mexico,"5,360.737",83.5,4.97,237,1.29,2.55,2.74,272,1.39,2.73,2.93,6.71,1.03,70.7,77.2,73.9,-2.21,-1.89,-2.05
BR32,Espirito Santo,Brazil,"4,064.780",88.2,NA,240,1.58,2.47,2.65,275,1.48,2.32,2.49,NA,NA,NA,NA,NA,NA,NA,NA
BR23,Ceara,Brazil,"9,236.905",62.0,NA,247,1.53,2.40,2.58,282,1.36,2.12,2.28,NA,NA,NA,NA,NA,NA,NA,NA
US34,New Jersey,U.S.A.,"9,008.043",468.8,8.31,257,2.68,2.37,2.55,292,2.58,2.29,2.46,10.83,2.06,75.1,80.3,77.6,-2.56,-2.15,-2.36
PE22,San Martin,Peru,909.611,17.7,NA,253,1.21,2.35,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR28,Sergipe,Brazil,"2,325.083",106.0,NA,240,1.50,2.35,2.53,275,1.35,2.11,2.27,NA,NA,NA,NA,NA,NA,NA,NA
MX28,Tamaulipas,Mexico,"3,689.743",45.9,5.26,237,1.23,2.35,2.52,272,1.29,2.47,2.66,7.02,0.96,70.3,76.7,73.4,-1.96,-1.66,-1.81
PE20,Piura,Peru,"2,076.318",58.2,NA,253,1.45,2.33,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX31,Yucatan,Mexico,"2,269.237",57.4,5.71,236,1.38,2.32,2.50,271,1.51,2.55,2.74,8.03,1.12,69.7,76.2,72.9,-1.96,-1.65,-1.81
MX13,Hidalgo,Mexico,"3,072.136",147.6,4.87,244,1.30,2.30,2.47,279,1.39,2.45,2.63,7.62,1.06,70.3,76.2,73.2,-1.99,-1.61,-1.80
BR16,Amapa,Brazil,855.439,6.0,NA,238,1.44,2.26,2.42,273,1.31,2.05,2.21,NA,NA,NA,NA,NA,NA,NA,NA
PE25,Ucayali,Peru,552.917,5.4,NA,253,0.96,2.23,2.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOL,Bolivia (Plurinational State of),Cntry/Terr,"11,673.029",10.8,6.79,243,1.15,2.22,2.39,278,1.05,2.01,2.17,7.71,0.79,67.1,73.1,70.1,-1.75,-1.56,-1.66
