LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,209,2.10,6.77,7.08,279,1.71,5.53,5.78,5.26,1.31,68.6,75.2,71.8,-4.07,-3.42,-3.75
PE11,Ica,Peru,954.364,44.7,NA,218,2.92,4.58,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,205,1.85,4.57,4.77,275,1.49,3.68,3.85,5.87,1.12,70.1,76.7,73.3,-2.88,-2.46,-2.67
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,205,2.09,4.56,4.77,275,1.61,3.50,3.65,6.76,1.21,69.4,76.0,72.6,-2.65,-2.24,-2.45
PE17,Madre de Dios,Peru,158.084,1.9,NA,218,1.52,4.46,4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE07,Callao,Peru,"1,119.096","7,669.8",NA,218,2.73,4.18,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE24,Tumbes,Peru,252.031,54.0,NA,218,2.09,3.86,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX09,Ciudad de Mexico,Mexico,"10,298.920","6,888.8",6.23,219,2.36,3.70,3.86,289,2.15,3.37,3.52,8.50,1.70,70.7,77.1,73.8,-2.86,-2.40,-2.64
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,202,1.82,3.67,3.84,272,1.65,3.32,3.47,7.08,1.23,69.9,76.4,73.1,-2.53,-2.14,-2.34
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,207,1.93,3.56,3.72,277,1.75,3.23,3.38,7.70,1.32,69.7,76.2,72.8,-2.48,-2.09,-2.29
PE16,Loreto,Peru,981.170,2.7,NA,218,1.65,3.54,3.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE15,Lima,Peru,"10,693.435",307.0,NA,218,2.40,3.50,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX03,Baja California Sur,Mexico,727.007,9.8,3.82,205,1.42,3.49,3.64,275,1.90,4.67,4.88,6.19,1.43,69.4,76.1,72.6,-3.54,-3.03,-3.29
MX04,Campeche,Mexico,945.785,16.4,4.64,199,1.66,3.33,3.48,269,1.32,2.64,2.76,7.00,0.97,69.9,76.2,73.0,-2.01,-1.67,-1.84
BR53,Distrito Federal,Brazil,"3,049.880",529.4,NA,209,2.07,3.31,3.46,279,1.78,2.86,2.98,NA,NA,NA,NA,NA,NA,NA,NA
PE18,Moquegua,Peru,197.521,12.6,NA,218,2.34,3.30,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.715,2.7,NA,203,2.03,3.25,3.40,273,1.54,2.46,2.57,NA,NA,NA,NA,NA,NA,NA,NA
MX06,Colima,Mexico,749.741,133.2,4.95,190,1.77,3.24,3.39,260,1.72,3.14,3.28,7.48,1.22,70.7,76.1,73.3,-2.42,-1.88,-2.16
PE14,Lambayeque,Peru,"1,340.725",92.6,NA,218,2.20,3.24,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,219,1.92,3.07,3.21,289,1.69,2.71,2.83,NA,NA,NA,NA,NA,NA,NA,NA
BR51,Mato Grosso,Brazil,"3,524.464",3.9,NA,204,1.89,3.03,3.16,274,1.55,2.49,2.60,NA,NA,NA,NA,NA,NA,NA,NA
PER,Peru,Cntry/Terr,"32,971.846",25.8,5.45,218,1.73,3.01,3.15,288,1.68,2.93,3.06,7.21,1.32,71.7,77.5,74.5,-2.54,-2.19,-2.37
MX29,Tlaxcala,Mexico,"1,345.008",336.5,4.73,196,1.53,2.94,3.07,266,1.54,2.95,3.09,7.19,1.12,70.2,76.2,73.1,-2.28,-1.86,-2.07
PE13,La Libertad,Peru,"1,990.970",78.1,NA,218,1.91,2.93,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR13,Amazonas (BR),Brazil,"4,192.173",2.7,NA,213,1.80,2.89,3.02,283,1.60,2.56,2.68,NA,NA,NA,NA,NA,NA,NA,NA
BR23,Ceara,Brazil,"9,236.905",62.0,NA,212,1.73,2.77,2.89,282,1.36,2.18,2.28,NA,NA,NA,NA,NA,NA,NA,NA
US34,New Jersey,U.S.A.,"9,008.043",468.8,8.31,222,2.98,2.71,2.83,292,2.32,2.11,2.21,10.63,1.85,75.3,80.5,77.8,-2.34,-1.96,-2.16
PE20,Piura,Peru,"2,076.318",58.2,NA,218,1.63,2.69,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE22,San Martin,Peru,909.611,17.7,NA,218,1.33,2.66,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR28,Sergipe,Brazil,"2,325.083",106.0,NA,205,1.66,2.65,2.77,275,1.46,2.34,2.44,NA,NA,NA,NA,NA,NA,NA,NA
BR32,Espirito Santo,Brazil,"4,064.780",88.2,NA,205,1.65,2.64,2.76,275,1.34,2.14,2.24,NA,NA,NA,NA,NA,NA,NA,NA
BOL,Bolivia (Plurinational State of),Cntry/Terr,"11,673.029",10.8,6.79,208,1.29,2.56,2.67,278,1.04,2.05,2.14,7.70,0.79,67.1,73.1,70.1,-1.75,-1.55,-1.65
US36,New York,U.S.A.,"19,779.540",161.7,7.83,224,2.76,2.50,2.62,294,2.21,2.01,2.10,10.26,1.78,75.7,81.1,78.3,-2.33,-2.04,-2.19
BR16,Amapa,Brazil,855.439,6.0,NA,203,1.56,2.49,2.60,273,1.25,1.99,2.08,NA,NA,NA,NA,NA,NA,NA,NA
MX05,Coahuila de Zaragoza,Mexico,"3,150.456",20.7,5.31,208,1.20,2.49,2.60,278,1.25,2.59,2.70,6.57,0.95,70.6,77.1,73.8,-2.09,-1.77,-1.93
PE02,Ancash,Peru,"1,216.095",33.9,NA,218,1.86,2.49,2.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX19,Nuevo Leon,Mexico,"5,360.737",83.5,4.97,202,1.22,2.46,2.57,272,1.35,2.72,2.84,6.69,1.00,70.8,77.3,73.9,-2.17,-1.84,-2.01
MX28,Tamaulipas,Mexico,"3,689.743",45.9,5.26,202,1.25,2.44,2.55,272,1.03,2.01,2.10,6.83,0.76,70.6,77.0,73.8,-1.59,-1.34,-1.47
PE25,Ucayali,Peru,552.917,5.4,NA,218,1.03,2.43,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR26,Pernambuco,Brazil,"9,666.777",98.6,NA,213,1.52,2.43,2.54,283,1.15,1.83,1.92,NA,NA,NA,NA,NA,NA,NA,NA
MX15,Mexico (State),Mexico,"17,378.187",777.5,4.50,207,1.05,2.41,2.52,277,0.93,2.13,2.22,5.94,0.70,71.3,76.4,73.8,-1.82,-1.39,-1.61
MX31,Yucatan,Mexico,"2,269.237",57.4,5.71,201,1.39,2.40,2.51,271,1.10,1.90,1.99,7.74,0.82,70.2,76.6,73.3,-1.47,-1.24,-1.36
MX01,Aguascalientes,Mexico,"1,360.852",242.3,4.37,195,1.06,2.36,2.46,265,1.04,2.31,2.41,5.98,0.75,71.1,77.3,74.2,-1.84,-1.54,-1.69
BR11,Rondonia,Brazil,"1,797.626",7.6,NA,198,1.47,2.35,2.46,268,1.21,1.94,2.03,NA,NA,NA,NA,NA,NA,NA,NA
MX21,Puebla,Mexico,"6,612.709",192.8,5.37,208,1.22,2.30,2.40,278,1.24,2.34,2.44,7.31,0.94,69.9,76.3,73.0,-1.86,-1.55,-1.71
ECU,Ecuador,Cntry/Terr,"17,643.060",71.0,5.10,223,1.16,2.26,2.36,293,1.41,2.74,2.86,6.34,1.13,71.8,77.7,74.7,-2.68,-2.28,-2.48
PE04,Arequipa,Peru,"1,556.127",24.6,NA,218,1.54,2.25,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX13,Hidalgo,Mexico,"3,072.136",147.6,4.87,209,1.25,2.25,2.35,279,1.25,2.26,2.36,7.52,0.95,70.5,76.4,73.4,-1.82,-1.46,-1.65
BR12,Acre,Brazil,892.059,5.4,NA,200,1.41,2.25,2.35,270,1.12,1.79,1.87,NA,NA,NA,NA,NA,NA,NA,NA
BR35,Sao Paulo,Brazil,"46,446.155",187.1,NA,221,1.37,2.20,2.30,291,1.21,1.94,2.03,NA,NA,NA,NA,NA,NA,NA,NA
BR15,Para,Brazil,"8,701.617",7.0,NA,206,1.37,2.19,2.29,276,1.05,1.68,1.76,NA,NA,NA,NA,NA,NA,NA,NA
MEX,Mexico (Country),Cntry/Terr,"128,932.753",66.3,5.97,219,1.13,2.17,2.27,289,1.13,2.16,2.25,7.07,0.89,70.5,76.5,73.4,-1.83,-1.49,-1.66
US25,Massachusetts,U.S.A.,"6,985.561",344.1,8.57,217,2.37,2.15,2.24,287,2.18,1.98,2.07,10.55,1.71,75.3,80.9,78.0,-2.12,-1.82,-1.97
BR52,Goias,Brazil,"7,098.918",20.9,NA,212,1.34,2.14,2.23,282,1.19,1.90,1.98,NA,NA,NA,NA,NA,NA,NA,NA
BR25,Paraiba,Brazil,"4,064.251",72.0,NA,206,1.32,2.12,2.22,276,1.19,1.90,1.98,NA,NA,NA,NA,NA,NA,NA,NA
MX22,Queretaro,Mexico,"2,094.397",179.0,4.36,207,0.95,2.10,2.19,277,1.23,2.72,2.84,6.24,0.93,70.5,76.8,73.6,-2.21,-1.84,-2.03
US22,Louisiana,U.S.A.,"4,713.234",41.8,9.78,223,2.02,2.08,2.18,293,1.98,2.05,2.14,11.52,1.59,71.9,77.7,74.7,-1.83,-1.57,-1.70
BR22,Piaui,Brazil,"3,310.800",13.2,NA,199,1.29,2.07,2.16,269,1.27,2.03,2.12,NA,NA,NA,NA,NA,NA,NA,NA
BR17,Tocantins,Brazil,"1,590.921",5.7,NA,192,1.28,2.06,2.15,262,1.08,1.73,1.81,NA,NA,NA,NA,NA,NA,NA,NA
BR24,Rio Grande do Norte,Brazil,"3,547.108",67.2,NA,209,1.26,2.02,2.11,279,0.96,1.53,1.60,NA,NA,NA,NA,NA,NA,NA,NA
MX18,Nayarit,Mexico,"1,255.449",45.1,5.47,204,1.17,2.00,2.09,274,1.19,2.02,2.11,7.66,0.89,71.2,76.6,73.8,-1.67,-1.30,-1.49
BRA,Brazil,Cntry/Terr,"212,559.409",25.4,6.42,221,1.21,1.95,2.03,291,1.05,1.68,1.75,7.59,0.83,71.0,78.3,74.5,-1.49,-1.43,-1.46
US11,District of Columbia,U.S.A.,712.330,"4,477.2",7.15,211,1.56,1.90,1.98,281,1.44,1.75,1.83,8.77,1.11,73.2,79.5,76.2,-1.74,-1.70,-1.72
US28,Mississippi,U.S.A.,"3,019.798",24.9,10.82,214,1.83,1.87,1.95,284,1.99,2.04,2.13,12.50,1.55,70.7,76.9,73.7,-1.57,-1.41,-1.49
MX24,San Luis Potosi,Mexico,"2,972.710",48.6,5.14,212,1.10,1.87,1.95,282,1.15,1.96,2.05,7.86,0.89,70.7,76.3,73.4,-1.61,-1.28,-1.45
ES13,Madrid (Comunidad de),Spain,"6,611.809",823.6,7.06,234,2.40,1.86,1.94,304,2.55,1.97,2.06,9.88,2.12,79.8,85.1,82.4,-2.74,-2.50,-2.63
MX11,Guanajuato,Mexico,"6,295.742",205.6,4.95,199,0.95,1.84,1.92,269,0.98,1.89,1.98,6.80,0.72,70.7,77.0,73.8,-1.51,-1.27,-1.39
BR27,Alagoas,Brazil,"3,375.667",121.2,NA,207,1.15,1.84,1.92,277,0.94,1.50,1.57,NA,NA,NA,NA,NA,NA,NA,NA
US09,Connecticut,U.S.A.,"3,613.794",288.0,8.73,218,2.12,1.81,1.89,288,1.68,1.43,1.49,10.55,1.32,76.2,81.6,78.8,-1.60,-1.38,-1.50
PE23,Tacna,Peru,371.146,23.1,NA,218,1.02,1.81,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES08,Castilla-La Mancha,Spain,"2,021.012",25.4,9.54,227,2.66,1.78,1.86,297,2.52,1.69,1.77,12.42,2.05,79.3,84.6,81.8,-2.16,-1.86,-2.01
MX12,Guerrero,Mexico,"3,882.954",61.1,4.86,204,0.97,1.74,1.82,274,1.11,1.99,2.08,8.14,0.83,68.8,75.1,71.9,-1.44,-1.19,-1.32
MX17,Morelos,Mexico,"2,047.959",419.8,5.49,208,1.00,1.73,1.81,278,0.97,1.67,1.74,7.54,0.74,71.3,76.7,73.9,-1.40,-1.10,-1.25
MX08,Chihuahua,Mexico,"3,832.828",15.5,7.58,197,0.81,1.71,1.78,267,0.91,1.92,2.01,6.29,0.67,70.9,77.3,74.0,-1.53,-1.30,-1.42
IRQ,Iraq,Cntry/Terr,"40,222.503",92.6,4.80,234,0.41,1.70,1.77,304,0.49,2.03,2.12,5.16,0.40,67.4,71.9,69.6,-1.21,-0.90,-1.06
COL,Colombia,Cntry/Terr,"50,882.884",45.9,5.53,216,0.99,1.66,1.74,286,1.01,1.70,1.78,6.61,0.79,73.0,78.8,75.8,-1.71,-1.38,-1.55
IT03,Lombardia,Italy,"10,073.686","422,224.8",9.90,245,2.54,1.65,1.73,315,2.55,1.65,1.73,12.54,2.19,78.3,84.2,81.2,-2.19,-1.94,-2.07
US44,Rhode Island,U.S.A.,"1,070.329",395.5,9.59,209,1.92,1.64,1.71,279,1.86,1.59,1.66,11.11,1.42,75.6,80.7,78.1,-1.66,-1.42,-1.54
PAN,Panama,Cntry/Terr,"4,314.768",58.0,5.06,228,0.97,1.62,1.70,298,0.96,1.61,1.68,6.07,0.78,73.6,80.1,76.8,-1.98,-1.76,-1.87
PE12,Junin,Peru,"1,393.373",31.4,NA,218,0.98,1.60,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZAF,South Africa,Cntry/Terr,"59,308.690",48.9,9.52,211,0.55,1.57,1.64,281,0.51,1.45,1.51,9.89,0.39,60.3,67.3,63.7,-0.53,-0.50,-0.51
MX30,Veracruz de Ignacio de la Llave,Mexico,"8,831.401",122.9,5.90,207,0.93,1.57,1.64,277,1.26,2.12,2.22,8.17,0.96,69.9,76.3,73.0,-1.63,-1.36,-1.50
BR21,Maranhao,Brazil,"7,156.397",21.7,NA,208,0.98,1.56,1.63,278,0.82,1.31,1.37,NA,NA,NA,NA,NA,NA,NA,NA
PE01,Amazonas (PE),Peru,423.381,10.8,NA,218,0.89,1.54,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR50,Mato Grosso do Sul,Brazil,"2,810.886",7.9,NA,207,0.96,1.54,1.60,277,0.89,1.43,1.49,NA,NA,NA,NA,NA,NA,NA,NA
CHL,Chile,Cntry/Terr,"19,116.209",25.7,6.12,217,1.22,1.53,1.60,287,1.02,1.29,1.34,7.27,0.80,76.5,81.3,78.9,-1.43,-1.22,-1.33
OMN,Oman,Cntry/Terr,"5,106.622",16.5,2.44,207,0.40,1.49,1.55,277,0.50,1.87,1.96,2.87,0.38,74.7,79.0,76.8,-1.67,-1.53,-1.60
PE10,Huanuco,Peru,804.804,21.6,NA,218,0.85,1.47,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX32,Zacatecas,Mexico,"1,713.503",22.8,5.62,205,0.89,1.45,1.51,275,1.00,1.63,1.70,7.81,0.75,70.7,77.0,73.8,-1.33,-1.12,-1.23
MX14,Jalisco,Mexico,"8,442.704",107.4,5.33,214,0.76,1.41,1.48,284,0.80,1.48,1.55,6.88,0.62,71.2,77.6,74.3,-1.26,-1.06,-1.16
ES17,"Rioja, La",Spain,315.741,62.6,10.00,229,2.23,1.40,1.46,299,1.98,1.24,1.30,12.47,1.61,79.7,85.4,82.5,-1.58,-1.51,-1.55
BR29,Bahia,Brazil,"15,043.792",26.6,NA,209,0.86,1.38,1.44,279,0.73,1.17,1.22,NA,NA,NA,NA,NA,NA,NA,NA
US13,Georgia (USA),U.S.A.,"10,628.510",70.9,7.97,221,1.20,1.37,1.44,291,1.32,1.51,1.57,9.46,1.05,73.8,79.1,76.4,-1.47,-1.23,-1.35
ARG,Argentina,Cntry/Terr,"45,195.777",16.5,7.61,231,0.98,1.37,1.43,301,1.10,1.54,1.61,8.58,0.91,72.1,78.9,75.4,-1.27,-1.23,-1.25
BR43,Rio Grande do Sul,Brazil,"11,507.839",40.9,NA,213,0.82,1.32,1.38,283,0.68,1.09,1.14,NA,NA,NA,NA,NA,NA,NA,NA
MX10,Durango,Mexico,"1,858.666",15.0,5.65,217,0.66,1.27,1.32,287,0.80,1.53,1.60,6.82,0.63,70.8,77.2,73.9,-1.30,-1.10,-1.20
HND,Honduras,Cntry/Terr,"9,904.608",88.5,4.44,212,0.45,1.27,1.32,282,0.43,1.19,1.24,4.89,0.33,72.0,76.8,74.3,-1.11,-0.93,-1.03
PE19,Pasco,Peru,284.581,11.4,NA,218,0.67,1.26,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
