LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,146,2.14,6.53,7.27,248,1.81,5.54,6.17,NA,NA,NA,NA,NA,NA,NA,NA
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,142,2.45,5.03,5.60,244,2.17,4.45,4.96,NA,NA,NA,NA,NA,NA,NA,NA
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,142,2.12,4.96,5.52,244,2.30,5.37,5.98,NA,NA,NA,NA,NA,NA,NA,NA
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,139,2.11,4.00,4.46,241,1.66,3.15,3.51,NA,NA,NA,NA,NA,NA,NA,NA
MX04,Campeche,Mexico,945.785,16.4,4.64,136,2.04,3.85,4.29,238,2.04,3.86,4.30,NA,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.715,2.7,NA,140,2.46,3.71,4.13,242,2.05,3.10,3.45,NA,NA,NA,NA,NA,NA,NA,NA
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,144,2.06,3.60,4.01,246,1.87,3.27,3.64,NA,NA,NA,NA,NA,NA,NA,NA
US34,New Jersey,U.S.A.,"9,008.043",468.8,8.31,159,4.07,3.48,3.87,261,2.54,2.17,2.41,10.64,1.81,75.3,80.5,77.9,-2.32,-1.94,-2.14
MX09,Ciudad de Mexico,Mexico,"10,298.920","6,888.8",6.23,156,2.29,3.37,3.76,258,2.01,2.97,3.30,NA,NA,NA,NA,NA,NA,NA,NA
BR23,Ceara,Brazil,"9,236.905",62.0,NA,149,2.19,3.31,3.69,251,1.52,2.30,2.56,NA,NA,NA,NA,NA,NA,NA,NA
US36,New York,U.S.A.,"19,779.540",161.7,7.83,161,3.78,3.21,3.58,263,2.30,1.96,2.18,10.19,1.66,75.8,81.2,78.4,-2.21,-1.94,-2.08
PER,Peru,Cntry/Terr,"32,971.846",25.8,5.45,155,1.92,3.16,3.52,257,2.08,3.42,3.81,7.38,1.46,71.5,77.2,74.3,-2.82,-2.41,-2.62
MX29,Tlaxcala,Mexico,"1,345.008",336.5,4.73,133,1.73,3.14,3.49,235,2.04,3.69,4.10,NA,NA,NA,NA,NA,NA,NA,NA
BR13,Amazonas,Brazil,"4,192.173",2.7,NA,150,2.07,3.12,3.48,252,1.81,2.74,3.05,NA,NA,NA,NA,NA,NA,NA,NA
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,156,2.03,3.06,3.41,258,1.67,2.53,2.81,NA,NA,NA,NA,NA,NA,NA,NA
BR28,Sergipe,Brazil,"2,325.083",106.0,NA,142,1.95,2.94,3.28,244,1.65,2.49,2.77,NA,NA,NA,NA,NA,NA,NA,NA
BR16,Amapa,Brazil,855.439,6.0,NA,140,1.91,2.89,3.22,242,1.57,2.37,2.64,NA,NA,NA,NA,NA,NA,NA,NA
BR32,Espirito Santo,Brazil,"4,064.780",88.2,NA,142,1.89,2.85,3.18,244,1.90,2.86,3.19,NA,NA,NA,NA,NA,NA,NA,NA
