"","LocID","Location","Loc_type","Mid_2020_pop","PopDensity","CDR_year","Days_Est","CCDR_Est","CCMR_Est","ISCDR_Est","Days_Proj","CCDR_Proj","CCMR_Proj","ISCDR_Proj","2020_e0_M","2020_e0_F","Diff_e0_M","Diff_e0_F"
"135","GHA","Ghana","Cntry/Terr",31072.945,136.56,7.1855,101,0.0130615680663231,0.0536214206402576,0.0619234977331136,193,0.674455086639659,2.76882834587924,3.19751945681778,62.2937572391225,64.5153024385121,-0.894778216091829,-0.90063506555029
"220","NGA","Nigeria","Cntry/Terr",206139.587,226.336,11.4795,99,0.0105812384363229,0.0531419178417172,0.0613697546561138,NA,NA,NA,NA,NA,NA,NA,NA
"186","KEN","Kenya","Cntry/Terr",53771.3,94.478,5.431,98,0.0102793626688875,0.0520586295487573,0.0601187434118677,190,0.209048308844466,1.05870070144203,1.2226168143813,64.0472270241809,68.5772114105097,-0.378876998554844,-0.604287642566362
"23","BLZ","Belize","Cntry/Terr",397.621,17.432,4.8065,87,0.0211603338441588,0.0517987684458774,0.0598186486321515,179,0.103198284219979,0.252620968444605,0.291733672477002,71.6174900020485,77.6665681161198,-0.16316483866953,-0.246274455744398
"16","BFA","Burkina Faso","Cntry/Terr",20903.278,76.401,7.755,106,0.0087546077701306,0.0491082672759172,0.0567115835617068,198,0.00731950956510411,0.0410581994636184,0.0474151428860555,61.0615785935397,62.1044984717812,-0.013355667199896,-0.571169214555518
"63","CIV","Cote d'Ivoire","Cntry/Terr",26378.275,82.951,9.775,91,0.0103681725015948,0.0486439508560983,0.0561753781343459,183,0.142299189162294,0.667619560092053,0.770985509565267,56.6179291260694,58.6596110844774,-0.161992846910138,-0.685529172681498
"197","LVA","Latvia","Cntry/Terr",1886.202,30.325,14.7755,90,0.0646802410346294,0.0434519229977123,0.0501794809447506,182,0.0336573600666988,0.0226108776734687,0.0261116661147458,70.3592322809942,80.0324142056435,-0.0112313995198861,-0.0552714033021147
"199","MAR","Morocco","Cntry/Terr",36910.558,82.703,5.092,114,0.0198317240286641,0.038521433291241,0.0444856152374218,206,0.0317594535979314,0.0616900311526467,0.0712413520310318,75.5760956889002,77.906088643304,-0.0393693995888071,-0.188005428480992
"192","LBY","Libya","Cntry/Terr",6871.287,3.905,5.145,91,0.0140479465531672,0.0383643146441049,0.0443041702836405,183,0.0790165452556413,0.215790656150676,0.249201010480899,70.1596632995929,75.9362532282968,-0.0937191216499826,-0.158580159175216
"282","US15","Hawaii","U.S.A.",1439.60939086402,86.533188523068,7.98,91,0.0502883663131388,0.0363918653228486,0.0420263313227347,183,0.0831850957488729,0.060198034322907,0.069518352878808,78.9541461124419,85.2075248828237,-0.0613490603613229,-0.117404309760929
"215","MUS","Mauritius","Cntry/Terr",1271.767,626.486,8.7075,100,0.0287788565043754,0.0354999115911663,0.0409962785150625,192,0.0512131831120598,0.0631735827482904,0.0729545983936399,71.7706150329512,78.4461561289096,-0.0358436927457007,-0.13170962247824
"141","GRC","Greece","Cntry/Terr",10423.056,80.862,11.091,113,0.0596635100295624,0.0349548533315264,0.0403668301807547,205,0.0347349265794656,0.0203500307552298,0.0235007776424741,79.9684397914862,84.7343960643392,-0.0209340565831866,-0.0413421974567285
"329","ZMB","Zambia","Cntry/Terr",18383.956,24.73,6.327,91,0.00525063661637748,0.0314230490870875,0.0362882050806932,183,0.0294393156619827,0.176183028597201,0.203461028105641,60.9069858030631,66.4959810516789,-0.0509975040211614,-0.466222131429021
"91","COD","Democratic Republic of the Congo","Cntry/Terr",89561.404,39.506,9.1665,103,0.00674484368180419,0.0311225788955829,0.0359412138036935,195,0.352330677827042,1.62575143847858,1.87746266908215,58.7837154175958,61.3786200952179,-0.565536447430361,-1.0897279800858
"261","TGO","Togo","Cntry/Terr",8278.737,152.211,8.2255,95,0.00651510515496061,0.0306689674818413,0.0354173708130537,187,0.00527892389475599,0.0248498130754062,0.0286972505627337,60.3980168381976,61.7051444375669,-0.0073197278843935,-0.5073623671544
"15","BEN","Benin","Cntry/Terr",12123.198,107.513,8.5835,87,0.0072872543685426,0.0306464605936783,0.0353913792368981,179,0.394863721936725,1.66059463306853,1.91770055266379,59.9330880880697,62.6012755978688,-0.553330930196665,-1.02895829344665
"190","LBN","Lebanon","Cntry/Terr",6825.442,667.199,4.5865,114,0.0159927950068057,0.0288134592347214,0.0332745786348092,206,0.0871073435682303,0.156937164009168,0.181235372053289,77.1577299005988,80.774651451655,-0.116791022410951,-0.190748719989543
"264","TTO","Trinidad and Tobago","Cntry/Terr",1399.491,272.805,8.6725,99,0.0211332245621855,0.0278525308140873,0.0321648719510562,191,0.602201218541755,0.793671024805528,0.916553222920111,70.516354768923,75.7900322556196,-0.447867979352921,-0.545542727022365
"270","URY","Uruguay","Cntry/Terr",3473.727,19.848,9.4765,93,0.0305890660135725,0.0268351468165123,0.0309899688075868,185,0.193909402705478,0.170112656868793,0.196450795152563,74.2013846535629,81.3817794541161,-0.106552011198175,-0.205444817362192
"217","MYS","Malaysia","Cntry/Terr",32365.998,98.512,5.2655,106,0.0129083754139201,0.0255966986455197,0.0295597746502268,198,0.00709352658305176,0.0140661281112538,0.0162439532897598,74.3409225307238,78.3817924048902,-0.0102702699320503,-0.0566057741990278
"202","MDG","Madagascar","Cntry/Terr",27691.019,47.596,5.85,46,0.00574664423806898,0.0244249536666979,0.0282066111817194,138,0.0215329383230872,0.0915214165103767,0.105691459870736,65.6747497121724,68.704485444727,-0.0272248226082183,-0.294083815346866
"265","TUN","Tunisia","Cntry/Terr",11818.618,76.072,6.281,104,0.0148885037541224,0.0238041361407436,0.0274896739539831,NA,NA,NA,NA,NA,NA,NA,NA
"235","PSE","State of Palestine","Cntry/Terr",5101.416,847.411,3.458,99,0.00579755847704982,0.0237247078099732,0.0273979479235707,191,0.00326652323138172,0.0133672320039205,0.0154368487594923,72.5527942677225,75.7740504306132,-0.00686212523801544,-0.161146500962573
"97","CUB","Cuba","Cntry/Terr",11326.616,106.413,9.29,106,0.0262164265325509,0.0230291224022218,0.0265946666806314,198,0.0499053159684528,0.0438379970867536,0.0506253299672514,76.9454551188926,80.8247668953161,-0.0358211424237993,-0.0701933981635818
"237","REU","Reunion","Cntry/Terr",895.308,358.123,6.3255,43,0.019013854242287,0.0211088539759671,0.0243770876586598,NA,NA,NA,NA,NA,NA,NA,NA
"253","SVK","Slovakia","Cntry/Terr",5459.643,113.534,10.117,87,0.0215752391590944,0.0204149830935887,0.0235757863969813,179,0.0108203247578663,0.0102384379320248,0.0118236309389828,74.1559747527143,81.0117583458069,-0.00569838489069241,-0.0428273984886118
"224","NPL","Nepal","Cntry/Terr",29136.808,203.256,6.311,47,0.0077506701226175,0.0201967658092009,0.0233237830491817,139,0.0100085780757221,0.0260804426301911,0.0301184155661244,69.4623589749614,72.2183714434523,-0.00849366609867275,-0.246482169865615
"98","CUW","Curacao","Cntry/Terr",164.1,369.595,9.0805,103,0.0216538577590032,0.0185545559924447,0.0214273137902368,NA,NA,NA,NA,NA,NA,NA,NA
"234","PRY","Paraguay","Cntry/Terr",7132.53,17.953,5.604,103,0.00846933233933699,0.0177742698173617,0.0205262177615042,195,0.0713149585708556,0.149666026183073,0.172838461241991,72.2312646505671,76.2475993160668,-0.0962781030019499,-0.241744069933233
"182","JAM","Jamaica","Cntry/Terr",2961.161,273.422,7.626,105,0.0117714446655021,0.0176052314350943,0.020331007568336,197,0.0426508202916644,0.0637880552020878,0.0736642081567803,72.9224927409809,76.1389326632295,-0.0427074598435553,-0.128214105426451
"244","SGP","Singapore","Cntry/Terr",5850.343,8357.633,4.828,103,0.0157919543374744,0.0172930665393582,0.0199705109238484,195,0.00804606556530762,0.00881088839465048,0.010175057300202,81.6410990717501,85.8062397231439,-0.00915345114452748,-0.0221918821538765
"138","GMB","Gambia","Cntry/Terr",2416.664,238.801,7.552,97,0.00312264830881633,0.0166515106732748,0.0192296244880784,189,0.00686832287370931,0.0366253065758853,0.0422959157300598,60.9672524044394,63.3684260373073,-0.0109784558002772,-0.461599679994116
"216","MWI","Malawi","Cntry/Terr",19129.955,202.906,6.3675,86,0.00311456014135094,0.0163697111914763,0.0189041946623859,178,0.362438447163395,1.9049279626941,2.19986343090418,60.8319150254205,66.8610145161658,-0.522300612932433,-0.793422210496459
"134","GEO","Georgia","Cntry/Terr",3989.175,57.406,12.769,89,0.0154631955876659,0.0157585541911355,0.0181984136764796,181,0.0065632128196656,0.00668857509434553,0.00772415127661705,69.4622663046662,78.1541951197137,-0.00269728317933016,-0.0744067406289446
"225","NZL","New Zealand","Cntry/Terr",4822.233,18.314,7.1075,96,0.0173933943050865,0.0153797013470311,0.0177609039471034,188,0.00941062870963757,0.00832112792381744,0.00960946837989226,80.7318816449156,84.0456520434993,-0.00783815178725433,-0.039824900111185
"129","ETH","Ethiopia","Cntry/Terr",114963.583,114.964,6.3285,88,0.00372627881332094,0.0148437076262858,0.0171419235926997,NA,NA,NA,NA,NA,NA,NA,NA
"96","CRI","Costa Rica","Cntry/Terr",5094.114,99.767,5.2355,105,0.0109482097517701,0.0146943864479241,0.0169694833712476,197,0.0140517580397939,0.0188598837244667,0.0217799146892053,77.9584466263354,82.9397237668634,-0.0179241998944235,-0.0798860023365791
"188","KOR","Republic of Korea","Cntry/Terr",51269.183,527.298,6.4015,134,0.0150234265673816,0.0135695934705686,0.0156705413709828,226,0.00913434545658968,0.00825040505305043,0.00952779565516157,80.0345349413626,86.0336577356206,-0.00851680729739712,-0.0267756412313958
"324","VEN","Venezuela (Bolivarian Republic of)","Cntry/Terr",28435.943,32.238,7.1435,96,0.00683773701473519,0.0120664904212695,0.0139347164496261,188,0.198077747893954,0.349545945168467,0.403665312944134,68.3108715634014,75.7612041879604,-0.180902781425004,-0.403977018636468
"183","JOR","Jordan","Cntry/Terr",10203.14,114.926,3.931,97,0.00332826589526341,0.0106779012202436,0.012331135283457,189,0.00872489521417481,0.027991624523305,0.0323255012086289,72.955767424716,76.3126058474562,-0.0144648010145545,-0.139268114873531
"10","AUS","Australia","Cntry/Terr",25499.881,3.319,6.659,123,0.012135876815823,0.0104603145538371,0.0120798601907216,215,0.00683645656141197,0.0058925685511882,0.00680490093259055,81.637131682087,85.4797562925732,-0.00675096693944965,-0.0327466500661586
"184","JPN","Japan","Cntry/Terr",126476.458,346.934,10.975,140,0.0200913731651602,0.00964927909361727,0.0111432540381295,232,0.0140667914331372,0.00675585463344125,0.00780184754681901,81.5860673386414,87.7464238122318,-0.00832404249089791,-0.0269483791464324
"211","MOZ","Mozambique","Cntry/Terr",31255.435,39.746,8.1175,38,0.00184894158997341,0.00942650466944175,0.0108859879794217,130,0.0113763642638841,0.0580003994914282,0.0669804634704263,58.0077653322675,63.3692827057045,-0.0103072254848371,-0.518458035694145
"3","AGO","Angola","Cntry/Terr",32866.268,26.363,7.8895,93,0.00155665043328256,0.00888029095433971,0.0102552052932293,185,0.0916952494133482,0.52309784940231,0.604087845955753,58.4978404880878,63.5775258482247,-0.139767939596886,-0.680171760771408
"62","CHN","China","Cntry/Terr",1439323.774,153.312,7.472,173,0.00682162830161625,0.0087968523648769,0.010158848105304,NA,NA,NA,NA,NA,NA,NA,NA
"330","ZWE","Zimbabwe","Cntry/Terr",14862.927,38.42,7.8465,101,0.00170668513904854,0.00791934856378162,0.00914548247662227,193,0.0135812087604439,0.063019430843231,0.0727765795155586,59.7506212720157,62.5656726323918,-0.0173727151494845,-0.369371717013827
"323","UZB","Uzbekistan","Cntry/Terr",33469.199,78.677,5.8265,97,0.00293114552229066,0.00783471640923909,0.00904774692677322,189,0.000988377844205971,0.00264185454309252,0.00305088660197831,69.6033365913289,73.7451916224694,-0.00112685654357847,-0.198268503927594
"240","RWA","Rwanda","Cntry/Terr",12952.209,525.019,5.1125,33,0.00171258958080573,0.00731594355993838,0.00844865371040373,125,0.00198612231300715,0.00848443719846667,0.00979806244132871,67.0031949754548,71.0824687158887,-0.00231155490514823,-0.247630336532353
"268","TZA","United Republic of Tanzania","Cntry/Terr",59734.213,67.435,6.213,93,0.00138354817347845,0.00707592465088901,0.00817147324422144,NA,NA,NA,NA,NA,NA,NA,NA
"56","BWA","Botswana","Cntry/Terr",2351.625,4.149,5.86,92,0.00169170716826246,0.00557010906236747,0.00643251580764256,184,0.00579980020217287,0.019096401713084,0.0220530521957671,66.3673251271453,72.002006218265,-0.00757482312081947,-0.274418484745269
"258","SYR","Syrian Arab Republic","Cntry/Terr",17500.657,95.304,4.796,95,0.00198127900058417,0.00547033823912923,0.00631729770501016,187,0.0029596045142579,0.00817150827433741,0.00943668347574801,69.3388480668792,78.2813550200002,-0.00390705267696489,-0.0969207555225466
"194","LKA","Sri Lanka","Cntry/Terr",21413.25,341.465,6.869,95,0.00197909926650186,0.00281399418442803,0.00324967821478418,187,0.000803448575658869,0.00114238818520067,0.00131926143231459,73.7773257553051,80.3315666310494,-0.000684310782972375,-0.0638385619067208
"262","THA","Thailand","Cntry/Terr",69799.978,136.624,7.9525,123,0.00247257049069068,0.00271326276233999,0.00313335078606554,215,0.00134711178405136,0.00147824632468009,0.00170711968915249,73.6320754636149,80.91338372075,-0.00119443201573688,-0.06502616122917
"13","BDI","Burundi","Cntry/Terr",11890.781,463.037,7.656,74,0.0004159479470647,0.00231386965593455,0.0026721205944031,NA,NA,NA,NA,NA,NA,NA,NA
"83","CN21","Hainan","China",9689.61955953068,284.988810574432,6.01,142,0.00159601609097059,0.00205814760105146,0.00237680570164601,NA,NA,NA,NA,NA,NA,NA,NA
"146","HKG","China, Hong Kong SAR","Cntry/Terr",7496.988,7139.989,6.8835,142,0.00240660029349477,0.00177687772618257,0.00205198748066511,NA,NA,NA,NA,NA,NA,NA,NA
"65","CN01","Beijing","China",22086.1804563271,1314.6535985909,5.58,142,0.00105030306822229,0.00135442164553874,0.00156412352928655,NA,NA,NA,NA,NA,NA,NA,NA
"208","MMR","Myanmar","Cntry/Terr",54409.794,83.286,8.314,93,0.000433982588241493,0.00103113553842634,0.00119078380270175,185,0.000201662492959622,0.000479146788125533,0.000553331946338705,64.1568287315075,69.9461274858761,-0.000164278727453393,-0.327861383484048
"71","CN08","Heilongjiang","China",38461.1248336503,84.7161339948246,6.67,160,0.000773183315064726,0.00099706099084862,0.00115143357392207,NA,NA,NA,NA,NA,NA,NA,NA
"72","CN09","Shanghai","China",24895.6574503074,3926.14058512969,5.4,142,0.00072471488480028,0.000934558373212208,0.00107925382457361,NA,NA,NA,NA,NA,NA,NA,NA
"78","CN16","Henan","China",98844.3730728844,591.882473490326,6.8,142,0.000573671758839534,0.000739780232120676,0.00085431864690907,NA,NA,NA,NA,NA,NA,NA,NA
"267","TWN","China, Taiwan Province of China","Cntry/Terr",23816.775,672.6,7.825,137,0.000785191526854803,0.000700372676771076,0.000808809713441417,NA,NA,NA,NA,NA,NA,NA,NA
"66","CN02","Tianjin","China",16016.0695788221,1416.72442094844,5.42,142,0.000482789758632271,0.000622583061137526,0.000718976116535046,NA,NA,NA,NA,NA,NA,NA,NA
"84","CN22","Chongqing","China",32032.1391576443,389.211897419736,7.54,142,0.00048278975863227,0.000622583061137526,0.000718976116535045,NA,NA,NA,NA,NA,NA,NA,NA
"90","CN31","Xinjiang","China",25869.7461890962,15.5804301307493,4.56,140,0.000303167146887696,0.000390950153707457,0.000451480036668193,NA,NA,NA,NA,NA,NA,NA,NA
"74","CN12","Anhui","China",65274.199064521,467.245519431073,5.96,142,0.000236920390506945,0.000305521439364378,0.000352824597558197,NA,NA,NA,NA,NA,NA,NA,NA
"88","CN27","Shaanxi","China",39619.7777545254,192.703199195163,6.24,134,0.000206816653579293,0.000266701070139497,0.000307993762847137,NA,NA,NA,NA,NA,NA,NA,NA
"89","CN28","Gansu","China",27141.1883323574,59.7428754839475,6.65,142,0.000189930135495178,0.000244925007303064,0.000282846163966186,NA,NA,NA,NA,NA,NA,NA,NA
"70","CN07","Jilin","China",27592.3452219016,147.237701290831,6.26,142,0.000186824626033347,0.000240920287748499,0.000278221403202711,NA,NA,NA,NA,NA,NA,NA,NA
"67","CN03","Hebei","China",77845.0705777322,414.731329662931,6.38,160,0.000176311742004202,0.000227363364878405,0.000262565494191154,NA,NA,NA,NA,NA,NA,NA,NA
"77","CN15","Shandong","China",103253.406311613,671.348545589159,7.18,142,0.000174737610754228,0.000225333438943321,0.000260221279648931,NA,NA,NA,NA,NA,NA,NA,NA
"81","CN19","Guangdong","China",118131.330100903,656.285167227237,4.55,142,0.000174549108117606,0.000225090354771707,0.000259940559332868,NA,NA,NA,NA,NA,NA,NA,NA
"80","CN18","Hunan","China",70934.1673151674,337.781749119845,7.08,142,0.000145344049914928,0.00018742887954068,0.000216448047417894,NA,NA,NA,NA,NA,NA,NA,NA
"86","CN24","Guizhou","China",37148.6684277033,211.07197970286,6.85,142,0.000138764854721429,0.000178944657557607,0.000206650233513247,NA,NA,NA,NA,NA,NA,NA,NA
"69","CN06","Liaoning","China",44623.5178021984,305.850019206295,7.39,140,0.000117170758516798,0.000151097922457707,0.000174492054613029,NA,NA,NA,NA,NA,NA,NA,NA
"68","CN05","Inner Mongolia","China",26044.056805511,22.0152635718606,5.95,121,0.000116141406502757,0.000149770518310392,0.000172959131636992,NA,NA,NA,NA,NA,NA,NA,NA
"87","CN25","Yunnan","China",49811.8220319577,126.425944243548,6.32,134,0.000109666467604006,0.000141420740362154,0.000163316577417502,NA,NA,NA,NA,NA,NA,NA,NA
"82","CN20","Guangxi","China",50857.6857304467,215.498668349351,5.96,142,0.000101359892874141,0.000130708970631292,0.000150946329842438,NA,NA,NA,NA,NA,NA,NA,NA
"85","CN23","Sichuan","China",85873.6124984862,177.05899484224,7.01,142,9.00438928935648e-05,0.000116116387044396,0.000134094411227193,NA,NA,NA,NA,NA,NA,NA,NA
"75","CN13","Fujian","China",40737.4164127147,335.066757794988,6.2,134,6.7047533302323e-05,8.64613587565244e-05,9.98479654032501e-05,NA,NA,NA,NA,NA,NA,NA,NA
"76","CN14","Jiangxi","China",47843.1374230372,286.485852832558,6.06,142,5.38732392472929e-05,6.9472406164939e-05,8.02286536667911e-05,NA,NA,NA,NA,NA,NA,NA,NA
"73","CN11","Zhejiang","China",59983.3591780471,588.072148804383,5.58,133,4.58773856108956e-05,5.91613278035036e-05,6.83211355533874e-05,NA,NA,NA,NA,NA,NA,NA,NA
"5","AND","Andorra","Cntry/Terr",77.265,164.394,NA,101,2.4388227989951,NA,NA,193,1.30115931665364,NA,NA,NA,NA,NA,NA
"24","BMU","Bermuda","Cntry/Terr",62.273,1245.46,NA,86,0.615071147710811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","CYM","Cayman Islands","Cntry/Terr",65.72,273.833,NA,109,0.0510924857750702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","IMN","Isle of Man","Cntry/Terr",85.032,149.179,NA,91,1.13518995822129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","IT04",NA,NA,1073.0569729505,78895.117377965,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","LIE","Liechtenstein","Cntry/Terr",38.137,238.356,NA,89,0.107831228218313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","MAF","Saint Martin (French part)","Cntry/Terr",38.659,729.415,NA,94,0.302150885015903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","MCO","Monaco","Cntry/Terr",39.244,26338.255,NA,77,0.484481373279661,NA,NA,169,0.267136106064983,NA,NA,NA,NA,NA,NA
"210","MNP","Northern Marianas","Cntry/Terr",57.557,125.124,NA,91,0.139756346646907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","MSR","Montserrat","Cntry/Terr",4.999,49.99,NA,68,1.07668592542038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","SMR","San Marino","Cntry/Terr",33.938,565.633,NA,117,3.8713128465029,NA,NA,209,2.36412507098083,NA,NA,NA,NA,NA,NA
"257","SXM","Siint Maarten (Dutch part)","Cntry/Terr",42.882,1261.235,NA,91,1.40687631942704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","TCA","Turks and Caicos Islands","Cntry/Terr",38.718,40.756,NA,88,0.214840172999169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","VGB","British Virgin Islands","Cntry/Terr",30.237,201.58,NA,74,0.163572641000957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
