LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
BR43,Rio Grande do Sul,Brazil,"11,507.839",40.9,NA,276,0.97,1.35,1.64,283,0.99,1.37,1.67,NA,NA,NA,NA,NA,NA,NA,NA
OMN,Oman,Cntry/Terr,"5,106.622",16.5,2.44,270,0.40,1.33,1.62,277,0.39,1.33,1.62,2.79,0.30,75.0,79.2,77.0,-1.36,-1.27,-1.32
PE10,Huanuco,Peru,804.804,21.6,NA,281,0.78,1.32,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIH,Bosnia and Herzegovina,Cntry/Terr,"3,280.815",64.3,10.61,280,1.55,1.32,1.61,287,1.69,1.45,1.76,12.38,1.33,73.8,78.9,76.3,-1.29,-1.07,-1.18
PE01,Amazonas (BR),Peru,423.381,10.8,NA,281,0.77,1.29,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNE,Montenegro,Cntry/Terr,628.062,46.7,10.70,276,1.37,1.29,1.57,283,1.47,1.39,1.69,11.93,1.14,73.5,78.5,75.9,-1.14,-0.93,-1.04
BR42,Santa Catarina,Brazil,"7,247.033",75.7,NA,275,0.91,1.26,1.54,282,0.94,1.31,1.59,NA,NA,NA,NA,NA,NA,NA,NA
US13,Georgia (USA),U.S.A.,"10,628.510",70.9,7.97,284,1.28,1.26,1.54,291,1.38,1.36,1.65,9.50,1.09,73.8,79.0,76.3,-1.50,-1.26,-1.38
ES02,Aragon,Spain,"1,315.017",27.6,10.26,293,2.45,1.26,1.54,300,1.80,0.92,1.12,12.95,1.47,79.8,85.4,82.5,-1.37,-1.29,-1.33
US48,Texas,U.S.A.,"28,999.321",42.7,7.00,283,1.19,1.25,1.52,290,1.22,1.28,1.56,8.21,0.97,75.0,80.2,77.5,-1.55,-1.33,-1.44
GUM,Guam,Cntry/Terr,168.783,312.6,5.18,279,0.94,1.24,1.51,286,0.97,1.28,1.56,6.23,0.76,75.8,82.3,78.9,-1.30,-1.38,-1.34
PSE,State of Palestine,Cntry/Terr,"5,101.416",847.4,3.46,276,0.32,1.24,1.51,283,0.37,1.41,1.71,3.77,0.28,71.5,75.1,73.3,-1.06,-0.81,-0.94
US18,Indiana,U.S.A.,"6,767.587",72.8,9.84,283,1.48,1.24,1.50,290,1.57,1.31,1.60,11.35,1.24,73.3,78.7,75.9,-1.35,-1.19,-1.27
ES17,"Rioja, La",Spain,315.741,62.6,10.00,292,2.31,1.23,1.50,299,2.31,1.23,1.50,12.72,1.89,79.5,85.2,82.3,-1.78,-1.72,-1.75
US26,Michigan,U.S.A.,"10,114.528",68.7,9.80,282,1.59,1.23,1.50,289,1.69,1.30,1.59,11.58,1.33,74.1,79.3,76.6,-1.45,-1.23,-1.34
BR41,Parana,Brazil,"11,565.208",58.0,NA,274,0.88,1.22,1.49,281,0.91,1.27,1.55,NA,NA,NA,NA,NA,NA,NA,NA
CHL,Chile,Cntry/Terr,"19,116.209",25.7,6.12,280,1.11,1.21,1.47,287,1.11,1.20,1.46,7.33,0.87,76.5,81.3,78.8,-1.52,-1.30,-1.41
US05,Arkansas,U.S.A.,"3,049.575",22.6,10.85,276,1.48,1.20,1.45,283,1.61,1.30,1.58,12.36,1.25,72.3,77.7,74.9,-1.27,-1.09,-1.18
US04,Arizona,U.S.A.,"7,262.286",24.7,8.23,279,1.50,1.17,1.43,286,1.59,1.25,1.52,9.83,1.24,75.4,81.1,78.2,-1.68,-1.46,-1.57
BR21,Maranhao,Brazil,"7,156.397",21.7,NA,271,0.84,1.17,1.42,278,0.83,1.15,1.40,NA,NA,NA,NA,NA,NA,NA,NA
US19,Iowa,U.S.A.,"3,194.037",22.1,9.71,275,1.56,1.16,1.41,282,1.33,1.00,1.21,10.92,1.03,75.7,80.7,78.2,-1.17,-1.00,-1.09
IT22,Trento (Provincia autonoma di),Italy,541.866,87.3,9.30,289,2.07,1.15,1.41,296,2.26,1.26,1.53,11.50,1.83,79.0,84.9,81.9,-2.00,-1.71,-1.86
PE19,Pasco,Peru,284.581,11.4,NA,281,0.62,1.15,1.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES07,Castilla y Leon,Spain,"2,401.521",25.5,11.91,288,2.66,1.14,1.39,295,2.20,0.95,1.15,14.95,1.77,80.3,85.7,82.9,-1.47,-1.36,-1.42
US35,New Mexico,U.S.A.,"2,121.624",6.7,8.94,271,1.45,1.13,1.38,278,1.60,1.25,1.53,10.63,1.22,73.7,79.8,76.7,-1.49,-1.33,-1.41
BR29,Bahia,Brazil,"15,043.792",26.6,NA,272,0.80,1.11,1.35,279,0.80,1.11,1.36,NA,NA,NA,NA,NA,NA,NA,NA
US32,Nevada,U.S.A.,"3,070.509",10.8,8.22,279,1.24,1.10,1.34,286,1.36,1.20,1.46,9.78,1.06,74.6,79.8,77.1,-1.41,-1.22,-1.32
MDA,Republic of Moldova,Cntry/Terr,"4,033.963",122.8,11.62,281,0.92,1.10,1.33,288,0.96,1.14,1.39,12.66,0.75,67.1,75.6,71.2,-0.62,-0.67,-0.64
ES15,Navarra (C. Foral de),Spain,651.019,62.7,8.51,286,1.87,1.09,1.33,293,1.87,1.09,1.33,10.99,1.49,80.3,85.8,82.9,-1.61,-1.53,-1.57
IT01,Piemonte,Italy,"4,369.052",172.3,12.30,296,2.19,1.07,1.30,303,2.23,1.09,1.32,14.54,1.84,78.2,84.0,81.1,-1.54,-1.34,-1.44
US42,Pennsylvania,U.S.A.,"12,966.170",111.7,10.59,281,1.48,1.05,1.28,288,1.61,1.15,1.39,12.18,1.27,74.2,79.8,77.0,-1.29,-1.13,-1.21
US47,Tennessee,U.S.A.,"6,847.752",64.1,10.44,278,1.24,1.04,1.27,285,1.41,1.19,1.45,11.79,1.10,72.6,77.9,75.2,-1.18,-0.99,-1.09
PE05,Ayacucho,Peru,688.200,15.7,NA,281,0.70,1.04,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US45,South Carolina,U.S.A.,"5,145.408",66.0,9.84,280,1.28,1.04,1.26,287,1.32,1.07,1.30,11.33,1.04,73.2,78.9,76.0,-1.14,-0.99,-1.07
IT21,Bolzano (Provincia autonoma di),Italy,531.191,71.8,8.30,289,1.68,1.04,1.26,296,1.86,1.15,1.40,10.40,1.50,78.7,85.0,81.8,-1.77,-1.53,-1.65
US01,Alabama,U.S.A.,"4,944.686",37.6,10.92,275,1.26,1.03,1.25,282,1.29,1.06,1.29,12.33,1.00,71.9,77.7,74.7,-0.99,-0.87,-0.93
US24,Maryland,U.S.A.,"6,109.605",241.3,8.25,280,1.20,1.03,1.25,287,1.26,1.07,1.30,9.57,0.98,75.1,80.6,77.8,-1.33,-1.17,-1.25
MX16,Michoacan de Ocampo,Mexico,"4,992.690",85.1,5.55,273,0.71,1.02,1.24,280,0.70,1.00,1.22,7.64,0.54,71.5,76.4,73.9,-1.00,-0.76,-0.88
SVN,Slovenia,Cntry/Terr,"2,078.932",103.2,9.94,284,1.54,1.01,1.23,291,1.69,1.11,1.35,11.82,1.34,77.4,83.0,80.1,-1.32,-1.19,-1.26
BR31,Minas Gerais,Brazil,"21,411.788",36.5,NA,271,0.72,1.01,1.23,278,0.72,1.01,1.23,NA,NA,NA,NA,NA,NA,NA,NA
HND,Honduras,Cntry/Terr,"9,904.608",88.5,4.44,275,0.41,1.00,1.22,282,0.40,0.99,1.20,4.87,0.31,72.1,76.8,74.4,-1.05,-0.89,-0.97
USA,United States of America,Cntry/Terr,"331,002.647",36.2,8.69,299,1.22,1.00,1.22,306,1.27,1.04,1.27,10.09,1.06,75.1,80.3,77.7,-1.34,-1.15,-1.25
IT08,Emilia-Romagna,Italy,"4,468.697",164.5,11.20,304,1.98,1.00,1.21,311,2.06,1.04,1.27,13.23,1.75,79.2,84.6,81.8,-1.63,-1.41,-1.52
BHS,Bahamas,Cntry/Terr,393.248,39.3,6.71,268,0.59,0.99,1.21,275,0.56,0.95,1.15,7.51,0.42,71.0,75.6,73.2,-0.74,-0.56,-0.65
CZE,Czechia,Cntry/Terr,"10,708.982",138.6,10.50,279,1.32,0.98,1.19,286,1.45,1.08,1.32,11.97,1.14,75.8,81.1,78.4,-1.12,-0.95,-1.04
US27,Minnesota,U.S.A.,"5,677.124",27.5,9.96,275,1.20,0.97,1.17,282,1.27,1.03,1.25,9.27,0.98,77.1,81.8,79.4,-1.33,-1.12,-1.23
US08,Colorado,U.S.A.,"5,762.204",21.4,6.79,283,1.02,0.96,1.17,290,1.09,1.03,1.25,8.09,0.87,76.5,81.5,78.9,-1.36,-1.14,-1.25
IT07,Liguria,Italy,"1,557.702",192.2,14.30,298,2.23,0.95,1.16,305,2.35,1.00,1.22,16.52,1.95,78.5,84.2,81.3,-1.44,-1.28,-1.37
ES18,Ceuta,Spain,83.673,"4,183.6",6.29,274,0.94,0.94,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US20,Kansas,U.S.A.,"2,945.539",13.9,9.29,275,1.13,0.91,1.10,282,1.30,1.04,1.26,10.63,1.00,75.1,80.0,77.5,-1.19,-1.01,-1.10
US10,Delaware,U.S.A.,979.254,193.4,9.54,274,1.21,0.91,1.10,281,1.20,0.90,1.09,10.91,0.92,74.8,80.5,77.6,-1.04,-0.91,-0.98
BGR,Bulgaria,Cntry/Terr,"6,948.445",64.0,15.38,291,1.27,0.90,1.10,298,1.42,1.01,1.23,16.64,1.15,70.9,78.1,74.4,-0.77,-0.70,-0.74
GBR,United Kingdom,Cntry/Terr,"67,886.004",280.6,9.38,295,1.27,0.90,1.10,302,1.59,1.13,1.37,10.77,1.32,78.2,81.9,80.0,-1.55,-1.22,-1.39
US29,Missouri,U.S.A.,"6,200.300",34.7,10.12,281,1.15,0.90,1.09,288,1.15,0.90,1.10,11.31,0.91,74.0,79.3,76.6,-1.00,-0.87,-0.93
