LocID,Location,Loc_Type,Mid_2020_Pop,Density_2020,CDR_Last_Yr,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
BR17,Tocantins,Brazil,1590.921,5.7,NA,101,0.74,1.14,1.26,201,1.19,1.84,2.02,NA,NA,NA,NA,NA,NA,NA,NA
US18,Indiana,U.S.A.,6767.587,72.8,9.84,129,1.21,1.12,1.23,229,0.80,0.74,0.81,10.67,0.50,74.0,79.4,76.7,-0.58,-0.51,-0.54
US04,Arizona,U.S.A.,7262.286,24.7,8.23,125,1.23,1.08,1.18,225,1.27,1.11,1.22,9.41,0.78,76.0,81.5,78.7,-1.11,-0.97,-1.04
IRQ,Iraq,Cntry/Terr,40222.503,92.6,4.74,143,0.26,1.07,1.18,243,0.53,2.17,2.39,5.12,0.35,67.6,72.0,69.7,-1.09,-0.79,-0.94
MX05,Coahuila,Mexico,3150.456,20.7,5.31,117,0.53,1.05,1.16,217,1.32,2.65,2.91,NA,NA,NA,NA,NA,NA,NA,NA
ESP,Spain,Cntry/Terr,46754.783,93.7,9.26,143,1.56,1.04,1.14,243,1.08,0.72,0.79,10.41,0.72,80.1,85.6,82.8,-0.82,-0.75,-0.79
ES02,Aragon,Spain,1315.017,27.6,10.26,139,1.83,1.04,1.14,239,1.08,0.61,0.67,15.80,0.71,73.9,86.1,79.8,-0.41,-0.65,-0.53
IRL,Ireland,Cntry/Terr,4937.796,71.7,6.27,136,0.96,1.02,1.12,236,0.63,0.67,0.74,6.81,0.41,80.1,83.4,81.7,-0.72,-0.56,-0.64
IT21,Bolzano (Provincia autonoma di),Italy,531.191,71779.7,8.30,135,1.49,1.02,1.12,235,1.46,1.00,1.10,9.89,0.94,79.3,85.5,82.3,-1.15,-1.00,-1.08
USA,United States of America,Cntry/Terr,331002.647,36.2,8.93,145,1.10,1.00,1.10,245,0.99,0.90,0.99,9.73,0.66,75.6,80.7,78.1,-0.88,-0.76,-0.82
MX19,Nuevo Leon,Mexico,5360.737,83.5,4.97,111,0.50,0.98,1.08,211,1.00,1.95,2.15,NA,NA,NA,NA,NA,NA,NA,NA
US13,Georgia (USA),U.S.A.,10628.510,70.9,7.97,130,0.89,0.97,1.07,230,1.10,1.20,1.32,9.13,0.69,74.3,79.5,76.8,-0.99,-0.83,-0.91
BR29,Bahia,Brazil,15043.792,26.6,NA,118,0.63,0.97,1.06,218,0.99,1.52,1.67,NA,NA,NA,NA,NA,NA,NA,NA
MX20,Oaxaca,Mexico,4386.373,46.8,5.71,116,0.60,0.92,1.02,216,0.81,1.25,1.37,NA,NA,NA,NA,NA,NA,NA,NA
US08,Colorado,U.S.A.,5762.204,21.4,6.79,129,0.88,0.92,1.01,229,0.77,0.80,0.88,7.73,0.48,77.1,81.9,79.4,-0.79,-0.66,-0.73
ARM,Armenia,Cntry/Terr,2963.234,104.1,9.80,121,0.70,0.91,1.00,221,0.65,0.84,0.92,9.89,0.39,71.0,78.2,74.5,-0.45,-0.40,-0.43
IRN,Iran (Islamic Republic of),Cntry/Terr,83992.953,51.6,4.85,157,0.42,0.90,0.99,257,0.88,1.89,2.08,5.53,0.62,74.3,77.1,75.7,-1.40,-0.93,-1.17
KWT,Kuwait,Cntry/Terr,4270.563,239.7,2.97,113,0.32,0.90,0.99,213,0.30,0.83,0.91,3.25,0.17,74.4,76.4,75.4,-0.45,-0.27,-0.36
IT11,Marche,Italy,1529.183,162674.8,11.20,145,1.63,0.87,0.96,245,1.01,0.54,0.59,12.54,0.67,80.5,85.8,83.1,-0.64,-0.56,-0.60
ZAF,South Africa,Cntry/Terr,59308.690,48.9,9.45,120,0.31,0.87,0.96,220,0.62,1.73,1.90,9.88,0.37,60.3,67.3,63.7,-0.52,-0.47,-0.50
MX14,Jalisco,Mexico,8442.704,107.4,5.33,123,0.47,0.84,0.93,223,0.83,1.47,1.62,NA,NA,NA,NA,NA,NA,NA,NA
HND,Honduras,Cntry/Terr,9904.608,88.5,4.48,121,0.31,0.83,0.91,221,0.30,0.81,0.89,4.75,0.18,72.5,77.2,74.8,-0.64,-0.54,-0.59
ITA,Italy,Cntry/Terr,60461.828,205.6,10.70,154,1.38,0.83,0.91,254,0.90,0.54,0.60,11.54,0.62,80.8,85.1,82.9,-0.64,-0.56,-0.60
BR52,Goias,Brazil,7098.918,20.9,NA,121,0.54,0.83,0.91,221,1.20,1.84,2.03,NA,NA,NA,NA,NA,NA,NA,NA
MX11,Guanajuato,Mexico,6295.742,205.6,4.95,108,0.44,0.81,0.90,208,1.14,2.12,2.34,NA,NA,NA,NA,NA,NA,NA,NA
OMN,Oman,Cntry/Terr,5106.622,16.5,2.45,116,0.22,0.80,0.88,216,0.51,1.86,2.05,2.80,0.30,75.0,79.2,77.0,-1.38,-1.28,-1.33
ES11,Extremadura,Spain,1063.076,25.5,10.56,137,1.30,0.78,0.86,237,0.96,0.57,0.63,16.07,0.62,72.9,85.3,79.0,-0.35,-0.55,-0.45
US01,Alabama,U.S.A.,4944.686,37.6,10.92,121,0.85,0.77,0.85,221,1.13,1.02,1.13,12.05,0.68,72.2,77.9,75.0,-0.71,-0.62,-0.67
US35,New Mexico,U.S.A.,2121.624,6.7,8.94,117,0.88,0.76,0.84,217,0.71,0.62,0.68,9.88,0.42,74.7,80.6,77.6,-0.55,-0.50,-0.53
US27,Minnesota,U.S.A.,5677.124,27.5,9.96,121,0.85,0.76,0.84,221,0.55,0.49,0.54,8.66,0.33,78.0,82.5,80.2,-0.47,-0.40,-0.44
US33,New Hampshire,U.S.A.,1372.567,59.1,9.31,114,0.95,0.76,0.83,214,0.56,0.45,0.49,10.36,0.33,76.0,81.6,78.7,-0.38,-0.33,-0.36
BHR,Bahrain,Cntry/Terr,1701.583,2238.9,2.47,132,0.22,0.75,0.82,232,0.35,1.19,1.31,2.68,0.22,75.7,78.0,76.8,-0.86,-0.58,-0.72
GNQ,Equatorial Guinea,Cntry/Terr,1402.985,50.0,8.94,95,0.14,0.75,0.82,195,0.13,0.70,0.77,8.96,0.07,57.8,60.1,58.9,-0.19,-0.12,-0.16
MKD,North Macedonia,Cntry/Terr,2083.380,82.6,10.25,125,0.63,0.73,0.80,225,0.80,0.93,1.02,10.82,0.49,73.4,77.6,75.4,-0.55,-0.40,-0.48
MX10,Durango,Mexico,1858.666,15.0,5.65,126,0.39,0.73,0.80,226,1.08,1.99,2.19,NA,NA,NA,NA,NA,NA,NA,NA
FRA,France,Cntry/Terr,65273.512,119.2,9.39,161,1.05,0.72,0.80,261,0.73,0.50,0.55,10.15,0.52,79.3,85.0,82.1,-0.60,-0.57,-0.59
COL,Colombia,Cntry/Terr,50882.884,45.9,5.73,125,0.44,0.72,0.79,225,1.10,1.78,1.96,6.51,0.68,73.2,79.0,76.0,-1.50,-1.21,-1.36
NLD,Netherlands,Cntry/Terr,17134.873,508.2,8.96,141,0.93,0.72,0.79,241,0.58,0.44,0.49,9.54,0.38,80.3,83.7,81.9,-0.48,-0.38,-0.43
GTM,Guatemala,Cntry/Terr,17915.567,167.2,4.72,133,0.25,0.70,0.77,233,0.78,2.18,2.40,5.31,0.50,69.9,76.0,72.9,-1.64,-1.29,-1.47
US39,Ohio,U.S.A.,11827.215,111.5,10.61,126,0.80,0.68,0.75,226,0.53,0.45,0.50,11.26,0.33,74.2,79.5,76.8,-0.36,-0.31,-0.34
US45,South Carolina,U.S.A.,5145.408,66.0,9.84,126,0.75,0.68,0.74,226,1.00,0.90,0.99,10.95,0.62,73.7,79.3,76.4,-0.71,-0.62,-0.67
MDA,Republic of Moldova,Cntry/Terr,4033.963,122.8,11.81,127,0.51,0.68,0.74,227,0.67,0.88,0.97,12.36,0.42,67.4,75.9,71.5,-0.36,-0.38,-0.37
SAU,Saudi Arabia,Cntry/Terr,34813.867,16.2,3.58,123,0.23,0.67,0.73,223,0.20,0.59,0.65,3.81,0.12,73.7,76.7,75.2,-0.36,-0.25,-0.31
US32,Nevada,U.S.A.,3070.509,10.8,8.22,125,0.68,0.66,0.73,225,0.95,0.93,1.03,9.34,0.58,75.2,80.3,77.7,-0.82,-0.71,-0.77
US51,Virginia,U.S.A.,8614.990,84.0,8.10,126,0.69,0.66,0.72,226,0.50,0.47,0.52,8.89,0.31,76.5,81.3,78.8,-0.44,-0.37,-0.40
CHI,Channel Islands,Cntry/Terr,173.859,915.0,7.89,121,0.82,0.66,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QAT,Qatar,Cntry/Terr,2881.060,248.2,1.32,119,0.18,0.66,0.72,219,0.16,0.60,0.66,1.47,0.10,78.7,81.6,80.1,-0.59,-0.51,-0.55
MX16,Michoacan,Mexico,4992.690,85.1,5.55,119,0.40,0.64,0.70,219,0.50,0.80,0.88,NA,NA,NA,NA,NA,NA,NA,NA
US19,Iowa,U.S.A.,3194.037,22.1,9.71,121,0.78,0.64,0.70,221,0.94,0.77,0.85,10.51,0.57,76.2,81.1,78.6,-0.67,-0.58,-0.63
BR41,Parana,Brazil,11565.208,58.0,NA,120,0.41,0.63,0.69,220,1.10,1.69,1.86,NA,NA,NA,NA,NA,NA,NA,NA
ES06,Cantabria,Spain,579.733,109.0,10.33,130,1.05,0.61,0.68,230,1.28,0.75,0.82,15.67,0.81,73.5,86.0,79.6,-0.46,-0.78,-0.62
IT05,Veneto,Italy,4914.725,267218.0,10.00,152,1.01,0.61,0.67,252,0.75,0.45,0.50,10.98,0.51,80.3,85.8,83.0,-0.54,-0.48,-0.51
DJI,Djibouti,Cntry/Terr,988.002,42.6,7.05,107,0.20,0.59,0.65,207,0.11,0.31,0.34,7.17,0.06,65.1,69.3,67.2,-0.14,-0.10,-0.12
MX24,San Luis Potosi,Mexico,2972.710,48.6,5.14,121,0.36,0.59,0.65,221,1.18,1.93,2.12,NA,NA,NA,NA,NA,NA,NA,NA
BR43,Rio Grande do Sul,Brazil,11507.839,40.9,NA,122,0.38,0.58,0.64,222,1.20,1.85,2.04,NA,NA,NA,NA,NA,NA,NA,NA
MX32,Zacatecas,Mexico,1713.503,22.8,5.62,114,0.35,0.55,0.60,214,1.00,1.56,1.72,NA,NA,NA,NA,NA,NA,NA,NA
US06,California,U.S.A.,40011.015,99.0,6.78,136,0.55,0.54,0.60,236,0.76,0.74,0.82,7.73,0.49,77.9,82.8,80.3,-0.83,-0.72,-0.78
IT13,Abruzzo,Italy,1314.662,121463.4,11.20,137,0.96,0.54,0.59,237,0.73,0.41,0.45,12.22,0.47,79.5,85.4,82.4,-0.45,-0.41,-0.43
ES10,Comunitat Valenciana,Spain,4976.319,214.0,8.81,139,0.76,0.53,0.58,239,0.47,0.33,0.36,13.42,0.31,73.3,85.3,79.2,-0.21,-0.31,-0.26
US48,Texas,U.S.A.,28999.321,42.7,7.00,129,0.45,0.52,0.58,229,1.04,1.20,1.32,7.92,0.65,75.5,80.6,78.0,-1.08,-0.93,-1.01
BR42,Santa Catarina,Brazil,7247.033,75.7,NA,121,0.34,0.52,0.57,221,1.09,1.68,1.85,NA,NA,NA,NA,NA,NA,NA,NA
CAN,Canada,Cntry/Terr,37742.157,4.2,7.83,137,0.63,0.52,0.57,237,0.45,0.37,0.41,8.33,0.29,80.2,84.1,82.1,-0.42,-0.36,-0.39
US12,Florida,U.S.A.,21586.295,154.3,9.70,133,0.70,0.50,0.55,233,1.32,0.95,1.04,10.98,0.84,76.1,81.8,78.9,-1.02,-0.92,-0.97
BR31,Minas Gerais,Brazil,21411.788,36.5,NA,117,0.33,0.50,0.55,217,1.05,1.62,1.78,NA,NA,NA,NA,NA,NA,NA,NA
US29,Missouri,U.S.A.,6200.300,34.7,10.12,127,0.55,0.48,0.53,227,0.42,0.36,0.40,10.71,0.26,74.7,79.9,77.3,-0.30,-0.26,-0.28
AFG,Afghanistan,Cntry/Terr,38928.341,59.6,6.21,125,0.09,0.48,0.53,225,0.25,1.33,1.47,6.41,0.16,63.1,66.3,64.7,-0.53,-0.36,-0.45
DOM,Dominican Republic,Cntry/Terr,10847.904,224.5,6.25,131,0.26,0.48,0.52,231,0.69,1.27,1.39,6.78,0.43,70.1,76.6,73.3,-1.02,-0.93,-0.98
US37,North Carolina,U.S.A.,10501.123,83.2,9.07,121,0.51,0.47,0.52,221,0.47,0.44,0.49,9.80,0.29,75.2,80.2,77.6,-0.37,-0.31,-0.34
MRT,Mauritania,Cntry/Terr,4649.660,4.5,7.06,113,0.11,0.47,0.52,213,0.08,0.33,0.37,7.12,0.04,63.3,66.6,64.9,-0.13,-0.09,-0.11
LUX,Luxembourg,Cntry/Terr,625.976,241.7,7.11,134,0.49,0.46,0.51,234,1.85,1.76,1.94,8.46,1.18,78.6,83.0,80.7,-1.73,-1.46,-1.60
BR50,Mato Grosso do Sul,Brazil,2810.886,7.9,NA,116,0.30,0.46,0.51,216,0.97,1.50,1.65,NA,NA,NA,NA,NA,NA,NA,NA
US53,Washington,U.S.A.,7627.572,44.2,7.70,150,0.47,0.46,0.50,250,0.63,0.61,0.67,8.37,0.43,77.3,81.9,79.5,-0.65,-0.55,-0.60
ES04,Balears (Illes),Spain,1137.723,227.9,6.70,136,0.53,0.45,0.49,236,0.32,0.27,0.30,10.40,0.21,74.3,85.9,79.9,-0.19,-0.28,-0.23
US31,Nebraska,U.S.A.,1952.141,9.8,8.79,118,0.50,0.45,0.49,218,0.30,0.27,0.29,9.24,0.18,77.2,81.6,79.4,-0.24,-0.20,-0.22
CHE,Switzerland,Cntry/Terr,8654.618,219.0,8.11,142,0.59,0.44,0.48,242,0.35,0.26,0.29,8.57,0.23,81.7,85.5,83.5,-0.32,-0.27,-0.29
ES03,Asturias (Principado de),Spain,1024.060,96.6,12.64,136,0.88,0.44,0.48,236,0.52,0.26,0.29,18.52,0.33,72.9,85.8,79.2,-0.16,-0.26,-0.21
IT09,Toscana,Italy,3740.109,295717.2,11.60,138,0.80,0.43,0.47,238,0.56,0.30,0.33,12.40,0.36,80.7,85.8,83.2,-0.34,-0.30,-0.32
ARE,United Arab Emirates,Cntry/Terr,9890.400,118.3,1.62,126,0.10,0.40,0.45,226,0.06,0.26,0.29,1.74,0.04,77.2,79.3,78.2,-0.21,-0.15,-0.18
US21,Kentucky,U.S.A.,4519.893,43.9,10.82,126,0.44,0.40,0.44,226,0.40,0.37,0.40,11.73,0.25,72.7,77.8,75.2,-0.26,-0.22,-0.24
IT06,Friuli-Venezia Giulia,Italy,1218.962,155147.8,11.90,139,0.75,0.39,0.43,239,0.44,0.24,0.26,12.52,0.29,80.6,85.7,83.1,-0.27,-0.25,-0.26
US46,South Dakota,U.S.A.,893.132,4.5,9.19,110,0.45,0.38,0.41,210,0.47,0.39,0.43,9.80,0.27,76.3,81.7,79.0,-0.34,-0.31,-0.32
US47,Tennessee,U.S.A.,6847.752,64.1,10.44,124,0.40,0.37,0.41,224,0.49,0.45,0.50,11.05,0.30,73.4,78.6,75.9,-0.34,-0.29,-0.31
ES01,Andalucia,Spain,8349.380,95.3,8.33,134,0.47,0.36,0.40,234,0.70,0.54,0.60,13.17,0.45,72.3,84.4,78.2,-0.31,-0.46,-0.39
CAF,Central African Republic,Cntry/Terr,4829.764,7.8,11.86,63,0.07,0.36,0.40,163,0.03,0.14,0.15,11.82,0.01,51.3,55.7,53.4,-0.02,-0.02,-0.02
US55,Wisconsin,U.S.A.,5882.866,41.8,9.09,127,0.43,0.36,0.40,227,0.29,0.24,0.27,9.75,0.18,76.9,81.5,79.1,-0.22,-0.19,-0.20
MDV,Maldives,Cntry/Terr,540.542,1801.8,2.79,85,0.12,0.36,0.40,185,0.36,1.09,1.20,2.90,0.18,77.0,80.4,78.7,-0.74,-0.57,-0.65
US38,North Dakota,U.S.A.,769.967,4.3,8.49,116,0.40,0.35,0.38,216,0.44,0.38,0.42,9.16,0.26,77.1,81.9,79.4,-0.36,-0.31,-0.34
SWZ,Eswatini,Cntry/Terr,1160.164,67.5,9.17,100,0.09,0.34,0.38,200,0.22,0.86,0.95,9.41,0.12,55.9,64.6,60.1,-0.19,-0.21,-0.20
US49,Utah,U.S.A.,3194.497,15.0,5.81,118,0.26,0.34,0.38,218,0.44,0.58,0.64,6.48,0.26,77.1,81.0,79.0,-0.53,-0.40,-0.46
US05,Arkansas,U.S.A.,3049.575,22.6,10.85,122,0.38,0.34,0.37,222,0.48,0.43,0.48,11.48,0.29,73.2,78.5,75.8,-0.32,-0.27,-0.30
US40,Oklahoma,U.S.A.,3989.492,22.4,10.29,124,0.35,0.33,0.36,224,0.63,0.59,0.65,11.03,0.38,73.3,78.3,75.7,-0.45,-0.38,-0.41
EGY,Egypt,Cntry/Terr,102334.403,102.8,5.77,139,0.12,0.33,0.36,239,0.17,0.47,0.51,5.88,0.11,69.6,74.3,71.9,-0.24,-0.19,-0.21
ES12,Galicia,Spain,2697.559,91.2,11.57,133,0.63,0.32,0.35,233,0.41,0.21,0.23,17.33,0.26,73.3,86.3,79.6,-0.14,-0.22,-0.18
SLV,El Salvador,Cntry/Terr,6486.201,313.0,7.11,115,0.18,0.32,0.35,215,0.38,0.67,0.74,7.42,0.23,68.3,77.6,72.8,-0.41,-0.38,-0.39
YEM,Yemen,Cntry/Terr,29825.968,56.5,5.97,86,0.07,0.32,0.35,186,0.44,2.13,2.35,6.20,0.23,63.8,67.5,65.6,-0.71,-0.49,-0.60
TUR,Turkey,Cntry/Terr,84339.067,109.6,5.51,129,0.19,0.31,0.35,229,0.19,0.31,0.34,5.77,0.12,74.7,80.5,77.5,-0.23,-0.21,-0.22
PRT,Portugal,Cntry/Terr,10196.707,111.3,10.87,130,0.47,0.30,0.33,230,0.60,0.39,0.42,11.63,0.38,78.9,84.6,81.7,-0.37,-0.34,-0.35
CPV,Cabo Verde,Cntry/Terr,555.988,138.0,5.56,120,0.12,0.30,0.33,220,0.06,0.16,0.18,5.67,0.04,69.6,76.3,72.9,-0.08,-0.07,-0.07
US20,Kansas,U.S.A.,2945.539,13.9,9.29,121,0.33,0.29,0.32,221,0.23,0.21,0.23,9.83,0.14,76.1,80.8,78.4,-0.18,-0.15,-0.17
GNB,Guinea-Bissau,Cntry/Terr,1967.998,70.0,9.32,90,0.05,0.28,0.31,190,0.03,0.14,0.15,9.37,0.01,56.5,60.5,58.5,-0.03,-0.02,-0.03
RUS,Russian Federation,Cntry/Terr,145934.460,8.9,12.89,122,0.26,0.28,0.30,222,0.45,0.47,0.52,13.13,0.27,67.0,77.6,72.2,-0.21,-0.25,-0.23
ROU,Romania,Cntry/Terr,19237.682,83.6,13.21,125,0.32,0.27,0.30,225,0.60,0.50,0.56,13.61,0.37,72.4,79.3,75.8,-0.31,-0.28,-0.29
SUR,Suriname,Cntry/Terr,586.634,3.8,7.46,110,0.13,0.26,0.29,210,0.08,0.15,0.17,7.58,0.04,68.5,75.1,71.7,-0.07,-0.07,-0.07
PAK,Pakistan,Cntry/Terr,220892.331,286.5,6.86,128,0.07,0.24,0.26,228,0.08,0.25,0.27,6.98,0.05,66.3,68.4,67.3,-0.13,-0.08,-0.10
IT12,Lazio,Italy,5885.980,341707.9,9.70,141,0.38,0.24,0.26,241,0.25,0.16,0.18,10.48,0.17,80.0,85.4,82.7,-0.18,-0.16,-0.17
ES14,Murcia (Region de),Spain,1479.460,130.8,7.65,127,0.29,0.24,0.26,227,0.20,0.17,0.18,11.25,0.12,73.7,85.5,79.4,-0.10,-0.15,-0.12
GAB,Gabon,Cntry/Terr,2225.728,8.6,6.69,127,0.06,0.24,0.26,227,0.03,0.13,0.15,6.78,0.02,64.4,68.7,66.5,-0.06,-0.04,-0.05
BIH,Bosnia and Herzegovina,Cntry/Terr,3280.815,64.3,11.08,126,0.24,0.23,0.25,226,0.63,0.59,0.65,11.51,0.39,74.7,79.7,77.1,-0.40,-0.33,-0.37
DNK,Denmark,Cntry/Terr,5792.203,136.5,9.88,132,0.29,0.23,0.25,232,0.18,0.14,0.15,10.08,0.11,79.0,82.9,80.9,-0.13,-0.11,-0.12
US16,Idaho,U.S.A.,1774.655,8.3,8.16,120,0.24,0.23,0.25,220,0.48,0.46,0.50,8.84,0.29,77.0,81.1,79.0,-0.41,-0.33,-0.37
IT16,Puglia,Italy,4034.220,206586.8,9.60,143,0.35,0.22,0.24,243,0.23,0.15,0.16,10.37,0.15,80.1,85.4,82.7,-0.17,-0.15,-0.16
AZE,Azerbaijan,Cntry/Terr,10139.175,122.7,6.89,129,0.11,0.22,0.24,229,0.10,0.21,0.23,6.96,0.06,70.4,75.5,72.9,-0.11,-0.09,-0.10
CMR,Cameroon,Cntry/Terr,26545.864,56.2,8.95,123,0.04,0.22,0.24,223,0.03,0.15,0.17,8.97,0.02,58.2,60.8,59.5,-0.05,-0.03,-0.04
ARG,Argentina,Cntry/Terr,45195.777,16.5,7.61,140,0.16,0.21,0.23,240,0.30,0.40,0.44,7.92,0.20,73.1,79.8,76.4,-0.29,-0.28,-0.29
US50,Vermont,U.S.A.,634.325,26.5,9.63,126,0.26,0.20,0.22,226,0.14,0.11,0.12,10.24,0.09,76.7,81.8,79.2,-0.10,-0.09,-0.10
SRB,Serbia,Cntry/Terr,8737.370,99.9,13.23,127,0.22,0.20,0.22,227,0.97,0.88,0.97,13.82,0.60,73.0,78.3,75.6,-0.52,-0.42,-0.47
MNE,Montenegro,Cntry/Terr,628.062,46.7,10.77,122,0.19,0.20,0.22,222,1.73,1.80,1.98,11.88,1.05,73.5,78.6,76.0,-1.08,-0.86,-0.98
LBR,Liberia,Cntry/Terr,5057.677,52.5,7.34,112,0.05,0.20,0.22,212,0.62,2.66,2.92,7.74,0.36,61.9,65.1,63.4,-0.99,-0.63,-0.81
US23,Maine,U.S.A.,1355.887,17.0,10.99,119,0.27,0.19,0.21,219,0.22,0.16,0.18,11.91,0.13,75.9,81.0,78.4,-0.13,-0.11,-0.12
VIR,United States Virgin Islands,Cntry/Terr,104.423,298.4,9.05,110,0.22,0.19,0.21,210,0.11,0.10,0.11,9.38,0.06,78.1,83.1,80.5,-0.08,-0.07,-0.07
DEU,Germany,Cntry/Terr,83783.945,240.4,11.45,138,0.29,0.19,0.21,238,0.18,0.12,0.13,11.76,0.12,79.0,83.7,81.3,-0.12,-0.10,-0.11
CN17,Hubei,China,60772.884,326.9,7.00,196,0.14,0.19,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ,Kazakhstan,Cntry/Terr,18776.707,7.0,7.24,120,0.10,0.19,0.20,220,0.19,0.38,0.41,7.39,0.12,69.0,77.5,73.1,-0.18,-0.19,-0.18
ISR,Israel,Cntry/Terr,8655.541,400.0,5.32,127,0.15,0.18,0.20,227,0.42,0.51,0.57,5.74,0.26,80.9,84.2,82.5,-0.58,-0.45,-0.52
SDN,Sudan,Cntry/Terr,43849.269,24.8,7.06,132,0.04,0.18,0.19,232,0.04,0.16,0.17,7.14,0.03,63.6,67.4,65.4,-0.08,-0.05,-0.06
ES05,Canarias,Spain,2136.113,286.8,7.05,134,0.21,0.18,0.19,234,0.12,0.10,0.11,11.20,0.08,72.9,85.1,78.9,-0.06,-0.10,-0.08
BLR,Belarus,Cntry/Terr,9449.321,46.6,12.56,115,0.17,0.17,0.19,215,0.15,0.15,0.16,12.75,0.09,69.7,79.5,74.5,-0.07,-0.08,-0.07
BHS,Bahamas,Cntry/Terr,393.248,39.3,6.97,114,0.09,0.17,0.19,214,0.05,0.09,0.10,7.14,0.03,71.7,76.2,73.8,-0.06,-0.04,-0.05
PSE,State of Palestine,Cntry/Terr,5101.416,847.4,3.46,122,0.04,0.17,0.18,222,1.08,4.57,5.02,4.14,0.65,70.2,74.2,72.1,-2.39,-1.77,-2.09
ATG,Antigua and Barbuda,Cntry/Terr,97.928,222.6,6.51,108,0.10,0.16,0.18,208,0.06,0.10,0.11,6.64,0.04,75.9,78.2,77.0,-0.07,-0.05,-0.06
SEN,Senegal,Cntry/Terr,16743.930,87.0,5.52,115,0.03,0.16,0.18,215,0.03,0.15,0.17,5.57,0.02,65.9,70.1,68.0,-0.06,-0.04,-0.05
ES18,Ceuta,Spain,83.673,4183.6,6.29,120,0.15,0.16,0.18,220,0.09,0.10,0.11,9.56,0.05,72.1,82.8,77.3,-0.05,-0.07,-0.06
AUT,Austria,Cntry/Terr,9006.400,109.3,9.93,135,0.21,0.16,0.18,235,0.13,0.09,0.10,10.07,0.08,79.3,83.9,81.5,-0.09,-0.08,-0.09
US41,Oregon,U.S.A.,4244.225,17.1,8.84,129,0.18,0.16,0.17,229,0.26,0.22,0.24,9.41,0.16,77.1,81.7,79.3,-0.21,-0.18,-0.19
COM,Comoros,Cntry/Terr,869.595,467.3,7.09,83,0.04,0.16,0.17,183,0.02,0.07,0.08,7.12,0.01,62.7,66.3,64.5,-0.02,-0.02,-0.02
IT15,Campania,Italy,5801.773,424534.7,9.20,136,0.20,0.15,0.17,236,0.12,0.09,0.10,9.78,0.08,78.3,84.1,81.1,-0.09,-0.08,-0.08
US56,Wyoming,U.S.A.,584.633,2.3,8.23,95,0.16,0.15,0.17,195,0.07,0.06,0.07,8.73,0.04,76.8,81.4,79.0,-0.05,-0.05,-0.05
SLE,Sierra Leone,Cntry/Terr,7976.985,110.5,11.38,95,0.03,0.15,0.17,195,0.02,0.07,0.08,11.40,0.01,54.1,55.8,54.9,-0.02,-0.01,-0.01
DZA,Algeria,Cntry/Terr,43851.043,18.4,4.73,136,0.07,0.15,0.16,236,0.10,0.20,0.22,4.92,0.06,75.7,78.2,76.9,-0.18,-0.12,-0.15
ZMB,Zambia,Cntry/Terr,18383.956,24.7,6.33,114,0.02,0.14,0.16,214,0.73,4.51,4.96,6.75,0.43,59.6,65.8,62.6,-1.39,-1.15,-1.27
US54,West Virginia,U.S.A.,1828.890,29.3,12.82,110,0.19,0.14,0.16,210,0.12,0.09,0.10,13.45,0.07,72.4,77.9,75.1,-0.06,-0.05,-0.06
HUN,Hungary,Cntry/Terr,9660.350,106.7,12.74,132,0.17,0.14,0.16,232,0.11,0.09,0.10,13.01,0.07,73.3,80.3,76.7,-0.06,-0.06,-0.06
COG,Congo,Cntry/Terr,5518.092,16.2,6.62,115,0.03,0.14,0.15,215,0.02,0.09,0.09,6.67,0.01,63.2,66.1,64.6,-0.03,-0.02,-0.03
PRI,Puerto Rico,Cntry/Terr,2860.840,322.5,9.83,126,0.19,0.14,0.15,226,0.21,0.15,0.17,10.49,0.13,76.6,83.5,79.9,-0.15,-0.14,-0.15
IND,India,Cntry/Terr,1380004.385,464.1,7.33,135,0.06,0.14,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUY,Guyana,Cntry/Terr,786.559,4.0,7.67,135,0.07,0.13,0.15,235,0.30,0.61,0.67,7.79,0.19,66.5,72.8,69.6,-0.44,-0.37,-0.41
IT20,Sardegna,Italy,1643.577,68239.9,9.90,132,0.23,0.13,0.15,232,0.22,0.13,0.14,10.75,0.14,80.0,85.9,82.9,-0.15,-0.14,-0.14
IT10,Umbria,Italy,884.495,104653.3,11.40,134,0.25,0.13,0.14,234,0.14,0.07,0.08,12.18,0.09,81.3,86.1,83.7,-0.09,-0.08,-0.08
HTI,Haiti,Cntry/Terr,11402.533,413.7,8.42,110,0.04,0.13,0.14,210,0.18,0.52,0.58,8.57,0.11,61.8,66.3,64.0,-0.24,-0.18,-0.21
GUM,Guam,Cntry/Terr,168.783,312.6,5.36,125,0.09,0.13,0.14,225,0.05,0.08,0.09,5.54,0.03,77.0,83.6,80.2,-0.06,-0.07,-0.06
