LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,160,2.16,6.63,7.33,279,2.42,7.44,8.21,5.78,1.85,67.2,74.1,70.6,-5.40,-4.51,-4.97
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,156,2.40,4.97,5.49,275,1.92,3.96,4.37,6.98,1.44,68.9,75.6,72.2,-3.10,-2.60,-2.85
PE17,Madre de Dios,Peru,158.084,1.9,NA,169,1.77,4.94,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE11,Ica,Peru,954.364,44.7,NA,169,3.31,4.92,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,156,2.08,4.88,5.39,275,2.16,5.06,5.59,6.35,1.62,69.0,75.8,72.3,-3.96,-3.35,-3.66
PE07,Callao,Peru,"1,119.096",7669.8,NA,169,3.06,4.43,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE24,Tumbes,Peru,252.031,54.0,NA,169,2.39,4.20,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE16,Loreto,Peru,981.170,2.7,NA,169,2.04,4.14,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,153,2.08,3.98,4.39,272,1.92,3.67,4.06,7.28,1.43,69.5,76.1,72.7,-2.90,-2.44,-2.67
MX04,Campeche,Mexico,945.785,16.4,4.64,150,2.00,3.80,4.20,269,1.32,2.50,2.76,7.00,0.97,69.9,76.2,73.0,-2.01,-1.65,-1.84
PE15,Lima,Peru,"10,693.435",307.0,NA,169,2.61,3.61,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,158,2.05,3.59,3.96,277,2.05,3.60,3.97,7.91,1.55,69.3,75.9,72.5,-2.86,-2.39,-2.63
PE14,Lambayeque,Peru,"1,340.725",92.6,NA,169,2.57,3.58,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.715,2.7,NA,154,2.31,3.51,3.88,273,1.36,2.07,2.28,NA,NA,NA,NA,NA,NA,NA,NA
PE18,Moquegua,Peru,197.521,12.6,NA,169,2.51,3.36,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX09,Ciudad de Mexico,Mexico,"10,298.920",6888.8,6.23,170,2.24,3.33,3.67,289,2.09,3.11,3.43,8.46,1.65,70.7,77.2,73.9,-2.80,-2.33,-2.57
PE13,La Libertad,Peru,"1,990.970",78.1,NA,169,2.24,3.25,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US34,New Jersey,U.S.A.,"9,008.043",468.8,8.31,173,3.75,3.23,3.57,292,2.48,2.13,2.36,10.75,1.98,75.2,80.4,77.7,-2.48,-2.07,-2.28
PER,Peru,Cntry/Terr,"32,971.846",25.8,5.45,169,1.91,3.15,3.48,288,1.80,2.97,3.28,7.30,1.42,71.6,77.3,74.4,-2.70,-2.31,-2.51
BR23,Ceara,Brazil,"9,236.905",62.0,NA,163,2.06,3.14,3.46,282,1.27,1.93,2.13,NA,NA,NA,NA,NA,NA,NA,NA
MX29,Tlaxcala,Mexico,"1,345.008",336.5,4.73,147,1.72,3.13,3.46,266,1.48,2.70,2.98,7.15,1.08,70.2,76.3,73.2,-2.20,-1.78,-2.00
BR13,Amazonas (BR),Brazil,"4,192.173",2.7,NA,164,2.04,3.10,3.42,283,1.28,1.94,2.14,NA,NA,NA,NA,NA,NA,NA,NA
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,170,2.02,3.07,3.39,289,1.85,2.80,3.10,NA,NA,NA,NA,NA,NA,NA,NA
BR53,Distrito Federal,Brazil,"3,049.880",529.4,NA,160,1.98,3.01,3.32,279,1.43,2.17,2.40,NA,NA,NA,NA,NA,NA,NA,NA
PE22,San Martin,Peru,909.611,17.7,NA,169,1.58,3.00,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US36,New York,U.S.A.,"19,779.540",161.7,7.83,175,3.49,2.99,3.30,294,2.62,2.25,2.48,10.57,2.11,75.3,80.7,78.0,-2.71,-2.36,-2.54
PE20,Piura,Peru,"2,076.318",58.2,NA,169,1.91,2.98,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR51,Mato Grosso,Brazil,"3,524.464",3.9,NA,155,1.91,2.89,3.20,274,1.43,2.18,2.41,NA,NA,NA,NA,NA,NA,NA,NA
BR28,Sergipe,Brazil,"2,325.083",106.0,NA,156,1.89,2.88,3.18,275,1.25,1.89,2.09,NA,NA,NA,NA,NA,NA,NA,NA
BR32,Espirito Santo,Brazil,"4,064.780",88.2,NA,156,1.86,2.82,3.12,275,1.29,1.96,2.16,NA,NA,NA,NA,NA,NA,NA,NA
BR16,Amapa,Brazil,855.439,6.0,NA,154,1.86,2.82,3.12,273,1.83,2.79,3.08,NA,NA,NA,NA,NA,NA,NA,NA
MX03,Baja California Sur,Mexico,727.007,9.8,3.82,156,1.19,2.77,3.06,275,1.90,4.43,4.89,6.19,1.43,69.3,76.1,72.7,-3.54,-3.01,-3.28
MX06,Colima,Mexico,749.741,133.2,4.95,141,1.55,2.68,2.96,260,1.94,3.37,3.72,7.64,1.38,70.4,75.9,73.1,-2.70,-2.08,-2.40
BR26,Pernambuco,Brazil,"9,666.777",98.6,NA,164,1.76,2.67,2.95,283,1.22,1.85,2.04,NA,NA,NA,NA,NA,NA,NA,NA
PE25,Ucayali,Peru,552.917,5.4,NA,169,1.18,2.65,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE02,Ancash,Peru,"1,216.095",33.9,NA,169,2.09,2.65,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR12,Acre,Brazil,892.059,5.4,NA,151,1.69,2.57,2.84,270,1.09,1.66,1.83,NA,NA,NA,NA,NA,NA,NA,NA
BR15,Para,Brazil,"8,701.617",7.0,NA,157,1.67,2.53,2.79,276,1.13,1.71,1.89,NA,NA,NA,NA,NA,NA,NA,NA
US25,Massachusetts,U.S.A.,"6,985.561",344.1,8.57,168,2.83,2.43,2.68,287,2.59,2.22,2.45,10.85,2.03,74.9,80.6,77.7,-2.47,-2.11,-2.29
BR11,Rondonia,Brazil,"1,797.626",7.6,NA,149,1.59,2.42,2.67,268,1.20,1.82,2.01,NA,NA,NA,NA,NA,NA,NA,NA
MX15,Mexico (State),Mexico,"17,378.187",777.5,4.50,158,1.09,2.37,2.61,277,1.39,3.02,3.33,6.27,1.05,70.5,75.8,73.1,-2.62,-2.00,-2.32
MX31,Yucatan,Mexico,"2,269.237",57.4,5.71,152,1.43,2.34,2.59,271,1.74,2.85,3.14,8.18,1.29,69.4,76.0,72.6,-2.24,-1.87,-2.06
PE04,Arequipa,Peru,"1,556.127",24.6,NA,169,1.63,2.26,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX21,Puebla,Mexico,"6,612.709",192.8,5.37,159,1.26,2.25,2.49,278,1.32,2.36,2.61,7.37,1.00,69.8,76.2,72.9,-1.97,-1.63,-1.80
BR24,Rio Grande do Norte,Brazil,"3,547.108",67.2,NA,160,1.47,2.23,2.46,279,1.12,1.70,1.88,NA,NA,NA,NA,NA,NA,NA,NA
MX28,Tamaulipas,Mexico,"3,689.743",45.9,5.26,153,1.20,2.23,2.46,272,1.07,1.98,2.19,6.86,0.79,70.6,77.0,73.7,-1.65,-1.39,-1.52
US11,District of Columbia,U.S.A.,712.330,4477.2,7.15,162,1.93,2.22,2.45,281,1.90,2.18,2.41,9.10,1.46,72.7,79.0,75.8,-2.22,-2.16,-2.19
US22,Louisiana,U.S.A.,"4,713.234",41.8,9.78,174,2.24,2.19,2.42,293,2.36,2.31,2.55,11.80,1.89,71.6,77.4,74.4,-2.14,-1.83,-1.99
BR25,Paraiba,Brazil,"4,064.251",72.0,NA,157,1.43,2.18,2.41,276,1.16,1.76,1.94,NA,NA,NA,NA,NA,NA,NA,NA
US09,Connecticut,U.S.A.,"3,613.794",288.0,8.73,169,2.68,2.15,2.38,288,1.78,1.43,1.58,10.62,1.40,76.1,81.5,78.7,-1.69,-1.45,-1.57
BR35,Sao Paulo,Brazil,"46,446.155",187.1,NA,172,1.42,2.15,2.38,291,1.06,1.61,1.77,NA,NA,NA,NA,NA,NA,NA,NA
MX13,Hidalgo,Mexico,"3,072.136",147.6,4.87,160,1.23,2.11,2.34,279,1.60,2.75,3.04,7.77,1.22,70.0,76.0,72.9,-2.29,-1.83,-2.06
MX05,Coahuila de Zaragoza,Mexico,"3,150.456",20.7,5.31,159,1.06,2.09,2.30,278,1.35,2.66,2.93,6.64,1.03,70.5,77.0,73.6,-2.25,-1.89,-2.07
BR22,Piaui,Brazil,"3,310.800",13.2,NA,150,1.37,2.08,2.29,269,1.19,1.81,2.00,NA,NA,NA,NA,NA,NA,NA,NA
MX19,Nuevo Leon,Mexico,"5,360.737",83.5,4.97,153,1.05,2.01,2.22,272,1.50,2.86,3.16,6.79,1.11,70.5,77.1,73.7,-2.38,-2.01,-2.20
MEX,Mexico (Country),Cntry/Terr,"128,932.753",66.3,5.97,170,1.11,2.01,2.22,289,1.36,2.48,2.73,7.25,1.08,70.2,76.2,73.1,-2.18,-1.76,-1.97
BR27,Alagoas,Brazil,"3,375.667",121.2,NA,158,1.31,1.99,2.20,277,0.85,1.30,1.43,NA,NA,NA,NA,NA,NA,NA,NA
ES08,Castilla-La Mancha,Spain,"2,021.012",25.4,9.54,178,3.10,1.96,2.16,297,2.73,1.72,1.90,12.57,2.21,79.1,84.4,81.7,-2.31,-1.98,-2.15
