LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
BR22,Piaui,Brazil,"3,310.800",13.2,NA,157,1.36,2.09,2.28,269,1.12,1.73,1.89,NA,NA,NA,NA,NA,NA,NA,NA
MEX,Mexico (Country),Cntry/Terr,"128,932.753",66.3,5.97,177,1.12,2.05,2.24,289,1.36,2.49,2.73,7.25,1.07,70.2,76.2,73.1,-2.17,-1.76,-1.97
BR27,Alagoas,Brazil,"3,375.667",121.2,NA,165,1.29,1.97,2.16,277,0.90,1.38,1.50,NA,NA,NA,NA,NA,NA,NA,NA
BRA,Brazil,Cntry/Terr,"212,559.409",25.4,6.42,179,1.25,1.91,2.09,291,1.10,1.68,1.84,7.63,0.87,70.9,78.2,74.5,-1.56,-1.49,-1.52
MX18,Nayarit,Mexico,"1,255.449",45.1,5.47,162,1.17,1.91,2.09,274,1.61,2.63,2.87,7.96,1.21,70.7,76.2,73.4,-2.21,-1.72,-1.97
ES08,Castilla-La Mancha,Spain,"2,021.012",25.4,9.54,185,2.99,1.91,2.08,297,3.11,1.99,2.17,12.86,2.53,78.8,84.2,81.4,-2.61,-2.24,-2.43
ES13,Madrid (Comunidad de),Spain,"6,611.809",823.6,7.06,192,2.54,1.87,2.05,304,3.08,2.27,2.48,10.29,2.56,79.3,84.7,81.9,-3.24,-2.94,-3.09
IT03,Lombardia,Italy,"10,073.686",422224.8,9.90,203,3.02,1.87,2.05,315,2.68,1.66,1.82,12.64,2.31,78.2,84.1,81.1,-2.29,-2.03,-2.16
MX22,Queretaro,Mexico,"2,094.397",179.0,4.36,165,0.88,1.87,2.05,277,1.40,2.96,3.24,6.36,1.06,70.2,76.6,73.3,-2.48,-2.06,-2.28
MX17,Morelos,Mexico,"2,047.959",419.8,5.49,166,1.11,1.83,2.00,278,1.36,2.24,2.45,7.82,1.03,70.8,76.3,73.5,-1.91,-1.49,-1.71
US28,Mississippi,U.S.A.,"3,019.798",24.9,10.82,172,1.87,1.83,2.00,284,2.06,2.01,2.20,12.54,1.60,70.6,76.9,73.7,-1.62,-1.44,-1.53
BR17,Tocantins,Brazil,"1,590.921",5.7,NA,150,1.19,1.82,1.99,262,1.53,2.35,2.57,NA,NA,NA,NA,NA,NA,NA,NA
MX01,Aguascalientes,Mexico,"1,360.852",242.3,4.37,153,0.84,1.80,1.96,265,1.33,2.84,3.10,6.18,0.97,70.7,77.0,73.7,-2.31,-1.92,-2.12
US44,Rhode Island,U.S.A.,"1,070.329",395.5,9.59,167,2.18,1.78,1.94,279,2.32,1.89,2.07,11.44,1.77,75.2,80.3,77.7,-2.04,-1.73,-1.89
MX12,Guerrero,Mexico,"3,882.954",61.1,4.86,162,1.02,1.75,1.91,274,1.22,2.10,2.30,8.22,0.91,68.7,75.0,71.8,-1.58,-1.30,-1.44
MX11,Guanajuato,Mexico,"6,295.742",205.6,4.95,157,0.92,1.71,1.87,269,1.35,2.51,2.74,7.06,0.99,70.1,76.6,73.3,-2.03,-1.70,-1.87
BR52,Goias,Brazil,"7,098.918",20.9,NA,170,1.10,1.69,1.84,282,1.27,1.94,2.12,NA,NA,NA,NA,NA,NA,NA,NA
BR21,Maranhao,Brazil,"7,156.397",21.7,NA,166,1.09,1.68,1.83,278,0.77,1.18,1.29,NA,NA,NA,NA,NA,NA,NA,NA
PE23,Tacna,Peru,371.146,23.1,NA,176,0.96,1.63,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE01,Amazonas (PE),Peru,423.381,10.8,NA,176,0.98,1.63,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE12,Junin,Peru,"1,393.373",31.4,NA,176,1.04,1.62,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX24,San Luis Potosi,Mexico,"2,972.710",48.6,5.14,170,0.99,1.61,1.75,282,1.56,2.54,2.78,8.15,1.20,70.1,75.9,72.9,-2.13,-1.68,-1.91
MX30,Veracruz de Ignacio de la Llave,Mexico,"8,831.401",122.9,5.90,165,0.97,1.57,1.71,277,1.18,1.90,2.07,8.11,0.89,70.0,76.4,73.1,-1.53,-1.27,-1.40
PAN,Panama,Cntry/Terr,"4,314.768",58.0,5.06,186,0.97,1.55,1.70,298,1.32,2.11,2.30,6.35,1.07,73.0,79.5,76.2,-2.62,-2.32,-2.47
CHL,Chile,Cntry/Terr,"19,116.209",25.7,6.12,175,1.29,1.55,1.69,287,1.09,1.31,1.43,7.32,0.85,76.5,81.3,78.8,-1.52,-1.28,-1.40
ZAF,South Africa,Cntry/Terr,"59,308.690",48.9,9.52,169,0.56,1.53,1.67,281,0.45,1.22,1.34,9.84,0.34,60.4,67.3,63.8,-0.47,-0.43,-0.45
MX08,Chihuahua,Mexico,"3,832.828",15.5,7.58,155,0.75,1.52,1.67,267,1.21,2.45,2.68,6.50,0.89,70.4,76.9,73.6,-2.00,-1.69,-1.84
COL,Colombia,Cntry/Terr,"50,882.884",45.9,5.53,174,0.92,1.49,1.63,286,1.10,1.77,1.93,6.67,0.86,72.8,78.7,75.7,-1.85,-1.48,-1.67
IRQ,Iraq,Cntry/Terr,"40,222.503",92.6,4.80,192,0.37,1.49,1.62,304,0.93,3.74,4.09,5.51,0.78,66.4,71.2,68.7,-2.24,-1.66,-1.96
PE10,Huanuco,Peru,804.804,21.6,NA,176,0.90,1.48,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES17,"Rioja, La",Spain,315.741,62.6,10.00,187,2.36,1.41,1.54,299,4.32,2.58,2.82,14.25,3.53,78.1,83.8,80.9,-3.22,-3.05,-3.14
GUF,French Guiana,Cntry/Terr,298.682,3.6,2.92,145,0.53,1.38,1.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT02,Valle d'Aosta/Vallee d'Aoste,Italy,125.953,38701.3,11.70,185,2.29,1.34,1.47,297,2.10,1.23,1.35,13.97,1.71,76.6,83.9,80.2,-1.47,-1.32,-1.40
US04,Arizona,U.S.A.,"7,262.286",24.7,8.23,174,1.53,1.34,1.46,286,1.79,1.57,1.71,9.98,1.40,75.2,80.9,78.0,-1.91,-1.65,-1.78
US13,Georgia (USA),U.S.A.,"10,628.510",70.9,7.97,179,1.19,1.30,1.42,291,1.69,1.84,2.01,9.73,1.34,73.4,78.8,76.0,-1.85,-1.53,-1.69
BR29,Bahia,Brazil,"15,043.792",26.6,NA,167,0.85,1.30,1.42,279,0.88,1.35,1.48,NA,NA,NA,NA,NA,NA,NA,NA
BEL,Belgium,Cntry/Terr,"11,589.616",382.7,9.79,181,1.73,1.29,1.42,293,1.39,1.04,1.14,11.00,1.11,78.3,82.9,80.5,-1.25,-1.06,-1.16
BR50,Mato Grosso do Sul,Brazil,"2,810.886",7.9,NA,165,0.81,1.24,1.36,277,0.96,1.47,1.61,NA,NA,NA,NA,NA,NA,NA,NA
US24,Maryland,U.S.A.,"6,109.605",241.3,8.25,175,1.31,1.24,1.36,287,1.67,1.58,1.73,9.88,1.31,74.6,80.3,77.4,-1.76,-1.53,-1.65
MX14,Jalisco,Mexico,"8,442.704",107.4,5.33,172,0.69,1.23,1.35,284,1.23,2.18,2.38,7.19,0.95,70.6,77.0,73.7,-1.87,-1.57,-1.72
US17,Illinois,U.S.A.,"12,887.403",89.5,8.57,178,1.35,1.23,1.35,290,1.70,1.55,1.69,10.36,1.34,75.0,80.2,77.5,-1.70,-1.44,-1.57
PE19,Pasco,Peru,284.581,11.4,NA,176,0.67,1.22,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US26,Michigan,U.S.A.,"10,114.528",68.7,9.80,177,1.41,1.21,1.32,289,1.59,1.36,1.49,11.51,1.25,74.2,79.3,76.7,-1.40,-1.17,-1.29
PE05,Ayacucho,Peru,688.200,15.7,NA,176,0.84,1.21,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND,Honduras,Cntry/Terr,"9,904.608",88.5,4.44,170,0.45,1.19,1.30,282,1.05,2.82,3.08,5.35,0.81,70.6,75.6,73.0,-2.57,-2.13,-2.36
MX32,Zacatecas,Mexico,"1,713.503",22.8,5.62,163,0.76,1.19,1.30,275,1.03,1.61,1.76,7.83,0.77,70.7,77.0,73.8,-1.37,-1.14,-1.26
OMN,Oman,Cntry/Terr,"5,106.622",16.5,2.44,165,0.33,1.19,1.30,277,0.83,2.96,3.24,3.11,0.63,73.7,78.1,75.8,-2.65,-2.38,-2.52
ES07,Castilla y Leon,Spain,"2,401.521",25.5,11.91,183,2.40,1.16,1.27,295,2.61,1.26,1.38,15.26,2.10,80.0,85.4,82.6,-1.77,-1.62,-1.70
US48,Texas,U.S.A.,"28,999.321",42.7,7.00,178,0.99,1.15,1.26,290,1.51,1.75,1.92,8.43,1.20,74.7,79.9,77.2,-1.91,-1.63,-1.77
BR42,Santa Catarina,Brazil,"7,247.033",75.7,NA,170,0.74,1.13,1.24,282,0.75,1.15,1.26,NA,NA,NA,NA,NA,NA,NA,NA
US10,Delaware,U.S.A.,979.254,193.4,9.54,169,1.36,1.13,1.24,281,1.04,0.87,0.95,10.80,0.80,75.0,80.6,77.7,-0.93,-0.81,-0.87
BR43,Rio Grande do Sul,Brazil,"11,507.839",40.9,NA,171,0.73,1.12,1.23,283,0.79,1.21,1.32,NA,NA,NA,NA,NA,NA,NA,NA
ES15,Navarra (C. Foral de),Spain,651.019,62.7,8.51,181,1.68,1.10,1.20,293,2.11,1.38,1.51,11.18,1.69,80.0,85.6,82.7,-1.85,-1.73,-1.79
US45,South Carolina,U.S.A.,"5,145.408",66.0,9.84,175,1.21,1.09,1.19,287,1.64,1.48,1.61,11.57,1.28,73.0,78.7,75.8,-1.43,-1.22,-1.33
BR41,Parana,Brazil,"11,565.208",58.0,NA,169,0.69,1.07,1.17,281,0.81,1.24,1.36,NA,NA,NA,NA,NA,NA,NA,NA
MX10,Durango,Mexico,"1,858.666",15.0,5.65,175,0.58,1.06,1.16,287,1.07,1.97,2.15,7.02,0.84,70.4,76.8,73.5,-1.72,-1.44,-1.58
KGZ,Kyrgyzstan,Cntry/Terr,"6,524.191",34.0,6.07,163,0.37,1.05,1.14,275,0.22,0.63,0.68,6.02,0.16,67.2,75.4,71.2,-0.29,-0.32,-0.30
IT08,Emilia-Romagna,Italy,"4,468.697",164493.2,11.20,199,1.84,1.04,1.14,311,1.89,1.07,1.17,13.10,1.61,79.3,84.7,81.9,-1.54,-1.32,-1.43
MYT,Mayotte,Cntry/Terr,272.813,727.5,2.69,164,0.33,1.04,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES02,Aragon,Spain,"1,315.017",27.6,10.26,188,1.79,1.03,1.13,300,1.86,1.07,1.17,13.00,1.52,79.7,85.4,82.5,-1.45,-1.35,-1.40
ES09,Catalunia,Spain,"7,623.414",237.4,8.41,188,1.47,1.02,1.12,300,1.62,1.13,1.23,10.64,1.33,79.5,85.2,82.3,-1.52,-1.39,-1.46
MX20,Oaxaca,Mexico,"4,386.373",46.8,5.71,165,0.67,1.02,1.12,277,0.73,1.12,1.22,8.15,0.55,70.4,76.1,73.2,-0.95,-0.75,-0.86
IRN,Iran (Islamic Republic of),Cntry/Terr,"83,992.953",51.6,4.88,206,0.48,1.02,1.11,318,0.61,1.29,1.41,5.43,0.53,74.5,77.3,75.9,-1.19,-0.79,-1.00
USA,United States of America,Cntry/Terr,"331,002.647",36.2,8.69,194,1.09,1.00,1.09,306,1.50,1.37,1.50,10.27,1.25,74.9,80.1,77.4,-1.60,-1.36,-1.49
IT01,Piemonte,Italy,"4,369.052",172347.8,12.30,191,1.82,1.00,1.09,303,1.91,1.05,1.14,14.30,1.58,78.4,84.2,81.2,-1.36,-1.17,-1.27
MX07,Chiapas,Mexico,"5,412.679",73.8,4.53,154,0.44,0.99,1.09,266,0.29,0.65,0.71,5.73,0.21,71.1,76.6,73.8,-0.56,-0.45,-0.50
US42,Pennsylvania,U.S.A.,"12,966.170",111.7,10.59,176,1.25,0.99,1.08,288,1.61,1.27,1.39,12.18,1.27,74.2,79.8,76.9,-1.31,-1.14,-1.23
US18,Indiana,U.S.A.,"6,767.587",72.8,9.84,178,1.04,0.96,1.05,290,1.32,1.23,1.34,11.17,1.04,73.4,78.9,76.1,-1.18,-1.02,-1.10
US32,Nevada,U.S.A.,"3,070.509",10.8,8.22,174,0.98,0.96,1.05,286,1.66,1.63,1.78,10.00,1.30,74.2,79.6,76.8,-1.73,-1.48,-1.61
BR31,Minas Gerais,Brazil,"21,411.788",36.5,NA,166,0.62,0.95,1.04,278,0.66,1.01,1.10,NA,NA,NA,NA,NA,NA,NA,NA
GBR,United Kingdom,Cntry/Terr,"67,886.004",280.6,9.38,190,1.18,0.94,1.02,302,1.24,0.98,1.07,10.50,1.02,78.5,82.1,80.3,-1.25,-0.97,-1.12
MX16,Michoacan de Ocampo,Mexico,"4,992.690",85.1,5.55,168,0.59,0.93,1.02,280,1.16,1.84,2.01,7.97,0.89,70.9,75.9,73.4,-1.63,-1.23,-1.43
IT22,Trento (Provincia autonoma di),Italy,541.866,87334.4,9.30,184,1.49,0.93,1.01,296,1.97,1.22,1.34,11.28,1.59,79.3,85.1,82.1,-1.79,-1.52,-1.66
IT07,Liguria,Italy,"1,557.702",192215.6,14.30,193,1.92,0.92,1.01,305,1.88,0.90,0.98,16.16,1.57,78.8,84.4,81.5,-1.20,-1.06,-1.13
US01,Alabama,U.S.A.,"4,944.686",37.6,10.92,170,1.00,0.91,1.00,282,1.75,1.59,1.74,12.66,1.35,71.6,77.4,74.4,-1.35,-1.17,-1.26
GTM,Guatemala,Cntry/Terr,"17,915.567",167.2,4.75,182,0.33,0.91,0.99,294,0.28,0.77,0.84,5.03,0.22,70.8,76.8,73.7,-0.75,-0.59,-0.67
PE08,Cusco,Peru,"1,350.177",18.8,NA,176,0.55,0.88,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWE,Sweden,Cntry/Terr,"10,099.270",24.6,9.19,181,1.17,0.87,0.96,293,1.19,0.89,0.98,10.11,0.96,80.0,83.7,81.8,-1.17,-0.94,-1.05
ARM,Armenia,Cntry/Terr,"2,963.234",104.1,9.91,170,0.66,0.85,0.93,282,0.95,1.22,1.34,10.20,0.73,70.6,77.9,74.2,-0.83,-0.74,-0.79
US12,Florida,U.S.A.,"21,586.295",154.3,9.70,182,1.15,0.83,0.91,294,1.53,1.11,1.21,11.33,1.23,75.7,81.4,78.5,-1.46,-1.30,-1.38
ESP,Spain,Cntry/Terr,"46,754.783",93.7,9.02,192,1.21,0.82,0.90,304,1.74,1.18,1.29,11.07,1.45,79.3,84.9,82.0,-1.61,-1.45,-1.53
BHR,Bahrain,Cntry/Terr,"1,701.583",2238.9,2.38,181,0.25,0.82,0.89,293,0.33,1.09,1.19,2.72,0.26,75.6,77.9,76.7,-0.99,-0.67,-0.83
PE06,Cajamarca,Peru,"1,500.006",45.0,NA,176,0.57,0.82,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KWT,Kuwait,Cntry/Terr,"4,270.563",239.7,2.67,162,0.29,0.80,0.88,274,0.24,0.66,0.72,3.25,0.18,74.4,76.4,75.4,-0.46,-0.28,-0.37
STP,Sao Tome and Principe,Cntry/Terr,219.161,228.3,4.87,135,0.19,0.80,0.87,247,0.14,0.60,0.65,4.77,0.09,67.8,72.7,70.2,-0.31,-0.24,-0.27
SWZ,Eswatini,Cntry/Terr,"1,160.164",67.5,9.42,149,0.21,0.79,0.87,261,0.26,0.99,1.08,9.46,0.18,55.8,64.5,60.0,-0.28,-0.31,-0.29
GNQ,Equatorial Guinea,Cntry/Terr,"1,402.985",50.0,9.43,144,0.15,0.78,0.85,256,0.08,0.44,0.48,8.95,0.06,57.9,60.1,59.0,-0.16,-0.10,-0.13
IRL,Ireland,Cntry/Terr,"4,937.796",71.7,6.05,185,0.71,0.76,0.83,297,0.49,0.53,0.58,6.79,0.40,80.1,83.5,81.7,-0.70,-0.55,-0.63
IT21,Bolzano (Provincia autonoma di),Italy,531.191,71779.7,8.30,184,1.09,0.76,0.83,296,2.63,1.82,1.98,10.98,2.12,78.0,84.4,81.1,-2.48,-2.12,-2.31
MDA,Republic of Moldova,Cntry/Terr,"4,033.963",122.8,11.62,176,0.57,0.75,0.82,288,1.11,1.46,1.59,12.77,0.88,67.0,75.5,71.1,-0.74,-0.77,-0.76
MKD,North Macedonia,Cntry/Terr,"2,083.380",82.6,10.02,174,0.64,0.75,0.82,286,1.11,1.28,1.40,11.16,0.86,73.0,77.3,75.1,-0.96,-0.69,-0.83
SAU,Saudi Arabia,Cntry/Terr,"34,813.867",16.2,3.47,172,0.26,0.74,0.81,284,0.31,0.91,0.99,3.92,0.24,73.4,76.4,74.9,-0.70,-0.49,-0.60
US35,New Mexico,U.S.A.,"2,121.624",6.7,8.94,166,0.85,0.74,0.81,278,1.74,1.52,1.66,10.73,1.32,73.6,79.7,76.6,-1.63,-1.45,-1.54
US08,Colorado,U.S.A.,"5,762.204",21.4,6.79,178,0.71,0.74,0.81,290,1.16,1.21,1.32,8.14,0.92,76.4,81.4,78.8,-1.46,-1.21,-1.34
SUR,Suriname,Cntry/Terr,586.634,3.8,7.32,159,0.36,0.72,0.79,271,1.03,2.03,2.22,8.26,0.76,67.4,74.1,70.7,-1.20,-1.08,-1.14
US06,California,U.S.A.,"40,011.015",99.0,6.78,185,0.70,0.69,0.75,297,1.49,1.48,1.61,8.41,1.21,76.7,81.9,79.3,-1.95,-1.67,-1.81
