LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,265,1.83,5.39,6.34,279,1.72,5.06,5.95,5.26,1.31,68.6,75.2,71.8,-4.06,-3.46,-3.77
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,261,1.89,4.23,4.98,275,2.05,4.59,5.40,6.27,1.54,69.2,75.9,72.5,-3.75,-3.24,-3.50
PE11,Ica,Peru,954.364,44.7,NA,274,2.45,3.87,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE17,Madre de Dios,Peru,158.084,1.9,NA,274,1.28,3.69,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE07,Callao,Peru,"1,119.096","7,669.8",NA,274,2.32,3.58,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,261,1.71,3.35,3.94,275,1.68,3.28,3.86,6.80,1.26,69.3,75.9,72.5,-2.71,-2.32,-2.52
PE24,Tumbes,Peru,252.031,54.0,NA,274,1.79,3.30,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX03,Baja California Sur,Mexico,727.007,9.8,3.82,261,1.42,3.17,3.73,275,1.34,2.99,3.52,5.79,1.01,70.3,76.9,73.5,-2.61,-2.25,-2.43
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,258,1.74,3.15,3.71,272,1.82,3.30,3.88,7.20,1.35,69.7,76.2,72.9,-2.72,-2.33,-2.53
MX05,Coahuila de Zaragoza,Mexico,"3,150.456",20.7,5.31,264,1.68,3.14,3.69,278,1.78,3.33,3.91,6.95,1.35,69.9,76.4,73.1,-2.84,-2.43,-2.64
PE15,Lima,Peru,"10,693.435",307.0,NA,274,2.06,3.03,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX08,Chihuahua,Mexico,"3,832.828",15.5,7.58,253,1.59,3.02,3.55,267,1.62,3.08,3.62,6.78,1.18,69.8,76.4,73.0,-2.56,-2.19,-2.38
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,263,1.78,2.96,3.48,277,1.73,2.87,3.38,7.68,1.31,69.7,76.2,72.9,-2.42,-2.06,-2.24
PE16,Loreto,Peru,981.170,2.7,NA,274,1.36,2.92,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX15,Mexico (State),Mexico,"17,378.187",777.5,4.50,263,1.38,2.85,3.36,277,1.04,2.16,2.54,6.02,0.79,71.1,76.3,73.6,-2.02,-1.55,-1.79
PE18,Moquegua,Peru,197.521,12.6,NA,274,2.00,2.82,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE14,Lambayeque,Peru,"1,340.725",92.6,NA,274,1.88,2.78,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX09,Ciudad de Mexico,Mexico,"10,298.920","6,888.8",6.23,275,1.95,2.74,3.22,289,2.61,3.67,4.32,8.84,2.06,70.2,76.7,73.3,-3.34,-2.83,-3.09
MX01,Aguascalientes,Mexico,"1,360.852",242.3,4.37,251,1.35,2.69,3.17,265,1.45,2.90,3.41,6.26,1.05,70.5,76.8,73.6,-2.46,-2.07,-2.27
BR53,Distrito Federal,Brazil,"3,049.880",529.4,NA,265,1.87,2.68,3.16,279,1.83,2.63,3.09,NA,NA,NA,NA,NA,NA,NA,NA
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,275,1.84,2.65,3.12,289,1.82,2.62,3.09,NA,NA,NA,NA,NA,NA,NA,NA
MX04,Campeche,Mexico,945.785,16.4,4.64,255,1.44,2.59,3.05,269,1.42,2.55,3.01,7.07,1.04,69.8,76.1,72.8,-2.12,-1.77,-1.95
MX06,Colima,Mexico,749.741,133.2,4.95,246,1.55,2.55,3.00,260,1.60,2.63,3.10,7.40,1.14,70.9,76.2,73.5,-2.25,-1.75,-2.01
BR14,Roraima,Brazil,612.715,2.7,NA,259,1.77,2.54,2.99,273,1.74,2.50,2.94,NA,NA,NA,NA,NA,NA,NA,NA
PE13,La Libertad,Peru,"1,990.970",78.1,NA,274,1.62,2.52,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX29,Tlaxcala,Mexico,"1,345.008",336.5,4.73,252,1.44,2.47,2.91,266,1.29,2.21,2.60,7.01,0.93,70.5,76.5,73.5,-1.91,-1.57,-1.74
BR51,Mato Grosso,Brazil,"3,524.464",3.9,NA,260,1.70,2.44,2.87,274,1.69,2.44,2.87,NA,NA,NA,NA,NA,NA,NA,NA
BR13,Amazonas (BR),Brazil,"4,192.173",2.7,NA,269,1.64,2.36,2.77,283,1.56,2.24,2.63,NA,NA,NA,NA,NA,NA,NA,NA
MX19,Nuevo Leon,Mexico,"5,360.737",83.5,4.97,258,1.29,2.35,2.76,272,1.31,2.37,2.79,6.66,0.97,70.8,77.3,74.0,-2.09,-1.79,-1.94
PER,Peru,Cntry/Terr,"32,971.846",25.8,5.45,274,1.49,2.33,2.75,288,1.73,2.71,3.19,7.25,1.36,71.7,77.4,74.5,-2.57,-2.24,-2.41
BR32,Espirito Santo,Brazil,"4,064.780",88.2,NA,261,1.62,2.33,2.74,275,1.66,2.38,2.80,NA,NA,NA,NA,NA,NA,NA,NA
PE22,San Martin,Peru,909.611,17.7,NA,274,1.15,2.32,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE20,Piura,Peru,"2,076.318",58.2,NA,274,1.40,2.31,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX13,Hidalgo,Mexico,"3,072.136",147.6,4.87,265,1.37,2.22,2.62,279,1.49,2.41,2.84,7.69,1.13,70.2,76.1,73.1,-2.10,-1.71,-1.91
MX22,Queretaro,Mexico,"2,094.397",179.0,4.36,263,1.12,2.22,2.61,277,1.20,2.39,2.81,6.21,0.91,70.6,76.8,73.6,-2.14,-1.80,-1.97
PE25,Ucayali,Peru,552.917,5.4,NA,274,0.93,2.19,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE02,Ancash,Peru,"1,216.095",33.9,NA,274,1.61,2.18,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US34,New Jersey,U.S.A.,"9,008.043",468.8,8.31,278,2.64,2.14,2.51,292,2.65,2.15,2.52,10.88,2.12,75.0,80.3,77.6,-2.60,-2.19,-2.40
MX28,Tamaulipas,Mexico,"3,689.743",45.9,5.26,258,1.21,2.13,2.50,272,1.25,2.20,2.59,6.99,0.93,70.3,76.8,73.5,-1.89,-1.61,-1.75
BR23,Ceara,Brazil,"9,236.905",62.0,NA,268,1.46,2.10,2.47,282,1.42,2.04,2.40,NA,NA,NA,NA,NA,NA,NA,NA
BR28,Sergipe,Brazil,"2,325.083",106.0,NA,261,1.44,2.07,2.44,275,1.40,2.01,2.37,NA,NA,NA,NA,NA,NA,NA,NA
MEX,Mexico (Country),Cntry/Terr,"128,932.753",66.3,5.97,275,1.20,2.07,2.43,289,1.23,2.12,2.50,7.15,0.97,70.4,76.4,73.3,-1.96,-1.61,-1.79
BR16,Amapa,Brazil,855.439,6.0,NA,259,1.43,2.05,2.41,273,1.47,2.11,2.48,NA,NA,NA,NA,NA,NA,NA,NA
MX31,Yucatan,Mexico,"2,269.237",57.4,5.71,257,1.33,2.05,2.41,271,1.33,2.06,2.42,7.90,0.99,70.0,76.4,73.1,-1.72,-1.46,-1.60
IT02,Valle d'Aosta/Vallee d'Aoste,Italy,125.953,38.7,11.70,283,3.72,2.02,2.37,297,3.85,2.09,2.46,15.29,3.12,75.5,83.0,79.2,-2.52,-2.29,-2.40
MX24,San Luis Potosi,Mexico,"2,972.710",48.6,5.14,268,1.32,2.00,2.36,282,1.36,2.07,2.43,8.01,1.05,70.4,76.1,73.2,-1.85,-1.48,-1.67
PE04,Arequipa,Peru,"1,556.127",24.6,NA,274,1.35,1.99,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR11,Rondonia,Brazil,"1,797.626",7.6,NA,254,1.35,1.94,2.28,268,1.35,1.95,2.29,NA,NA,NA,NA,NA,NA,NA,NA
MX21,Puebla,Mexico,"6,612.709",192.8,5.37,264,1.14,1.92,2.26,278,1.12,1.89,2.23,7.22,0.85,70.1,76.4,73.2,-1.67,-1.40,-1.54
US36,New York,U.S.A.,"19,779.540",161.7,7.83,280,2.38,1.92,2.26,294,2.38,1.92,2.26,10.38,1.91,75.6,80.9,78.2,-2.45,-2.16,-2.31
MX32,Zacatecas,Mexico,"1,713.503",22.8,5.62,261,1.31,1.91,2.25,275,1.47,2.14,2.52,8.14,1.10,70.2,76.6,73.3,-1.86,-1.58,-1.72
BR26,Pernambuco,Brazil,"9,666.777",98.6,NA,269,1.32,1.89,2.23,283,1.31,1.88,2.21,NA,NA,NA,NA,NA,NA,NA,NA
BOL,Bolivia (Plurinational State of),Cntry/Terr,"11,673.029",10.8,6.79,264,1.07,1.89,2.23,278,1.03,1.81,2.13,7.69,0.78,67.2,73.2,70.1,-1.71,-1.53,-1.62
MX11,Guanajuato,Mexico,"6,295.742",205.6,4.95,255,1.07,1.86,2.18,269,1.15,1.99,2.35,6.92,0.84,70.4,76.8,73.6,-1.73,-1.46,-1.60
BR52,Goias,Brazil,"7,098.918",20.9,NA,268,1.28,1.83,2.16,282,1.22,1.75,2.06,NA,NA,NA,NA,NA,NA,NA,NA
BR35,Sao Paulo,Brazil,"46,446.155",187.1,NA,277,1.27,1.83,2.15,291,1.24,1.78,2.09,NA,NA,NA,NA,NA,NA,NA,NA
BLZ,Belize,Cntry/Terr,397.621,17.4,4.70,257,0.76,1.81,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECU,Ecuador,Cntry/Terr,"17,643.060",71.0,5.10,279,1.04,1.81,2.13,293,1.54,2.68,3.16,6.44,1.23,71.6,77.5,74.5,-2.85,-2.45,-2.66
US25,Massachusetts,U.S.A.,"6,985.561",344.1,8.57,273,2.22,1.79,2.10,287,2.34,1.88,2.21,10.66,1.83,75.2,80.8,77.9,-2.22,-1.92,-2.07
US22,Louisiana,U.S.A.,"4,713.234",41.8,9.78,279,1.94,1.78,2.09,293,1.98,1.82,2.14,11.52,1.59,71.9,77.7,74.7,-1.79,-1.56,-1.68
US38,North Dakota,U.S.A.,769.967,4.3,8.49,263,2.18,1.78,2.09,277,2.48,2.03,2.38,10.68,1.88,75.0,80.2,77.6,-2.38,-2.01,-2.20
MX10,Durango,Mexico,"1,858.666",15.0,5.65,273,1.03,1.77,2.08,287,1.20,2.06,2.43,7.12,0.94,70.2,76.7,73.4,-1.88,-1.60,-1.74
US28,Mississippi,U.S.A.,"3,019.798",24.9,10.82,270,1.94,1.76,2.07,284,2.10,1.91,2.25,12.58,1.63,70.7,76.9,73.7,-1.61,-1.46,-1.54
BR12,Acre,Brazil,892.059,5.4,NA,256,1.21,1.74,2.05,270,1.18,1.70,2.00,NA,NA,NA,NA,NA,NA,NA,NA
BR25,Paraiba,Brazil,"4,064.251",72.0,NA,262,1.21,1.73,2.04,276,1.25,1.80,2.11,NA,NA,NA,NA,NA,NA,NA,NA
MX18,Nayarit,Mexico,"1,255.449",45.1,5.47,260,1.13,1.73,2.03,274,1.14,1.73,2.04,7.62,0.85,71.3,76.7,73.9,-1.58,-1.24,-1.42
BR22,Piaui,Brazil,"3,310.800",13.2,NA,255,1.19,1.71,2.02,269,1.19,1.72,2.02,NA,NA,NA,NA,NA,NA,NA,NA
IT03,Lombardia,Italy,"10,073.686",422.2,9.90,301,2.92,1.67,1.97,315,2.99,1.71,2.02,12.89,2.57,78.1,83.9,80.9,-2.48,-2.22,-2.35
BRA,Brazil,Cntry/Terr,"212,559.409",25.4,6.42,277,1.15,1.65,1.94,291,1.14,1.64,1.93,7.66,0.91,70.9,78.2,74.4,-1.60,-1.54,-1.57
PE23,Tacna,Peru,371.146,23.1,NA,274,0.93,1.65,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US46,South Dakota,U.S.A.,893.132,4.5,9.19,257,2.07,1.63,1.92,271,2.47,1.94,2.28,11.26,1.83,74.6,80.1,77.3,-2.08,-1.87,-1.98
BR15,Para,Brazil,"8,701.617",7.0,NA,262,1.13,1.62,1.91,276,1.08,1.56,1.83,NA,NA,NA,NA,NA,NA,NA,NA
BR17,Tocantins,Brazil,"1,590.921",5.7,NA,248,1.12,1.61,1.90,262,1.11,1.59,1.87,NA,NA,NA,NA,NA,NA,NA,NA
COL,Colombia,Cntry/Terr,"50,882.884",45.9,5.53,272,1.05,1.59,1.87,286,1.08,1.64,1.92,6.66,0.85,72.9,78.7,75.7,-1.81,-1.46,-1.64
BR24,Rio Grande do Norte,Brazil,"3,547.108",67.2,NA,265,1.11,1.59,1.87,279,1.13,1.63,1.92,NA,NA,NA,NA,NA,NA,NA,NA
US44,Rhode Island,U.S.A.,"1,070.329",395.5,9.59,265,2.07,1.56,1.84,279,2.30,1.74,2.05,11.42,1.76,75.2,80.4,77.7,-1.99,-1.70,-1.85
MKD,North Macedonia,Cntry/Terr,"2,083.380",82.6,10.02,272,1.44,1.56,1.83,286,1.58,1.71,2.02,11.51,1.24,72.6,77.0,74.8,-1.32,-0.98,-1.15
PAN,Panama,Cntry/Terr,"4,314.768",58.0,5.06,284,1.04,1.55,1.83,298,1.13,1.68,1.98,6.20,0.92,73.4,79.8,76.5,-2.26,-2.02,-2.14
US09,Connecticut,U.S.A.,"3,613.794",288.0,8.73,274,2.05,1.55,1.82,288,2.15,1.62,1.91,10.89,1.69,75.8,81.2,78.4,-1.98,-1.72,-1.85
MX12,Guerrero,Mexico,"3,882.954",61.1,4.86,260,0.95,1.52,1.79,274,0.91,1.46,1.72,8.00,0.68,69.1,75.4,72.1,-1.18,-0.98,-1.08
ES13,Madrid (Comunidad de),Spain,"6,611.809",823.6,7.06,290,2.22,1.52,1.79,304,2.36,1.62,1.90,9.73,1.96,80.0,85.3,82.6,-2.51,-2.31,-2.41
IRN,Iran (Islamic Republic of),Cntry/Terr,"83,992.953",51.6,4.88,304,0.76,1.52,1.78,318,0.78,1.54,1.82,5.56,0.67,74.3,77.0,75.6,-1.48,-1.00,-1.24
IRQ,Iraq,Cntry/Terr,"40,222.503",92.6,4.80,290,0.40,1.51,1.78,304,0.39,1.48,1.74,5.09,0.32,67.7,72.1,69.8,-0.97,-0.73,-0.85
ES08,Castilla-La Mancha,Spain,"2,021.012",25.4,9.54,283,2.56,1.51,1.78,297,2.46,1.45,1.71,12.37,2.00,79.4,84.6,81.9,-2.06,-1.79,-1.93
US11,District of Columbia,U.S.A.,712.330,"4,477.2",7.15,267,1.40,1.51,1.77,281,1.39,1.50,1.77,8.73,1.07,73.2,79.5,76.3,-1.66,-1.63,-1.65
PE12,Junin,Peru,"1,393.373",31.4,NA,274,0.90,1.48,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARG,Argentina,Cntry/Terr,"45,195.777",16.5,7.61,287,1.17,1.46,1.72,301,1.16,1.45,1.70,8.62,0.95,72.1,78.8,75.4,-1.30,-1.27,-1.29
MX30,Veracruz de Ignacio de la Llave,Mexico,"8,831.401",122.9,5.90,263,0.97,1.46,1.72,277,0.99,1.49,1.75,7.98,0.75,70.2,76.6,73.3,-1.28,-1.08,-1.18
JOR,Jordan,Cntry/Terr,"10,203.140",114.9,3.86,267,0.47,1.46,1.71,281,0.53,1.64,1.93,4.37,0.41,71.8,75.5,73.6,-1.21,-0.93,-1.07
MX14,Jalisco,Mexico,"8,442.704",107.4,5.33,270,0.87,1.45,1.70,284,0.91,1.52,1.79,6.96,0.71,71.1,77.4,74.2,-1.41,-1.20,-1.31
