LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,153,2.18,6.68,7.42,248,2.47,7.56,8.40,5.65,1.68,67.6,74.4,70.9,-5.06,-4.22,-4.65
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,149,2.43,5.00,5.55,244,2.04,4.19,4.65,6.93,1.36,69.0,75.7,72.3,-2.99,-2.51,-2.75
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,149,2.10,4.91,5.46,244,2.03,4.74,5.27,6.12,1.35,69.5,76.3,72.8,-3.45,-2.92,-3.19
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,146,2.11,4.02,4.47,241,1.38,2.62,2.91,6.80,0.91,70.4,76.9,73.6,-1.97,-1.65,-1.81
MX04,Campeche,Mexico,945.785,16.4,4.64,143,2.01,3.81,4.23,238,1.92,3.63,4.03,7.30,1.25,69.3,75.7,72.5,-2.57,-2.11,-2.35
BR14,Roraima,Brazil,612.715,2.7,NA,147,2.38,3.60,4.00,242,1.68,2.54,2.82,NA,NA,NA,NA,NA,NA,NA,NA
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,151,2.05,3.59,3.98,246,1.54,2.69,2.99,7.45,1.04,70.1,76.6,73.3,-2.03,-1.70,-1.87
MX09,Ciudad de Mexico,Mexico,"10,298.920",6888.8,6.23,163,2.26,3.34,3.71,258,2.21,3.26,3.62,8.40,1.55,70.9,77.2,74.0,-2.69,-2.25,-2.48
US34,New Jersey,U.S.A.,"9,008.043",468.8,8.31,166,3.90,3.34,3.71,261,2.54,2.18,2.42,10.65,1.81,75.3,80.5,77.8,-2.33,-1.95,-2.15
BR23,Ceara,Brazil,"9,236.905",62.0,NA,156,2.12,3.21,3.57,251,1.46,2.21,2.46,NA,NA,NA,NA,NA,NA,NA,NA
PER,Peru,Cntry/Terr,"32,971.846",25.8,5.45,162,1.93,3.17,3.52,257,1.96,3.22,3.58,7.29,1.38,71.6,77.4,74.4,-2.68,-2.29,-2.49
MX29,Tlaxcala,Mexico,"1,345.008",336.5,4.73,140,1.73,3.13,3.48,235,1.68,3.04,3.38,7.18,1.08,70.2,76.3,73.2,-2.24,-1.82,-2.03
US36,New York,U.S.A.,"19,779.540",161.7,7.83,168,3.63,3.09,3.44,263,2.39,2.04,2.26,10.25,1.72,75.8,81.1,78.4,-2.29,-2.00,-2.15
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,163,2.04,3.08,3.43,258,1.92,2.91,3.23,NA,NA,NA,NA,NA,NA,NA,NA
BR13,Amazonas (BR),Brazil,"4,192.173",2.7,NA,157,2.01,3.04,3.38,252,1.75,2.65,2.94,NA,NA,NA,NA,NA,NA,NA,NA
BR28,Sergipe,Brazil,"2,325.083",106.0,NA,149,1.93,2.92,3.25,244,1.42,2.15,2.39,NA,NA,NA,NA,NA,NA,NA,NA
BR53,Distrito Federal,Brazil,"3,049.880",529.4,NA,153,1.90,2.88,3.19,248,1.87,2.83,3.14,NA,NA,NA,NA,NA,NA,NA,NA
BR16,Amapa,Brazil,855.439,6.0,NA,147,1.90,2.87,3.19,242,1.35,2.05,2.27,NA,NA,NA,NA,NA,NA,NA,NA
BR32,Espirito Santo,Brazil,"4,064.780",88.2,NA,149,1.88,2.84,3.15,244,1.65,2.49,2.77,NA,NA,NA,NA,NA,NA,NA,NA
BR51,Mato Grosso,Brazil,"3,524.464",3.9,NA,148,1.86,2.81,3.12,243,1.54,2.33,2.59,NA,NA,NA,NA,NA,NA,NA,NA
BR26,Pernambuco,Brazil,"9,666.777",98.6,NA,157,1.80,2.73,3.03,252,1.46,2.21,2.46,NA,NA,NA,NA,NA,NA,NA,NA
MX03,Baja California Sur,Mexico,727.007,9.8,3.82,149,1.14,2.65,2.94,244,1.41,3.29,3.66,5.74,0.94,70.4,77.0,73.6,-2.52,-2.14,-2.33
BR12,Acre,Brazil,892.059,5.4,NA,144,1.73,2.62,2.90,239,1.23,1.87,2.07,NA,NA,NA,NA,NA,NA,NA,NA
BR15,Para,Brazil,"8,701.617",7.0,NA,150,1.71,2.59,2.87,245,1.18,1.79,1.99,NA,NA,NA,NA,NA,NA,NA,NA
MX06,Colima,Mexico,749.741,133.2,4.95,134,1.48,2.56,2.84,229,1.96,3.39,3.76,7.52,1.23,70.7,76.1,73.3,-2.48,-1.91,-2.20
US25,Massachusetts,U.S.A.,"6,985.561",344.1,8.57,161,2.93,2.50,2.77,256,2.54,2.16,2.40,10.66,1.78,75.2,80.8,77.9,-2.22,-1.90,-2.07
BR11,Rondonia,Brazil,"1,797.626",7.6,NA,142,1.59,2.40,2.67,237,1.23,1.85,2.06,NA,NA,NA,NA,NA,NA,NA,NA
MX15,Mexico (State),Mexico,"17,378.187",777.5,4.50,151,1.10,2.38,2.64,246,1.24,2.69,2.99,6.09,0.84,70.9,76.2,73.5,-2.18,-1.66,-1.92
MX31,Yucatan,Mexico,"2,269.237",57.4,5.71,145,1.42,2.32,2.57,240,1.72,2.80,3.11,8.06,1.13,69.7,76.2,72.8,-2.01,-1.68,-1.85
US11,District of Columbia,U.S.A.,712.330,4477.2,7.15,155,2.01,2.29,2.55,250,1.92,2.19,2.44,9.00,1.31,72.8,79.2,75.9,-2.06,-2.01,-2.03
BR24,Rio Grande do Norte,Brazil,"3,547.108",67.2,NA,153,1.50,2.26,2.51,248,1.08,1.63,1.81,NA,NA,NA,NA,NA,NA,NA,NA
US09,Connecticut,U.S.A.,"3,613.794",288.0,8.73,162,2.79,2.23,2.48,257,1.82,1.46,1.62,10.55,1.28,76.2,81.6,78.8,-1.58,-1.36,-1.47
MX21,Puebla,Mexico,"6,612.709",192.8,5.37,152,1.24,2.21,2.46,247,1.51,2.69,2.99,7.41,1.02,69.7,76.1,72.8,-2.03,-1.69,-1.86
MX28,Tamaulipas,Mexico,"3,689.743",45.9,5.26,146,1.19,2.20,2.45,241,1.63,3.02,3.35,7.15,1.07,70.0,76.5,73.2,-2.22,-1.86,-2.05
US22,Louisiana,U.S.A.,"4,713.234",41.8,9.78,167,2.27,2.20,2.45,262,2.37,2.30,2.56,11.67,1.70,71.7,77.6,74.6,-1.97,-1.69,-1.84
BR25,Paraiba,Brazil,"4,064.251",72.0,NA,150,1.43,2.17,2.41,245,1.39,2.10,2.33,NA,NA,NA,NA,NA,NA,NA,NA
BR35,Sao Paulo,Brazil,"46,446.155",187.1,NA,165,1.40,2.12,2.36,260,1.29,1.95,2.17,NA,NA,NA,NA,NA,NA,NA,NA
BR22,Piaui,Brazil,"3,310.800",13.2,NA,143,1.36,2.06,2.29,238,1.09,1.64,1.83,NA,NA,NA,NA,NA,NA,NA,NA
MX13,Hidalgo,Mexico,"3,072.136",147.6,4.87,153,1.20,2.05,2.28,248,1.72,2.93,3.26,7.75,1.16,70.1,76.0,73.0,-2.23,-1.78,-2.01
ES08,Castilla-La Mancha,Spain,"2,021.012",25.4,9.54,171,3.22,2.02,2.24,266,2.69,1.68,1.87,12.40,1.95,79.3,84.6,81.9,-2.09,-1.80,-1.95
BR27,Alagoas,Brazil,"3,375.667",121.2,NA,151,1.33,2.01,2.23,246,1.02,1.54,1.71,NA,NA,NA,NA,NA,NA,NA,NA
MX05,Coahuila de Zaragoza,Mexico,"3,150.456",20.7,5.31,152,1.01,1.98,2.20,247,1.49,2.93,3.25,6.65,1.01,70.4,77.0,73.6,-2.25,-1.90,-2.08
IT03,Lombardia,Italy,"10,073.686",422224.8,9.90,189,3.24,1.97,2.19,284,2.25,1.37,1.52,12.17,1.75,78.7,84.5,81.6,-1.79,-1.60,-1.70
MEX,Mexico (Country),Cntry/Terr,"128,932.753",66.3,5.97,163,1.09,1.97,2.19,258,1.31,2.36,2.62,7.13,0.92,70.4,76.4,73.4,-1.92,-1.56,-1.74
ES13,Madrid (Comunidad de),Spain,"6,611.809",823.6,7.06,178,2.67,1.94,2.15,273,2.90,2.10,2.33,9.98,2.16,79.7,85.1,82.3,-2.82,-2.57,-2.70
MX19,Nuevo Leon,Mexico,"5,360.737",83.5,4.97,146,1.00,1.90,2.11,241,1.59,3.03,3.36,6.75,1.05,70.6,77.2,73.8,-2.30,-1.94,-2.12
BRA,Brazil,Cntry/Terr,"212,559.409",25.4,6.42,165,1.24,1.87,2.08,260,1.21,1.83,2.03,7.63,0.86,70.9,78.2,74.5,-1.57,-1.50,-1.53
US44,Rhode Island,U.S.A.,"1,070.329",395.5,9.59,153,2.33,1.87,2.08,248,2.08,1.67,1.85,11.14,1.41,75.6,80.6,78.0,-1.68,-1.43,-1.56
BOL,Bolivia (Plurinational State of),Cntry/Terr,"11,673.029",10.8,6.79,152,0.99,1.84,2.05,247,0.87,1.62,1.80,7.53,0.59,67.5,73.5,70.4,-1.36,-1.20,-1.28
MX17,Morelos,Mexico,"2,047.959",419.8,5.49,152,1.13,1.83,2.03,247,1.58,2.57,2.85,7.88,1.07,70.7,76.2,73.4,-2.00,-1.57,-1.79
MX18,Nayarit,Mexico,"1,255.449",45.1,5.47,148,1.12,1.80,1.99,243,1.65,2.66,2.95,7.89,1.10,70.8,76.3,73.5,-2.06,-1.60,-1.84
US28,Mississippi,U.S.A.,"3,019.798",24.9,10.82,158,1.84,1.77,1.97,253,1.93,1.86,2.07,12.34,1.34,70.9,77.1,73.9,-1.39,-1.24,-1.32
MX12,Guerrero,Mexico,"3,882.954",61.1,4.86,148,1.03,1.75,1.94,243,1.40,2.38,2.64,8.26,0.93,68.6,75.0,71.7,-1.64,-1.34,-1.49
BR21,Maranhao,Brazil,"7,156.397",21.7,NA,152,1.14,1.73,1.92,247,0.79,1.20,1.33,NA,NA,NA,NA,NA,NA,NA,NA
MX22,Queretaro,Mexico,"2,094.397",179.0,4.36,151,0.80,1.68,1.87,246,1.30,2.71,3.01,6.20,0.87,70.6,76.9,73.7,-2.12,-1.76,-1.95
BR17,Tocantins,Brazil,"1,590.921",5.7,NA,136,1.07,1.62,1.80,231,1.23,1.87,2.07,NA,NA,NA,NA,NA,NA,NA,NA
