LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
BR24,Rio Grande do Norte,Brazil,"3,547.108",67.2,NA,251,1.11,1.71,1.88,279,1.05,1.61,1.77,NA,NA,NA,NA,NA,NA,NA,NA
ES13,Madrid (Comunidad de),Spain,"6,611.809",823.6,7.06,276,2.29,1.68,1.84,304,2.39,1.75,1.92,9.75,1.98,80.0,85.3,82.6,-2.55,-2.34,-2.45
COL,Colombia,Cntry/Terr,"50,882.884",45.9,5.53,258,1.04,1.68,1.84,286,1.10,1.76,1.94,6.67,0.86,72.9,78.7,75.7,-1.83,-1.48,-1.66
IRQ,Iraq,Cntry/Terr,"40,222.503",92.6,4.80,276,0.41,1.64,1.81,304,0.40,1.61,1.77,5.09,0.33,67.6,72.1,69.8,-0.99,-0.75,-0.88
US38,North Dakota,U.S.A.,769.967,4.3,8.49,249,1.88,1.64,1.80,277,2.34,2.04,2.25,10.57,1.77,75.2,80.3,77.7,-2.27,-1.91,-2.10
MX12,Guerrero,Mexico,"3,882.954",61.1,4.86,246,0.96,1.64,1.80,274,0.85,1.46,1.61,7.96,0.64,69.1,75.4,72.2,-1.12,-0.93,-1.02
PE23,Tacna,Peru,371.146,23.1,NA,260,0.97,1.64,1.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES08,Castilla-La Mancha,Spain,"2,021.012",25.4,9.54,269,2.57,1.63,1.79,297,2.59,1.64,1.81,12.47,2.10,79.3,84.5,81.8,-2.18,-1.89,-2.04
US11,District of Columbia,U.S.A.,712.330,"4,477.2",7.15,253,1.41,1.62,1.78,281,1.38,1.59,1.75,8.72,1.06,73.2,79.5,76.3,-1.65,-1.63,-1.64
US09,Connecticut,U.S.A.,"3,613.794",288.0,8.73,260,1.99,1.61,1.77,288,2.08,1.68,1.85,10.85,1.64,75.8,81.3,78.5,-1.94,-1.68,-1.81
PAN,Panama,Cntry/Terr,"4,314.768",58.0,5.06,270,0.99,1.57,1.73,298,1.06,1.69,1.85,6.15,0.86,73.5,80.0,76.6,-2.14,-1.91,-2.03
BLZ,Belize,Cntry/Terr,397.621,17.4,4.70,243,0.62,1.57,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRN,Iran (Islamic Republic of),Cntry/Terr,"83,992.953",51.6,4.88,290,0.74,1.57,1.72,318,0.87,1.84,2.03,5.64,0.76,74.1,76.9,75.5,-1.66,-1.12,-1.40
BR27,Alagoas,Brazil,"3,375.667",121.2,NA,249,1.02,1.57,1.72,277,0.95,1.45,1.60,NA,NA,NA,NA,NA,NA,NA,NA
MX30,Veracruz de Ignacio de la Llave,Mexico,"8,831.401",122.9,5.90,249,0.97,1.56,1.72,277,1.30,2.09,2.30,8.20,0.99,69.8,76.2,73.0,-1.66,-1.40,-1.53
ARG,Argentina,Cntry/Terr,"45,195.777",16.5,7.61,273,1.17,1.56,1.71,301,1.15,1.54,1.69,8.61,0.95,72.1,78.8,75.4,-1.31,-1.27,-1.29
US44,Rhode Island,U.S.A.,"1,070.329",395.5,9.59,251,1.91,1.55,1.70,279,2.03,1.64,1.81,11.23,1.55,75.5,80.5,77.9,-1.78,-1.53,-1.66
MX17,Morelos,Mexico,"2,047.959",419.8,5.49,250,0.94,1.54,1.69,278,0.87,1.43,1.58,7.47,0.66,71.4,76.8,74.1,-1.25,-0.99,-1.12
BEL,Belgium,Cntry/Terr,"11,589.616",382.7,9.79,265,2.03,1.51,1.66,293,2.18,1.62,1.78,11.59,1.75,77.6,82.4,79.9,-1.90,-1.61,-1.76
OMN,Oman,Cntry/Terr,"5,106.622",16.5,2.44,249,0.41,1.51,1.66,277,0.40,1.46,1.61,2.80,0.30,75.0,79.2,77.0,-1.37,-1.27,-1.32
MX14,Jalisco,Mexico,"8,442.704",107.4,5.33,256,0.83,1.48,1.63,284,0.88,1.55,1.71,6.94,0.68,71.1,77.5,74.2,-1.36,-1.15,-1.26
US46,South Dakota,U.S.A.,893.132,4.5,9.19,243,1.74,1.47,1.61,271,2.69,2.27,2.49,11.41,1.99,74.4,80.0,77.1,-2.27,-2.04,-2.16
ZAF,South Africa,Cntry/Terr,"59,308.690",48.9,9.52,253,0.53,1.46,1.61,281,0.56,1.53,1.68,9.92,0.43,60.3,67.2,63.7,-0.57,-0.54,-0.56
MKD,North Macedonia,Cntry/Terr,"2,083.380",82.6,10.02,258,1.26,1.45,1.60,286,1.59,1.84,2.02,11.51,1.25,72.6,77.0,74.7,-1.34,-0.99,-1.17
BR50,Mato Grosso do Sul,Brazil,"2,810.886",7.9,NA,249,0.94,1.45,1.59,277,0.92,1.41,1.55,NA,NA,NA,NA,NA,NA,NA,NA
ES17,"Rioja, La",Spain,315.741,62.6,10.00,271,2.40,1.42,1.56,299,2.65,1.58,1.73,12.98,2.17,79.3,84.9,82.0,-2.05,-1.97,-2.01
PE12,Junin,Peru,"1,393.373",31.4,NA,260,0.92,1.42,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARM,Armenia,Cntry/Terr,"2,963.234",104.1,9.91,254,1.10,1.41,1.55,282,1.33,1.71,1.88,10.47,1.02,70.3,77.6,73.9,-1.13,-1.02,-1.08
ES02,Aragon,Spain,"1,315.017",27.6,10.26,272,2.41,1.38,1.51,300,1.81,1.04,1.14,12.96,1.48,79.7,85.4,82.5,-1.40,-1.31,-1.36
CHL,Chile,Cntry/Terr,"19,116.209",25.7,6.12,259,1.15,1.37,1.51,287,1.09,1.31,1.44,7.32,0.86,76.5,81.3,78.8,-1.51,-1.29,-1.41
US13,Georgia (USA),U.S.A.,"10,628.510",70.9,7.97,263,1.26,1.37,1.51,291,1.27,1.38,1.51,9.42,1.01,73.9,79.1,76.4,-1.40,-1.18,-1.29
GUM,Guam,Cntry/Terr,168.783,312.6,5.18,258,0.94,1.37,1.51,286,1.11,1.62,1.78,6.34,0.87,75.6,82.1,78.7,-1.49,-1.57,-1.53
BR21,Maranhao,Brazil,"7,156.397",21.7,NA,250,0.88,1.35,1.49,278,0.84,1.28,1.41,NA,NA,NA,NA,NA,NA,NA,NA
JOR,Jordan,Cntry/Terr,"10,203.140",114.9,3.86,253,0.41,1.35,1.49,281,0.56,1.85,2.03,4.39,0.43,71.7,75.5,73.5,-1.29,-0.98,-1.14
BR43,Rio Grande do Sul,Brazil,"11,507.839",40.9,NA,255,0.88,1.35,1.48,283,0.90,1.38,1.51,NA,NA,NA,NA,NA,NA,NA,NA
US17,Illinois,U.S.A.,"12,887.403",89.5,8.57,262,1.48,1.34,1.47,290,1.81,1.64,1.81,10.44,1.43,74.9,80.1,77.4,-1.79,-1.53,-1.66
PE01,Amazonas (PE),Peru,423.381,10.8,NA,260,0.81,1.33,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE10,Huanuco,Peru,804.804,21.6,NA,260,0.79,1.30,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES07,Castilla y Leon,Spain,"2,401.521",25.5,11.91,267,2.63,1.26,1.39,295,2.23,1.07,1.18,14.97,1.80,80.3,85.6,82.9,-1.51,-1.40,-1.46
US48,Texas,U.S.A.,"28,999.321",42.7,7.00,262,1.09,1.26,1.38,290,1.26,1.46,1.60,8.24,1.00,75.0,80.1,77.5,-1.60,-1.38,-1.49
BR29,Bahia,Brazil,"15,043.792",26.6,NA,251,0.81,1.24,1.36,279,0.79,1.20,1.32,NA,NA,NA,NA,NA,NA,NA,NA
MNE,Montenegro,Cntry/Terr,628.062,46.7,10.70,255,1.18,1.23,1.35,283,1.41,1.46,1.60,11.88,1.09,73.5,78.5,75.9,-1.10,-0.90,-1.00
ES15,Navarra (C. Foral de),Spain,651.019,62.7,8.51,265,1.88,1.22,1.35,293,2.01,1.30,1.43,11.10,1.61,80.1,85.6,82.8,-1.75,-1.65,-1.70
BR41,Parana,Brazil,"11,565.208",58.0,NA,253,0.79,1.21,1.33,281,0.77,1.19,1.30,NA,NA,NA,NA,NA,NA,NA,NA
US26,Michigan,U.S.A.,"10,114.528",68.7,9.80,261,1.39,1.19,1.31,289,1.59,1.36,1.49,11.51,1.25,74.2,79.3,76.7,-1.39,-1.17,-1.28
BR42,Santa Catarina,Brazil,"7,247.033",75.7,NA,254,0.78,1.19,1.31,282,0.91,1.39,1.53,NA,NA,NA,NA,NA,NA,NA,NA
US04,Arizona,U.S.A.,"7,262.286",24.7,8.23,258,1.33,1.16,1.27,286,1.39,1.20,1.32,9.68,1.08,75.6,81.2,78.3,-1.49,-1.30,-1.40
US18,Indiana,U.S.A.,"6,767.587",72.8,9.84,262,1.25,1.15,1.27,290,1.50,1.39,1.52,11.30,1.19,73.3,78.8,76.0,-1.31,-1.15,-1.23
HND,Honduras,Cntry/Terr,"9,904.608",88.5,4.44,254,0.43,1.14,1.26,282,0.40,1.06,1.17,4.86,0.31,72.1,76.8,74.4,-1.04,-0.87,-0.96
BIH,Bosnia and Herzegovina,Cntry/Terr,"3,280.815",64.3,10.61,259,1.21,1.14,1.25,287,1.47,1.38,1.52,12.22,1.15,73.9,79.0,76.4,-1.14,-0.94,-1.04
BHS,Bahamas,Cntry/Terr,393.248,39.3,6.71,247,0.61,1.14,1.25,275,0.58,1.07,1.18,7.52,0.44,70.9,75.6,73.2,-0.77,-0.58,-0.68
PE19,Pasco,Peru,284.581,11.4,NA,260,0.62,1.13,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US45,South Carolina,U.S.A.,"5,145.408",66.0,9.84,259,1.23,1.10,1.21,287,1.44,1.29,1.42,11.42,1.13,73.1,78.8,75.9,-1.25,-1.08,-1.16
MX16,Michoacan de Ocampo,Mexico,"4,992.690",85.1,5.55,252,0.69,1.09,1.20,280,0.73,1.15,1.27,7.66,0.56,71.5,76.4,73.9,-1.04,-0.79,-0.92
MDA,Republic of Moldova,Cntry/Terr,"4,033.963",122.8,11.62,260,0.82,1.08,1.19,288,0.99,1.29,1.42,12.68,0.78,67.1,75.5,71.2,-0.65,-0.69,-0.67
US05,Arkansas,U.S.A.,"3,049.575",22.6,10.85,255,1.20,1.07,1.18,283,1.53,1.37,1.51,12.31,1.19,72.3,77.7,75.0,-1.23,-1.05,-1.14
BR31,Minas Gerais,Brazil,"21,411.788",36.5,NA,250,0.70,1.07,1.17,278,0.71,1.09,1.20,NA,NA,NA,NA,NA,NA,NA,NA
IT01,Piemonte,Italy,"4,369.052","172,347.8",12.30,275,1.97,1.07,1.17,303,2.32,1.26,1.38,14.61,1.92,78.1,84.0,81.0,-1.62,-1.40,-1.51
IT22,Trento (Provincia autonoma di),Italy,541.866,"87,334.4",9.30,268,1.70,1.05,1.16,296,1.87,1.16,1.27,11.20,1.51,79.3,85.2,82.2,-1.69,-1.45,-1.58
ES18,Ceuta,Spain,83.673,"4,183.6",6.29,253,0.95,1.05,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE05,Ayacucho,Peru,688.200,15.7,NA,260,0.73,1.04,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US24,Maryland,U.S.A.,"6,109.605",241.3,8.25,259,1.10,1.04,1.14,287,1.27,1.20,1.32,9.58,1.00,75.0,80.6,77.8,-1.36,-1.19,-1.28
US32,Nevada,U.S.A.,"3,070.509",10.8,8.22,258,1.04,1.02,1.12,286,1.21,1.18,1.30,9.67,0.95,74.7,79.9,77.2,-1.28,-1.10,-1.19
US35,New Mexico,U.S.A.,"2,121.624",6.7,8.94,250,1.15,1.00,1.10,278,1.89,1.64,1.80,10.83,1.43,73.5,79.6,76.5,-1.75,-1.55,-1.65
USA,United States of America,Cntry/Terr,"331,002.647",36.2,8.69,278,1.10,1.00,1.10,306,1.26,1.15,1.26,10.08,1.05,75.1,80.3,77.7,-1.35,-1.16,-1.25
MX20,Oaxaca,Mexico,"4,386.373",46.8,5.71,249,0.65,1.00,1.10,277,0.60,0.92,1.01,8.06,0.46,70.6,76.2,73.3,-0.78,-0.63,-0.71
US01,Alabama,U.S.A.,"4,944.686",37.6,10.92,254,1.10,0.99,1.09,282,1.43,1.30,1.42,12.43,1.10,71.8,77.6,74.6,-1.11,-0.97,-1.04
ES09,Catalunia,Spain,"7,623.414",237.4,8.41,272,1.43,0.99,1.09,300,2.77,1.92,2.11,11.52,2.27,78.6,84.3,81.4,-2.48,-2.27,-2.38
IT07,Liguria,Italy,"1,557.702","192,215.6",14.30,277,2.08,0.99,1.08,305,2.10,1.00,1.10,16.33,1.75,78.7,84.3,81.4,-1.32,-1.17,-1.25
IT21,Bolzano (Provincia autonoma di),Italy,531.191,"71,779.7",8.30,268,1.43,0.99,1.08,296,1.89,1.30,1.43,10.42,1.53,78.7,84.9,81.7,-1.82,-1.57,-1.70
GUF,French Guiana,Cntry/Terr,298.682,3.6,2.92,229,0.37,0.97,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US19,Iowa,U.S.A.,"3,194.037",22.1,9.71,254,1.17,0.97,1.07,282,1.44,1.19,1.31,11.00,1.11,75.6,80.6,78.1,-1.27,-1.08,-1.18
IT08,Emilia-Romagna,Italy,"4,468.697","164,493.2",11.20,283,1.72,0.97,1.06,311,1.93,1.09,1.19,13.13,1.64,79.3,84.7,81.9,-1.55,-1.35,-1.45
US10,Delaware,U.S.A.,979.254,193.4,9.54,253,1.15,0.95,1.05,281,1.14,0.94,1.03,10.87,0.87,74.9,80.5,77.6,-1.00,-0.87,-0.94
CZE,Czechia,Cntry/Terr,"10,708.982",138.6,10.50,258,1.14,0.94,1.04,286,1.45,1.20,1.32,11.97,1.14,75.8,81.1,78.4,-1.14,-0.96,-1.05
BHR,Bahrain,Cntry/Terr,"1,701.583","2,238.9",2.38,265,0.28,0.94,1.03,293,0.26,0.87,0.96,2.67,0.21,75.8,78.0,76.9,-0.79,-0.54,-0.67
GBR,United Kingdom,Cntry/Terr,"67,886.004",280.6,9.38,274,1.18,0.93,1.02,302,1.55,1.22,1.34,10.74,1.28,78.3,81.9,80.0,-1.53,-1.20,-1.37
US42,Pennsylvania,U.S.A.,"12,966.170",111.7,10.59,260,1.18,0.93,1.02,288,1.55,1.22,1.34,12.13,1.22,74.3,79.9,77.0,-1.25,-1.10,-1.18
US47,Tennessee,U.S.A.,"6,847.752",64.1,10.44,257,0.99,0.93,1.02,285,1.34,1.25,1.37,11.74,1.04,72.6,77.9,75.2,-1.13,-0.95,-1.05
PSE,State of Palestine,Cntry/Terr,"5,101.416",847.4,3.46,255,0.22,0.92,1.01,283,0.38,1.58,1.74,3.78,0.29,71.5,75.1,73.2,-1.10,-0.83,-0.97
ES16,Pais Vasco,Spain,"2,202.966",304.5,9.89,276,1.54,0.91,1.00,304,1.72,1.01,1.11,12.20,1.43,79.9,85.5,82.6,-1.39,-1.33,-1.36
GTM,Guatemala,Cntry/Terr,"17,915.567",167.2,4.75,266,0.32,0.89,0.98,294,0.30,0.84,0.93,5.06,0.24,70.7,76.7,73.6,-0.82,-0.65,-0.74
ES19,Melilla,Spain,85.187,"7,098.9",5.78,255,0.72,0.89,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
