Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
Cusco,Peru,"1,350.177",18.8,NA,90,0.96,1.17,1.93,365,0.63,0.76,1.27,13.94,65.9,70.2,68.0,-0.79,-0.66,-0.72
Guam,Cntry/Terr,168.783,312.6,5.18,90,0.31,0.30,0.51,365,0.78,0.76,1.26,6.28,75.7,82.2,78.9,-1.36,-1.46,-1.41
Melilla,Spain,85.187,"7,098.9",5.78,90,1.71,1.41,2.33,365,0.93,0.76,1.26,7.37,77.2,81.5,79.3,-1.56,-1.26,-1.42
Oklahoma,U.S.A.,"3,989.492",22.4,10.29,90,2.40,1.49,2.47,365,1.21,0.75,1.25,11.85,72.4,77.6,74.9,-1.34,-1.15,-1.24
Oaxaca,Mexico,"4,386.373",46.8,5.71,90,1.02,1.04,1.73,365,0.74,0.75,1.24,8.35,70.1,75.8,72.9,-1.25,-1.01,-1.14
Huancavelica,Peru,387.386,17.5,NA,90,1.36,1.43,2.36,365,0.72,0.75,1.24,17.03,66.0,69.9,67.9,-0.73,-0.58,-0.66
Virginia,U.S.A.,"8,614.990",84.0,8.10,90,2.45,1.55,2.56,365,1.19,0.75,1.24,9.76,75.4,80.3,77.8,-1.60,-1.36,-1.48
Libya,Cntry/Terr,"6,871.287",3.9,5.07,90,0.70,1.33,2.20,365,0.39,0.74,1.22,5.59,69.4,75.3,72.3,-0.88,-0.75,-0.82
West Virginia,U.S.A.,"1,828.890",29.3,12.82,90,2.89,1.47,2.43,365,1.44,0.73,1.22,14.80,71.3,76.9,74.0,-1.22,-1.04,-1.13
Luxembourg,Cntry/Terr,625.976,241.7,7.14,90,1.61,1.02,1.69,365,1.15,0.73,1.21,8.44,78.6,83.0,80.8,-1.69,-1.44,-1.56
Florida,U.S.A.,"21,586.295",154.3,9.70,90,2.19,1.04,1.72,365,1.54,0.73,1.21,11.68,75.4,81.1,78.2,-1.80,-1.61,-1.71
Apurimac,Peru,453.951,21.7,NA,90,1.48,1.51,2.50,365,0.72,0.73,1.21,16.88,66.1,70.1,68.0,-0.75,-0.62,-0.68
Wyoming,U.S.A.,584.633,2.3,8.23,90,1.78,1.09,1.81,365,1.19,0.73,1.20,9.87,75.3,80.0,77.6,-1.60,-1.41,-1.51
Colorado,U.S.A.,"5,762.204",21.4,6.79,90,0.90,0.63,1.04,365,1.05,0.73,1.20,8.30,76.2,81.2,78.6,-1.66,-1.39,-1.53
Montana,U.S.A.,"1,076.137",2.9,9.71,90,1.79,0.97,1.61,365,1.33,0.72,1.20,11.23,75.1,79.8,77.4,-1.56,-1.26,-1.41
Minnesota,U.S.A.,"5,677.124",27.5,9.96,90,1.09,0.65,1.07,365,1.22,0.72,1.19,9.54,76.8,81.5,79.1,-1.65,-1.40,-1.53
Bahrain,Cntry/Terr,"1,701.583","2,238.9",2.38,90,0.39,0.93,1.54,365,0.30,0.71,1.18,2.76,75.4,77.7,76.5,-1.19,-0.83,-1.01
Catalunia,Spain,"7,623.414",237.4,8.41,90,2.41,1.10,1.82,365,1.56,0.71,1.18,10.93,79.3,85.0,82.1,-1.76,-1.64,-1.70
North Carolina,U.S.A.,"10,501.123",83.2,9.07,90,2.06,1.28,2.12,365,1.15,0.71,1.18,10.65,74.1,79.3,76.7,-1.41,-1.20,-1.31
Croatia,Cntry/Terr,"4,105.268",73.4,13.13,90,1.98,0.98,1.62,365,1.44,0.71,1.17,14.75,74.3,80.7,77.4,-1.14,-1.04,-1.09
Guatemala,Cntry/Terr,"17,915.567",167.2,4.75,90,0.46,0.85,1.40,365,0.38,0.71,1.17,5.20,70.3,76.3,73.2,-1.27,-1.02,-1.15
Portugal,Cntry/Terr,"10,196.707",111.3,10.59,90,3.95,1.69,2.80,365,1.64,0.70,1.16,12.87,77.7,83.6,80.6,-1.53,-1.40,-1.46
Wisconsin,U.S.A.,"5,882.866",41.8,9.09,90,1.41,0.79,1.31,365,1.24,0.69,1.15,10.79,75.7,80.4,78.0,-1.46,-1.24,-1.35
Idaho,U.S.A.,"1,774.655",8.3,8.16,90,1.19,0.75,1.24,365,1.10,0.69,1.14,9.64,75.9,80.2,78.0,-1.49,-1.18,-1.34
Liguria,Italy,"1,557.702",192.2,14.30,90,2.54,0.79,1.31,365,2.21,0.69,1.14,16.86,78.3,84.0,81.1,-1.64,-1.47,-1.56
Romania,Cntry/Terr,"19,237.682",83.6,13.03,90,1.61,0.90,1.49,365,1.21,0.68,1.12,14.44,71.8,78.7,75.2,-0.99,-0.89,-0.94
Georgia,Cntry/Terr,"3,989.175",57.4,12.85,90,1.29,0.92,1.52,365,0.95,0.67,1.11,13.55,68.7,77.4,73.0,-0.75,-0.79,-0.77
Nebraska,U.S.A.,"1,952.141",9.8,8.79,90,1.09,0.65,1.07,365,1.11,0.66,1.09,10.16,76.0,80.6,78.3,-1.43,-1.20,-1.32
Ireland,Cntry/Terr,"4,937.796",71.7,6.05,90,2.01,1.42,2.34,365,0.93,0.66,1.09,7.33,79.2,82.8,81.0,-1.58,-1.25,-1.42
Navarra (C. Foral de),Spain,651.019,62.7,8.51,90,1.00,0.43,0.71,365,1.53,0.66,1.09,11.10,80.2,85.7,82.9,-1.68,-1.60,-1.64
Cajamarca,Peru,"1,500.006",45.0,NA,90,0.81,0.87,1.44,365,0.61,0.65,1.08,14.75,68.1,72.3,70.2,-0.73,-0.62,-0.68
France,Cntry/Terr,"65,273.512",119.2,9.27,90,1.91,0.88,1.45,365,1.41,0.65,1.07,11.03,78.3,84.1,81.1,-1.57,-1.49,-1.53
Sweden,Cntry/Terr,"10,099.270",24.6,9.19,90,1.89,0.93,1.53,365,1.31,0.64,1.06,10.50,79.7,83.4,81.5,-1.56,-1.28,-1.42
Spain,Cntry/Terr,"46,754.783",93.7,9.02,90,2.12,0.94,1.56,365,1.44,0.64,1.06,11.12,79.3,84.9,82.1,-1.59,-1.46,-1.52
Italy,Cntry/Terr,"60,461.828",205.6,10.47,90,2.33,0.93,1.54,365,1.60,0.64,1.06,12.50,79.9,84.3,82.0,-1.58,-1.38,-1.48
Pais Vasco,Spain,"2,202.966",304.5,9.89,90,1.81,0.70,1.16,365,1.63,0.63,1.05,12.46,79.7,85.3,82.4,-1.58,-1.53,-1.55
Comunitat Valenciana,Spain,"4,976.319",214.0,8.81,90,3.39,1.57,2.61,365,1.35,0.63,1.04,11.04,78.9,84.3,81.6,-1.50,-1.32,-1.41
Aruba,Cntry/Terr,106.766,593.1,8.97,90,1.37,1.05,1.73,365,0.80,0.61,1.01,10.34,73.0,78.0,75.4,-0.89,-0.79,-0.84
Extremadura,Spain,"1,063.076",25.5,10.56,90,2.63,1.05,1.73,365,1.51,0.60,1.00,13.12,78.8,84.6,81.6,-1.41,-1.29,-1.35
Lithuania,Cntry/Terr,"2,722.291",43.4,13.56,90,3.14,1.44,2.39,365,1.31,0.60,0.99,15.85,69.6,80.3,74.8,-0.87,-1.12,-0.99
Bahamas,Cntry/Terr,393.248,39.3,6.71,90,0.19,0.23,0.39,365,0.48,0.60,0.99,7.58,70.9,75.5,73.1,-0.86,-0.65,-0.76
Kuwait,Cntry/Terr,"4,270.563",239.7,2.67,90,0.36,0.69,1.15,365,0.31,0.60,0.99,3.38,74.0,76.2,75.1,-0.81,-0.51,-0.66
Asturias (Principado de),Spain,"1,024.060",96.6,12.64,90,2.16,0.72,1.19,365,1.79,0.60,0.99,15.61,78.7,84.7,81.6,-1.39,-1.33,-1.36
Utah,U.S.A.,"3,194.497",15.0,5.81,90,1.08,0.95,1.57,365,0.66,0.58,0.96,6.88,76.3,80.5,78.3,-1.29,-0.98,-1.14
Israel,Cntry/Terr,"8,655.541",400.0,5.33,90,1.34,1.08,1.79,365,0.71,0.57,0.95,6.18,80.0,83.4,81.7,-1.52,-1.17,-1.35
Abruzzo,Italy,"1,314.662",121.5,11.20,90,2.81,1.06,1.75,365,1.53,0.57,0.95,13.26,78.5,84.5,81.4,-1.42,-1.27,-1.34
Switzerland,Cntry/Terr,"8,654.618",219.0,8.01,90,1.25,0.62,1.03,365,1.15,0.57,0.94,9.47,80.5,84.5,82.4,-1.50,-1.24,-1.37
Murcia (Region de),Spain,"1,479.460",130.8,7.65,90,2.23,1.23,2.04,365,1.03,0.57,0.94,9.27,79.2,84.5,81.8,-1.34,-1.17,-1.26
Botswana,Cntry/Terr,"2,351.625",4.1,5.80,90,0.91,2.08,3.45,365,0.24,0.55,0.92,6.18,65.8,71.7,68.7,-0.61,-0.53,-0.57
Albania,Cntry/Terr,"2,877.800",105.0,7.82,90,1.47,1.06,1.75,365,0.77,0.55,0.91,9.23,76.1,79.6,77.8,-1.04,-0.73,-0.89
Andalucia,Spain,"8,349.380",95.3,8.33,90,1.98,1.02,1.69,365,1.06,0.55,0.91,10.39,78.4,83.8,81.0,-1.23,-1.08,-1.16
Puno,Peru,"1,316.375",18.3,NA,90,0.87,0.92,1.53,365,0.52,0.55,0.91,15.51,66.0,70.2,68.0,-0.60,-0.51,-0.55
Costa Rica,Cntry/Terr,"5,094.114",99.8,5.05,90,0.61,0.58,0.95,365,0.58,0.54,0.90,5.99,76.7,81.9,79.2,-1.31,-1.12,-1.22
Cabo Verde,Cntry/Terr,555.988,138.0,5.64,90,0.40,0.70,1.17,365,0.30,0.53,0.87,5.93,69.1,75.8,72.3,-0.63,-0.56,-0.60
French Guiana,Cntry/Terr,298.682,3.6,2.92,90,0.24,0.43,0.71,365,0.30,0.53,0.87,3.40,76.3,82.2,79.2,-0.97,-0.99,-0.98
Ukraine,Cntry/Terr,"43,733.759",75.5,15.19,90,1.37,0.90,1.49,365,0.78,0.51,0.85,15.73,66.7,76.4,71.4,-0.51,-0.57,-0.54
Austria,Cntry/Terr,"9,006.400",109.3,9.87,90,1.39,0.69,1.14,365,1.02,0.50,0.83,10.99,78.2,83.0,80.6,-1.13,-0.95,-1.04
Marche,Italy,"1,529.183",162.7,11.20,90,2.76,0.98,1.63,365,1.41,0.50,0.83,13.27,79.8,85.2,82.5,-1.31,-1.15,-1.23
Molise,Italy,306.556,68.8,12.10,90,3.25,1.16,1.92,365,1.40,0.50,0.82,13.99,78.9,84.7,81.7,-1.22,-1.13,-1.18
Comoros,Cntry/Terr,869.595,467.3,7.27,90,0.63,1.87,3.10,365,0.17,0.49,0.82,7.28,62.3,66.0,64.1,-0.46,-0.33,-0.40
Serbia,Cntry/Terr,"8,737.370",99.9,13.17,90,1.20,0.73,1.20,365,0.82,0.49,0.81,14.04,72.8,78.2,75.4,-0.69,-0.57,-0.63
Puglia,Italy,"4,034.220",206.6,9.60,90,2.30,0.98,1.62,365,1.15,0.49,0.81,11.35,79.0,84.5,81.7,-1.24,-1.06,-1.15
Toscana,Italy,"3,740.109",295.7,11.60,90,1.80,0.64,1.06,365,1.36,0.48,0.80,13.39,79.8,85.0,82.3,-1.25,-1.09,-1.17
Umbria,Italy,884.495,104.7,11.40,90,2.88,1.00,1.66,365,1.37,0.48,0.79,13.43,80.2,85.1,82.6,-1.28,-1.11,-1.20
New Hampshire,U.S.A.,"1,372.567",59.1,9.31,90,1.41,0.75,1.24,365,0.90,0.48,0.79,10.93,75.3,81.0,78.1,-1.01,-0.89,-0.95
Azerbaijan,Cntry/Terr,"10,139.175",122.7,6.75,90,0.36,0.49,0.81,365,0.35,0.47,0.79,7.24,69.9,75.1,72.5,-0.59,-0.48,-0.53
Latvia,Cntry/Terr,"1,886.202",30.3,14.60,90,2.70,1.28,2.12,365,1.00,0.47,0.79,16.12,69.7,79.3,74.4,-0.66,-0.79,-0.72
Russian Federation,Cntry/Terr,"145,934.460",8.9,12.72,90,1.13,0.79,1.31,365,0.66,0.46,0.77,13.52,66.7,77.2,71.8,-0.51,-0.62,-0.56
Netherlands,Cntry/Terr,"17,134.873",508.2,8.72,90,1.21,0.62,1.02,365,0.91,0.46,0.77,10.06,79.6,83.2,81.4,-1.12,-0.89,-1.01
Lazio,Italy,"5,885.980",341.7,9.70,90,1.95,0.82,1.37,365,1.09,0.46,0.76,11.40,79.0,84.6,81.7,-1.16,-1.02,-1.10
Sao Tome and Principe,Cntry/Terr,219.161,228.3,4.87,90,0.31,0.93,1.54,365,0.16,0.46,0.76,4.83,67.6,72.6,70.0,-0.51,-0.41,-0.46
Kyrgyzstan,Cntry/Terr,"6,524.191",34.0,6.07,90,0.09,0.18,0.29,365,0.23,0.45,0.75,6.09,67.1,75.2,71.1,-0.40,-0.47,-0.43
Campania,Italy,"5,801.773",424.5,9.20,90,1.73,0.87,1.45,365,0.89,0.45,0.75,10.58,77.3,83.3,80.3,-1.01,-0.88,-0.95
Malta,Cntry/Terr,441.539,"1,379.8",8.24,90,1.57,0.79,1.32,365,0.88,0.45,0.74,9.73,79.8,83.5,81.6,-1.09,-0.90,-1.00
United Arab Emirates,Cntry/Terr,"9,890.400",118.3,1.45,90,0.34,0.96,1.59,365,0.15,0.43,0.71,1.85,76.6,78.9,77.7,-0.83,-0.58,-0.70
Turkey,Cntry/Terr,"84,339.067",109.6,5.40,90,0.51,0.57,0.94,365,0.37,0.42,0.69,6.02,74.2,80.1,77.1,-0.72,-0.66,-0.69
Washington,U.S.A.,"7,627.572",44.2,7.70,90,0.94,0.61,1.00,365,0.65,0.41,0.69,8.59,77.0,81.7,79.3,-0.96,-0.81,-0.89
Chiapas,Mexico,"5,412.679",73.8,4.53,90,0.21,0.32,0.52,365,0.27,0.41,0.68,5.79,70.9,76.5,73.6,-0.73,-0.59,-0.67
Suriname,Cntry/Terr,586.634,3.8,7.32,90,0.38,0.51,0.84,365,0.30,0.40,0.67,7.84,68.1,74.7,71.3,-0.49,-0.46,-0.48
Guyana,Cntry/Terr,786.559,4.0,7.42,90,0.35,0.48,0.79,365,0.29,0.40,0.66,7.89,66.3,72.6,69.4,-0.67,-0.56,-0.62
Sicilia,Italy,"5,005.165",193.9,10.40,90,1.78,0.78,1.30,365,0.90,0.40,0.66,11.72,77.7,83.7,80.6,-0.93,-0.80,-0.87
Germany,Cntry/Terr,"83,783.945",240.4,11.16,90,2.06,0.89,1.47,365,0.90,0.39,0.64,12.52,78.2,83.1,80.6,-0.90,-0.76,-0.83
Saudi Arabia,Cntry/Terr,"34,813.867",16.2,3.47,90,0.05,0.10,0.17,365,0.19,0.39,0.64,3.88,73.5,76.5,75.0,-0.58,-0.42,-0.50
World,Global,"7,794,798.729",59.9,7.55,90,0.52,0.55,0.92,365,0.36,0.38,0.63,8.09,69.8,74.6,72.1,-0.60,-0.52,-0.56
Dominican Republic,Cntry/Terr,"10,847.904",224.5,6.13,90,0.34,0.41,0.69,365,0.30,0.37,0.61,6.65,70.4,76.8,73.6,-0.72,-0.66,-0.70
Balears (Illes),Spain,"1,137.723",227.9,6.70,90,1.10,0.62,1.03,365,0.64,0.36,0.60,8.12,80.3,85.3,82.8,-0.93,-0.83,-0.88
El Salvador,Cntry/Terr,"6,486.201",313.0,7.02,90,0.42,0.49,0.81,365,0.31,0.36,0.59,7.50,68.1,77.5,72.7,-0.55,-0.52,-0.54
Puerto Rico,Cntry/Terr,"2,860.840",322.5,9.35,90,0.86,0.41,0.69,365,0.74,0.35,0.58,11.08,75.9,82.8,79.3,-0.81,-0.78,-0.79
Alaska,U.S.A.,745.469,0.5,5.96,90,0.58,0.49,0.81,365,0.42,0.35,0.58,7.15,75.5,80.5,77.9,-0.78,-0.74,-0.76
Estonia,Cntry/Terr,"1,326.539",31.3,11.62,90,2.04,1.01,1.68,365,0.67,0.33,0.55,12.89,73.9,82.2,77.9,-0.58,-0.60,-0.59
Canada,Cntry/Terr,"37,742.157",4.2,7.71,90,0.78,0.43,0.71,365,0.60,0.33,0.55,8.64,79.8,83.8,81.7,-0.85,-0.73,-0.79
Zimbabwe,Cntry/Terr,"14,862.927",38.4,8.07,90,0.32,1.02,1.69,365,0.10,0.33,0.55,7.91,59.5,62.7,61.1,-0.24,-0.19,-0.22
Cantabria,Spain,579.733,109.0,10.33,90,1.04,0.41,0.67,365,0.85,0.33,0.55,12.03,80.0,86.0,82.9,-0.81,-0.82,-0.82
Morocco,Cntry/Terr,"36,910.558",82.7,5.06,90,0.16,0.21,0.35,365,0.24,0.32,0.53,5.43,75.1,77.7,76.4,-0.51,-0.36,-0.44
Oregon,U.S.A.,"4,244.225",17.1,8.84,90,0.86,0.49,0.82,365,0.56,0.32,0.53,9.80,76.6,81.3,78.9,-0.71,-0.60,-0.66
Greece,Cntry/Terr,"10,423.056",80.9,10.81,90,1.24,0.51,0.84,365,0.76,0.31,0.52,12.23,79.2,84.1,81.6,-0.80,-0.63,-0.72
Antigua and Barbuda,Cntry/Terr,97.928,222.6,6.34,90,0.95,1.00,1.65,365,0.29,0.30,0.50,6.89,75.4,77.9,76.6,-0.58,-0.37,-0.47
Basilicata,Italy,564.286,56.1,11.10,90,1.33,0.51,0.85,365,0.77,0.30,0.49,12.41,78.0,84.9,81.4,-0.73,-0.67,-0.70
Sardegna,Italy,"1,643.577",68.2,9.90,90,1.20,0.47,0.78,365,0.73,0.29,0.48,11.34,79.3,85.4,82.3,-0.77,-0.69,-0.73
Mauritania,Cntry/Terr,"4,649.660",4.5,7.27,90,0.09,0.26,0.43,365,0.10,0.28,0.47,7.17,63.2,66.5,64.8,-0.28,-0.20,-0.24
Galicia,Spain,"2,697.559",91.2,11.57,90,1.42,0.48,0.79,365,0.81,0.27,0.45,13.82,79.9,85.8,82.8,-0.70,-0.67,-0.69
Zambia,Cntry/Terr,"18,383.956",24.7,6.58,90,0.18,0.75,1.25,365,0.07,0.27,0.45,6.39,60.7,66.8,63.7,-0.22,-0.19,-0.21
Qatar,Cntry/Terr,"2,881.060",248.2,1.19,90,0.06,0.16,0.27,365,0.10,0.26,0.44,1.47,78.7,81.6,80.1,-0.66,-0.57,-0.61
Equatorial Guinea,Cntry/Terr,"1,402.985",50.0,9.43,90,0.05,0.17,0.28,365,0.07,0.26,0.44,8.97,57.8,60.1,58.9,-0.20,-0.13,-0.17
Maine,U.S.A.,"1,355.887",17.0,10.99,90,1.17,0.56,0.92,365,0.54,0.26,0.43,12.31,75.5,80.7,78.0,-0.54,-0.45,-0.50
Channel Islands,Cntry/Terr,173.859,915.0,7.81,90,0.65,0.35,0.58,365,0.48,0.26,0.42,8.54,80.7,84.4,82.5,-0.66,-0.58,-0.62
Gambia,Cntry/Terr,"2,416.664",238.8,7.99,90,0.07,0.26,0.42,365,0.07,0.25,0.42,7.64,60.8,63.7,62.2,-0.21,-0.14,-0.17
Maldives,Cntry/Terr,540.542,"1,801.8",2.84,90,0.14,0.28,0.46,365,0.12,0.25,0.42,2.85,77.3,80.6,78.9,-0.51,-0.40,-0.45
Indonesia,Cntry/Terr,"273,523.621",151.0,6.45,90,0.28,0.43,0.71,365,0.15,0.23,0.38,6.83,69.4,73.9,71.6,-0.28,-0.23,-0.26
Afghanistan,Cntry/Terr,"38,928.341",59.6,6.52,90,0.03,0.11,0.17,365,0.06,0.22,0.37,6.32,63.4,66.5,64.9,-0.22,-0.15,-0.19
Kazakhstan,Cntry/Terr,"18,776.707",7.0,7.13,90,0.10,0.13,0.22,365,0.17,0.22,0.37,7.45,68.9,77.4,73.0,-0.26,-0.28,-0.27
Egypt,Cntry/Terr,"102,334.403",102.8,5.83,90,0.17,0.32,0.54,365,0.12,0.22,0.37,5.89,69.6,74.3,71.9,-0.26,-0.21,-0.23
Philippines,Cntry/Terr,"109,581.085",367.5,5.83,90,0.15,0.26,0.44,365,0.12,0.22,0.36,6.17,67.1,75.3,71.1,-0.25,-0.28,-0.27
Malawi,Cntry/Terr,"19,129.955",202.9,6.77,90,0.20,0.72,1.19,365,0.06,0.21,0.35,6.46,61.2,67.5,64.3,-0.17,-0.15,-0.16
Guadeloupe,Cntry/Terr,400.127,245.8,8.19,90,0.18,0.09,0.15,365,0.42,0.21,0.35,9.23,78.1,85.0,81.5,-0.56,-0.57,-0.56
Denmark,Cntry/Terr,"5,792.203",136.5,9.72,90,0.78,0.41,0.67,365,0.40,0.21,0.35,10.36,78.6,82.6,80.6,-0.47,-0.39,-0.43
Jamaica,Cntry/Terr,"2,961.161",273.4,7.56,90,0.39,0.41,0.67,365,0.20,0.21,0.34,7.83,72.6,76.0,74.3,-0.36,-0.23,-0.30
Senegal,Cntry/Terr,"16,743.930",87.0,5.81,90,0.15,0.50,0.82,365,0.06,0.20,0.33,5.61,65.8,70.0,67.8,-0.20,-0.15,-0.18
Nepal,Cntry/Terr,"29,136.808",203.3,6.39,90,0.16,0.29,0.49,365,0.10,0.19,0.31,6.48,69.2,72.3,70.7,-0.23,-0.16,-0.20
India,Cntry/Terr,"1,380,004.385",464.1,7.24,90,0.04,0.06,0.10,365,0.12,0.18,0.30,7.56,68.4,71.0,69.7,-0.23,-0.16,-0.20
Vermont,U.S.A.,634.325,26.5,9.63,90,0.57,0.30,0.49,365,0.33,0.17,0.29,10.48,76.5,81.5,78.9,-0.38,-0.32,-0.35
Uruguay,Cntry/Terr,"3,473.727",19.8,9.47,90,0.90,0.56,0.92,365,0.27,0.17,0.28,9.93,74.0,81.2,77.5,-0.30,-0.36,-0.33
Calabria,Italy,"1,949.987",128.1,10.10,90,0.71,0.30,0.50,365,0.40,0.17,0.28,11.15,78.7,84.8,81.7,-0.43,-0.37,-0.40
Canarias,Spain,"2,136.113",286.8,7.05,90,0.49,0.28,0.46,365,0.29,0.16,0.27,8.25,79.7,84.8,82.2,-0.41,-0.36,-0.38
Hawaii,U.S.A.,"1,439.609",86.5,7.98,90,0.49,0.25,0.41,365,0.32,0.16,0.27,8.74,78.5,84.8,81.6,-0.47,-0.48,-0.48
Belarus,Cntry/Terr,"9,449.321",46.6,12.55,90,0.35,0.23,0.39,365,0.24,0.16,0.26,12.90,69.5,79.4,74.4,-0.18,-0.22,-0.20
Cyprus,Cntry/Terr,"1,207.361",130.7,6.99,90,0.46,0.33,0.54,365,0.21,0.15,0.24,7.63,78.8,82.9,80.8,-0.30,-0.26,-0.28
Kenya,Cntry/Terr,"53,771.300",94.5,5.52,90,0.04,0.13,0.21,365,0.04,0.14,0.23,5.51,64.3,69.1,66.6,-0.14,-0.11,-0.13
United States Virgin Islands,Cntry/Terr,104.423,298.4,8.47,90,0.12,0.07,0.11,365,0.25,0.14,0.23,9.56,77.9,82.9,80.3,-0.28,-0.28,-0.28
Pakistan,Cntry/Terr,"220,892.331",286.5,6.98,90,0.08,0.17,0.28,365,0.07,0.14,0.23,7.00,66.3,68.3,67.3,-0.17,-0.11,-0.14
Djibouti,Cntry/Terr,988.002,42.6,7.08,90,0.03,0.07,0.11,365,0.07,0.14,0.23,7.18,65.0,69.3,67.1,-0.16,-0.12,-0.14
Syrian Arab Republic,Cntry/Terr,"17,500.657",95.3,5.52,90,0.13,0.24,0.40,365,0.07,0.14,0.23,5.10,69.2,78.2,73.6,-0.18,-0.17,-0.18
Gabon,Cntry/Terr,"2,225.728",8.6,6.91,90,0.09,0.24,0.39,365,0.05,0.13,0.22,6.81,64.3,68.6,66.4,-0.13,-0.10,-0.11
Sudan,Cntry/Terr,"43,849.269",24.8,7.24,90,0.05,0.14,0.23,365,0.05,0.12,0.20,7.16,63.5,67.3,65.4,-0.14,-0.10,-0.12
Curacao,Cntry/Terr,164.100,369.6,8.77,90,0.47,0.28,0.46,365,0.20,0.12,0.19,9.52,75.7,81.5,78.5,-0.26,-0.23,-0.24
Somalia,Cntry/Terr,"15,893.219",25.3,10.94,90,0.10,0.34,0.56,365,0.03,0.11,0.19,10.58,55.9,59.3,57.5,-0.09,-0.06,-0.08
Guinea-Bissau,Cntry/Terr,"1,967.998",70.0,9.72,90,0.03,0.12,0.19,365,0.03,0.11,0.18,9.39,56.5,60.5,58.4,-0.07,-0.05,-0.06
Algeria,Cntry/Terr,"43,851.043",18.4,4.72,90,0.03,0.04,0.07,365,0.07,0.10,0.16,4.93,75.6,78.2,76.9,-0.21,-0.14,-0.17
Myanmar,Cntry/Terr,"54,409.794",83.3,8.19,90,0.04,0.06,0.11,365,0.06,0.10,0.16,8.48,64.1,70.2,67.1,-0.09,-0.08,-0.09
Yemen,Cntry/Terr,"29,825.968",56.5,6.01,90,0.04,0.12,0.20,365,0.03,0.10,0.16,6.01,64.4,67.9,66.1,-0.09,-0.07,-0.08
Cameroon,Cntry/Terr,"26,545.864",56.2,9.36,90,0.04,0.15,0.24,365,0.03,0.09,0.16,8.98,58.2,60.8,59.5,-0.07,-0.05,-0.06
Trinidad and Tobago,Cntry/Terr,"1,399.491",272.8,8.32,90,0.04,0.04,0.07,365,0.10,0.09,0.15,8.90,70.8,76.2,73.5,-0.14,-0.12,-0.13
Bangladesh,Cntry/Terr,"164,689.383","1,265.2",5.55,90,0.04,0.06,0.10,365,0.05,0.09,0.15,5.69,71.0,74.7,72.8,-0.14,-0.12,-0.13
Reunion,Cntry/Terr,895.308,358.1,6.21,90,0.27,0.21,0.35,365,0.11,0.09,0.15,6.50,77.4,83.6,80.4,-0.22,-0.20,-0.21
Mozambique,Cntry/Terr,"31,255.435",39.7,8.62,90,0.08,0.28,0.46,365,0.02,0.09,0.14,8.18,58.0,63.8,60.8,-0.06,-0.05,-0.06
Barbados,Cntry/Terr,287.371,668.3,8.98,90,0.49,0.28,0.47,365,0.15,0.08,0.14,9.35,77.8,80.4,79.1,-0.23,-0.16,-0.19
Congo,Cntry/Terr,"5,518.092",16.2,6.75,90,0.02,0.06,0.11,365,0.02,0.08,0.13,6.69,63.1,66.1,64.6,-0.07,-0.05,-0.06
Mali,Cntry/Terr,"20,250.834",16.6,9.82,90,0.02,0.09,0.15,365,0.02,0.07,0.12,9.24,58.8,60.4,59.5,-0.06,-0.04,-0.05
Rwanda,Cntry/Terr,"12,952.209",525.0,5.32,90,0.07,0.20,0.33,365,0.02,0.07,0.12,5.27,66.9,71.3,69.0,-0.08,-0.06,-0.07
Venezuela (Bolivarian Republic of),Cntry/Terr,"28,435.943",32.2,6.95,90,0.08,0.10,0.16,365,0.06,0.07,0.11,7.35,68.4,76.1,72.1,-0.10,-0.10,-0.10
Ethiopia,Cntry/Terr,"114,963.583",115.0,6.66,90,0.03,0.09,0.15,365,0.02,0.07,0.11,6.40,64.9,68.8,66.8,-0.08,-0.06,-0.07
Finland,Cntry/Terr,"5,540.718",18.2,9.73,90,0.19,0.09,0.15,365,0.15,0.07,0.11,10.23,79.1,84.7,81.8,-0.16,-0.15,-0.16
Ghana,Cntry/Terr,"31,072.945",136.6,7.35,90,0.05,0.15,0.25,365,0.02,0.07,0.11,7.24,63.1,65.4,64.2,-0.06,-0.04,-0.05
Norway,Cntry/Terr,"5,421.242",14.8,8.00,90,0.17,0.10,0.16,365,0.12,0.07,0.11,8.13,80.5,84.3,82.4,-0.17,-0.14,-0.15
Angola,Cntry/Terr,"32,866.268",26.4,8.33,90,0.02,0.06,0.11,365,0.02,0.06,0.11,7.88,58.6,64.2,61.3,-0.05,-0.04,-0.04
Martinique,Cntry/Terr,375.265,354.0,9.07,90,0.09,0.04,0.06,365,0.13,0.06,0.09,9.93,79.2,85.6,82.3,-0.15,-0.15,-0.15
Malaysia,Cntry/Terr,"32,365.998",98.5,5.05,90,0.10,0.14,0.23,365,0.04,0.05,0.09,5.44,74.2,78.4,76.3,-0.10,-0.07,-0.08
Iceland,Cntry/Terr,341.250,3.4,6.70,90,0.00,0.00,0.00,365,0.08,0.05,0.08,7.07,81.5,84.5,83.0,-0.13,-0.10,-0.12
