LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,188,2.15,6.77,7.24,279,2.04,6.42,6.86,5.50,1.55,68.0,74.7,71.2,-4.69,-3.94,-4.32
PE11,Ica,Peru,954.364,44.7,NA,197,3.11,4.78,5.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,184,1.95,4.72,5.04,275,1.84,4.45,4.75,6.12,1.38,69.5,76.2,72.8,-3.46,-2.94,-3.21
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,184,2.21,4.70,5.02,275,1.82,3.88,4.14,6.91,1.37,69.1,75.7,72.3,-2.96,-2.50,-2.74
PE17,Madre de Dios,Peru,158.084,1.9,NA,197,1.62,4.66,4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE07,Callao,Peru,"1,119.096","7,669.8",NA,197,2.90,4.34,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE24,Tumbes,Peru,252.031,54.0,NA,197,2.22,4.02,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE16,Loreto,Peru,981.170,2.7,NA,197,1.80,3.77,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,181,1.91,3.76,4.01,272,1.38,2.72,2.90,6.89,1.03,70.2,76.8,73.4,-2.16,-1.82,-1.99
PE15,Lima,Peru,"10,693.435",307.0,NA,197,2.53,3.61,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
