LocID,Location,Loc_type,Mid_2020_pop,PopDensity,CDR_year,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,2020_e0_M,2020_e0_F,Diff_e0_M,Diff_e0_F
BWA,Botswana,Cntry/Terr,"2,351.625",4.1,5.86,94,0.00,0.01,0.01,184,0.01,0.02,0.02,66.4,72.0,-0.01,-0.27
SYR,Syrian Arab Republic,Cntry/Terr,"17,500.657",95.3,4.80,97,0.00,0.01,0.01,187,0.00,0.01,0.01,69.3,78.3,0.00,-0.10
LKA,Sri Lanka,Cntry/Terr,"21,413.250",341.5,6.87,97,0.00,0.00,0.00,187,0.00,0.00,0.00,73.8,80.3,0.00,-0.06
THA,Thailand,Cntry/Terr,"69,799.978",136.6,7.95,125,0.00,0.00,0.00,215,0.00,0.00,0.00,73.6,80.9,0.00,-0.07
BDI,Burundi,Cntry/Terr,"11,890.781",463.0,7.66,76,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN21,Hainan,China,"9,689.620",285.0,6.01,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
HKG,"China, Hong Kong SAR",Cntry/Terr,"7,496.988","7,140.0",6.88,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN01,Beijing,China,"22,086.180","1,314.7",5.58,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
MMR,Myanmar,Cntry/Terr,"54,409.794",83.3,8.31,95,0.00,0.00,0.00,185,0.00,0.00,0.00,64.2,69.9,0.00,-0.33
CN08,Heilongjiang,China,"38,461.125",84.7,6.67,162,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN09,Shanghai,China,"24,895.657","3,926.1",5.40,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN16,Henan,China,"98,844.373",591.9,6.80,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
TWN,"China, Taiwan Province of China",Cntry/Terr,"23,816.775",672.6,7.83,139,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN02,Tianjin,China,"16,016.070","1,416.7",5.42,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN22,Chongqing,China,"32,032.139",389.2,7.54,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN31,Xinjiang,China,"25,869.746",15.6,4.56,142,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN12,Anhui,China,"65,274.199",467.2,5.96,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN27,Shaanxi,China,"39,619.778",192.7,6.24,136,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN28,Gansu,China,"27,141.188",59.7,6.65,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN07,Jilin,China,"27,592.345",147.2,6.26,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN03,Hebei,China,"77,845.071",414.7,6.38,162,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN15,Shandong,China,"103,253.406",671.3,7.18,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN19,Guangdong,China,"118,131.330",656.3,4.55,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN18,Hunan,China,"70,934.167",337.8,7.08,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN24,Guizhou,China,"37,148.668",211.1,6.85,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN06,Liaoning,China,"44,623.518",305.9,7.39,142,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN05,Inner Mongolia,China,"26,044.057",22.0,5.95,123,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN25,Yunnan,China,"49,811.822",126.4,6.32,136,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN20,Guangxi,China,"50,857.686",215.5,5.96,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN23,Sichuan,China,"85,873.612",177.1,7.01,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN13,Fujian,China,"40,737.416",335.1,6.20,136,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN14,Jiangxi,China,"47,843.137",286.5,6.06,144,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
CN11,Zhejiang,China,"59,983.359",588.1,5.58,135,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA
AND,Andorra,Cntry/Terr,77.265,164.4,NA,103,2.39,NA,NA,193,1.30,NA,NA,NA,NA,NA,NA
BMU,Bermuda,Cntry/Terr,62.273,"1,245.5",NA,88,0.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,Cayman Islands,Cntry/Terr,65.720,273.8,NA,111,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMN,Isle of Man,Cntry/Terr,85.032,149.2,NA,93,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT04,NA,NA,"1,073.057","78,895.1",8.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,Cntry/Terr,38.137,238.4,NA,91,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAF,Saint Martin (French part),Cntry/Terr,38.659,729.4,NA,96,0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCO,Monaco,Cntry/Terr,39.244,"26,338.3",NA,79,0.47,NA,NA,169,0.27,NA,NA,NA,NA,NA,NA
MNP,Northern Marianas,Cntry/Terr,57.557,125.1,NA,93,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSR,Montserrat,Cntry/Terr,4.999,50.0,NA,70,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMR,San Marino,Cntry/Terr,33.938,565.6,NA,119,3.81,NA,NA,209,2.36,NA,NA,NA,NA,NA,NA
SXM,Siint Maarten (Dutch part),Cntry/Terr,42.882,"1,261.2",NA,93,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,Turks and Caicos Islands,Cntry/Terr,38.718,40.8,NA,90,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VGB,British Virgin Islands,Cntry/Terr,30.237,201.6,NA,76,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
