LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,Days_Est,CCDR_Est,CCMR_Est,ISCDR_Est,Days_Proj,CCDR_Proj,CCMR_Proj,ISCDR_Proj,CDR_2020,CCDR_2020,e0_2020_M,e0_2020_F,e0_2020_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
MX23,Quintana Roo,Mexico,"1,497.403",33.4,3.35,125,1.91,5.95,6.59,218,1.89,5.91,6.54,NA,NA,NA,NA,NA,NA,NA,NA
MX02,Baja California,Mexico,"3,605.789",50.5,4.88,121,2.17,5.15,5.69,214,1.37,3.25,3.59,NA,NA,NA,NA,NA,NA,NA,NA
MX27,Tabasco,Mexico,"2,555.914",103.3,4.98,121,2.31,4.83,5.34,214,2.05,4.27,4.73,NA,NA,NA,NA,NA,NA,NA,NA
US34,New Jersey,U.S.A.,"9,008.043",468.8,8.31,138,4.65,4.00,4.42,231,3.00,2.57,2.85,10.72,1.89,75.2,80.5,77.8,-2.4,-2.0,-2.2
BR14,Roraima,Brazil,612.715,2.7,NA,119,2.51,3.84,4.25,212,2.04,3.12,3.45,NA,NA,NA,NA,NA,NA,NA,NA
MX26,Sonora,Mexico,"3,077.474",17.1,5.60,118,1.93,3.72,4.11,211,3.05,5.89,6.52,NA,NA,NA,NA,NA,NA,NA,NA
US36,New York,U.S.A.,"19,779.540",161.7,7.83,140,4.32,3.69,4.09,233,2.74,2.34,2.59,10.27,1.75,75.8,81.1,78.4,-2.3,-2.0,-2.2
BR23,Ceara,Brazil,"9,236.905",62.0,NA,128,2.37,3.63,4.01,221,1.55,2.36,2.61,NA,NA,NA,NA,NA,NA,NA,NA
MX25,Sinaloa,Mexico,"3,215.596",56.0,5.59,123,2.00,3.53,3.91,216,1.72,3.04,3.37,NA,NA,NA,NA,NA,NA,NA,NA
MX09,Ciudad de Mexico,Mexico,"10,298.920","6,888.8",6.23,135,2.33,3.48,3.85,228,1.82,2.71,3.00,NA,NA,NA,NA,NA,NA,NA,NA
BR13,Amazonas,Brazil,"4,192.173",2.7,NA,129,2.20,3.36,3.72,222,1.49,2.27,2.51,NA,NA,NA,NA,NA,NA,NA,NA
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,135,2.07,3.17,3.50,228,1.82,2.78,3.08,NA,NA,NA,NA,NA,NA,NA,NA
