iso2,iso3,LocID,location_fin,location_jhu,loc_type_fin,location_ihme,loc_id,month_jhu,day_jhu,deaths_jhu,deaths_ihme,month_ihme,day_ihme,date_ihme_prod,country_region,geo_type_valid,population
NA,NA,NA,Australian Capital Territory,Australian Capital Territory,NA,NA,NA,05,26,3,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,New South Wales,New South Wales,NA,NA,NA,05,26,54,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Northern Territory,Northern Territory,NA,NA,NA,05,26,0,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Queensland,Queensland,NA,NA,NA,05,26,7,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,South Australia,South Australia,NA,NA,NA,05,26,4,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Tasmania,Tasmania,NA,NA,NA,05,26,13,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Victoria,Victoria,NA,NA,NA,05,26,820,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Western Australia,Western Australia,NA,NA,NA,05,26,9,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Antwerp,Antwerp,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Brussels,Brussels,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,East Flanders,East Flanders,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Flemish Brabant,Flemish Brabant,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Hainaut,Hainaut,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Liege,Liege,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Limburg,Limburg,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Luxembourg,Luxembourg,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Namur,Namur,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Unknown,Unknown,NA,NA,NA,05,26,24873,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Walloon Brabant,Walloon Brabant,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,West Flanders,West Flanders,NA,NA,NA,05,26,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,BR12,Acre,Acre,Brazil,Acre,BR12,05,26,1649,1276.174917516,01,01,2021-05-26,Brazil,province_state,NA
NA,NA,BR27,Alagoas,Alagoas,Brazil,Alagoas,BR27,05,26,4643,10474.58777664,01,01,2021-05-26,Brazil,province_state,NA
NA,NA,BR16,Amapa,Amapa,Brazil,Amapa,BR16,05,26,1666,1043.291551092,01,01,2021-05-26,Brazil,province_state,NA
NA,NA,BR13,Amazonas,Amazonas,Brazil,Amazonas,BR13,05,26,12935,8044.324517925,01,01,2021-05-26,Brazil,province_state,NA
NA,NA,BR29,Bahia,Bahia,Brazil,Bahia,BR29,05,26,20606,16606.411719297,01,01,2021-05-26,Brazil,province_state,NA
