age_group,deaths_all,deaths_m,deaths_f,month,day,state,date_start,date_end
Under 1 year,437,243,194,03,01,United States,2020-01-01,2023-02-25
1-4 years,242,131,111,03,01,United States,2020-01-01,2023-02-25
5-14 years,460,235,225,03,01,United States,2020-01-01,2023-02-25
15-24 years,2940,1743,1197,03,01,United States,2020-01-01,2023-02-25
25-34 years,12125,7433,4692,03,01,United States,2020-01-01,2023-02-25
35-44 years,29610,18314,11296,03,01,United States,2020-01-01,2023-02-25
45-54 years,70402,44833,25569,03,01,United States,2020-01-01,2023-02-25
55-64 years,157024,96349,60675,03,01,United States,2020-01-01,2023-02-25
65-74 years,250894,148667,102227,03,01,United States,2020-01-01,2023-02-25
75-84 years,290172,162514,127658,03,01,United States,2020-01-01,2023-02-25
85 years and over,299254,131925,167329,03,01,United States,2020-01-01,2023-02-25
