region,subregion_or_country,type_geo,country_province_or_state,month,day,deaths
ASIA,Eastern Asia,state_province,Hubei,06,01,4512
NORTHERN AMERICA,United States of America,state_province,California,06,01,4172
NORTHERN AMERICA,United States of America,state_province,Connecticut,06,01,3944
NORTHERN AMERICA,United States of America,state_province,Illinois,06,01,5390
NORTHERN AMERICA,United States of America,state_province,Louisiana,06,01,2791
NORTHERN AMERICA,United States of America,state_province,Massachusetts,06,01,6846
NORTHERN AMERICA,United States of America,state_province,Michigan,06,01,5491
NORTHERN AMERICA,United States of America,state_province,New Jersey,06,01,11698
NORTHERN AMERICA,United States of America,state_province,New York,06,01,29784
NORTHERN AMERICA,United States of America,state_province,Pennsylvania,06,01,5555
ASIA,Southern Asia,country,Iran,06,01,7797
ASIA,Western Asia,country,Turkey,06,01,4540
EUROPE,Northern Europe,country,Sweden,06,01,4395
EUROPE,Northern Europe,country,United Kingdom,06,01,38571
EUROPE,Southern Europe,country,Italy,06,01,33415
EUROPE,Southern Europe,country,Spain,06,01,27127
EUROPE,Western Europe,country,Belgium,06,01,9467
EUROPE,Western Europe,country,France,06,01,28805
EUROPE,Western Europe,country,Germany,06,01,8540
EUROPE,Western Europe,country,Netherlands,06,01,5975
EUROPE,Western Europe,country,Switzerland,06,01,1920
LATIN AMERICA & THE CARIBBEAN,South America,country,Brazil,06,01,29314
NORTHERN AMERICA,NA,country,Canada,06,01,7374
NORTHERN AMERICA,NA,country,United States of America,06,01,104381
